t,|i=0,DISR,IO:1,IO:2,IOPL:1,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,OS:2,DMFS,FR,IL,BO:1,BO:2,DI:1,DI:2,HC,SC,ITHC,REV,TC,|i=1,DISR,IO:3,IO:4,IOPL:3,IOPL:4,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:3,OS:4,DMFS,FR,IL,BO:3,BO:4,DI:3,DI:4,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:5,IO:6,IOPL:5,IOPL:6,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:5,OS:6,DMFS,FR,IL,BO:5,BO:6,DI:5,DI:6,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC
557,|,False,19.792613970048095,7.276406202416351,[0],[0],27.069020172464445,27.06902017246454,38.82562965347754,"[0.0, 27.069020172464445]",0.0,19.792613970048095,19.033015683429447,19.792613970048095,0.4949403812675146,-27.069020172464544,0.0,27.069020172464565,0.0,0.0,0.0,541.3804034492908,12.94187655115918,0.0,554.3222800004501,|,False,11.395616306944031,8.396997663104061,[0],[0],19.792613970048095,19.792613970048123,19.068925248356756,"[0.0, 19.792613970048095]",0.0,11.395616306944031,7.673308941412724,11.395616306944031,0.48223657118843277,-19.792613970048123,0.0,19.792613970048144,0.0,0.0,0.0,395.85227940096246,12.712616832237837,0.0,408.5648962332003,|,False,2.4362866941076504,4.8401195083087005,[0],[0],7.276406202416351,46.10203585589407,16.752763554231194,"[0.0, 19.033015683429447]",0.0,4.360497658967198,12.392265895263996,2.4362866941076504,0.4732628149997067,-46.10203585589407,0.0,46.10203585589426,0.0,0.0,0.0,922.0407171178815,11.168509036154129,0.0,933.2092261540356,|,False,11.395616306944031,[0],11.395616306944031,11.395616306943992,5.9266695921259975,"[0.0, 11.395616306944031]",0.0,5.9266695921259975,4.085620730620576e-14,2.550360585228264e-15,-11.39561630694399,11.39561630694399,0,0.0,227.91232613887982,0.0,0.0,227.91232613887982,|,False,8.396997663104061,[0],8.396997663104061,27.465922911460943,12.66978937783042,"[0.0, 7.673308941412724]",0.0,12.66978937783042,0.0,0.0,-27.465922911460943,27.465922911460943,0,0.0,549.3184582292189,0.0,0.0,549.3184582292189,|,False,2.4362866941076504,[0],2.4362866941076504,4.360497658967192,8.268259860364466,"[0.0, 4.360497658967198]",0.0,8.268259860364466,0.0,1.0316378402350795e-15,-4.360497658967192,4.360497658967192,0,0.0,87.20995317934384,0.0,0.0,87.20995317934384,|,False,4.840119508308693,[0],4.8401195083087005,58.494301751158076,0.0,"[0.0, 12.392265895263996]",0.0,0.0,0.0,0.0,-58.494301751158076,58.494301751158076,0,0.0,1169.8860350231616,0.0,0.0,1169.8860350231616
558,|,False,19.287713629172817,10.88757857900783,[0],[0],30.17529220818065,30.175292208180746,27.069020172464445,"[0.0, 30.17529220818065]",0.0,19.287713629172817,7.7813065432916275,19.287713629172817,0.495181050430178,-30.175292208180746,0.0,30.175292208180768,0.0,0.0,0.0,603.5058441636149,9.023006724154815,0.0,612.5288508877697,|,False,7.839943583047134,11.447770046125683,[0],[0],19.287713629172817,19.287713629172842,19.792613970048095,"[0.0, 19.287713629172817]",0.0,7.839943583047134,11.95267038700096,7.839943583047134,0.48207423482666284,-19.287713629172845,0.0,19.287713629172867,0.0,0.0,0.0,385.7542725834569,13.195075980032062,0.0,398.94934856348897,|,False,2.4814505646103004,8.40612801439753,[0],[0],10.88757857900783,37.956598751472455,19.033015683429447,"[0.0, 7.7813065432916275]",0.0,2.4814505646103004,16.55156511881915,2.4814505646103004,0.47296876656971487,-37.956598751472455,0.0,37.95659875147264,0.0,0.0,0.0,759.1319750294491,12.688677122286297,0.0,771.8206521517354,|,False,7.839943583047136,[0],7.839943583047134,7.839943583047095,11.395616306944031,"[0.0, 7.839943583047134]",0.0,11.395616306944031,4.085620730620576e-14,2.5550771540690615e-15,-7.839943583047095,7.839943583047095,0,0.0,156.7988716609419,0.0,0.0,156.7988716609419,|,False,11.447770046125683,[0],11.447770046125683,31.240384016173902,7.673308941412724,"[0.0, 11.95267038700096]",0.0,7.673308941412724,0.0,0.0,-31.240384016173902,31.240384016173902,0,0.0,624.807680323478,0.0,0.0,624.807680323478,|,False,2.4814505646103004,[0],2.4814505646103004,2.481450564610295,4.360497658967198,"[0.0, 2.4814505646103004]",0.0,4.360497658967198,5.329070518200751e-15,1.0322457505403888e-15,-2.481450564610295,2.481450564610295,0,0.0,49.6290112922059,0.0,0.0,49.6290112922059,|,False,8.40612801439753,[0],8.40612801439753,54.508163870291604,12.392265895263996,"[0.0, 16.55156511881915]",0.0,12.392265895263996,0.0,0.0,-54.50816387029161,54.50816387029161,0,0.0,1090.163277405832,0.0,0.0,1090.163277405832
559,|,False,16.919666636590595,17.17544331952418,[0],[0],34.095109956114776,34.09510995611487,30.17529220818065,"[0.0, 34.095109956114776]",0.0,16.919666636590595,13.255625571590056,16.919666636590595,0.49518306003715873,-34.09510995611487,0.0,34.0951099561149,0.0,0.0,0.0,681.9021991222974,10.058430736060217,0.0,691.9606298583576,|,False,7.732830409903585,9.186836226687007,[0],[0],16.919666636590595,16.919666636590616,19.287713629172817,"[0.0, 16.919666636590595]",0.0,7.732830409903585,11.554883219269232,7.732830409903585,0.48202725350716835,-16.91966663659062,0.0,16.91966663659064,0.0,0.0,0.0,338.3933327318124,12.858475752781878,0.0,351.2518084845943,|,False,5.5565700016618615,11.61887331786232,[0],[0],17.17544331952418,47.350735527705005,7.7813065432916275,"[0.0, 13.255625571590056]",0.0,5.5565700016618615,2.224736541629766,5.5565700016618615,0.4726867389631367,-47.35073552770501,0.0,47.3507355277052,0.0,0.0,0.0,947.0147105541002,5.187537695527752,0.0,952.202248249628,|,False,7.732830409903585,[0],7.732830409903585,7.732830409903546,7.839943583047134,"[0.0, 7.732830409903585]",0.0,7.839943583047134,3.907985046680551e-14,2.559437999835725e-15,-7.732830409903546,7.732830409903546,0,0.0,154.6566081980709,0.0,0.0,154.6566081980709,|,False,9.186836226687007,[0],9.186836226687007,28.47454985585995,11.95267038700096,"[0.0, 11.554883219269232]",0.0,11.95267038700096,0.0,0.0,-28.474549855859948,28.474549855859948,0,0.0,569.490997117199,0.0,0.0,569.490997117199,|,False,5.5565700016618615,[0],5.5565700016618615,5.556570001661855,2.4814505646103004,"[0.0, 5.5565700016618615]",0.0,2.4814505646103004,5.329070518200751e-15,1.0321565808526796e-15,-5.556570001661856,5.556570001661856,0,0.0,111.13140003323713,0.0,0.0,111.13140003323713,|,False,11.618873317862313,[0],11.61887331786232,49.57547206933477,16.55156511881915,"[0.0, 2.224736541629766]",0.0,16.55156511881915,0.0,0.0,-49.57547206933478,49.57547206933478,0,0.0,991.5094413866956,0.0,0.0,991.5094413866956
560,|,False,17.27375398005944,16.420482719127392,[0],[0],33.69423669918683,33.69423669918692,34.095109956114776,"[0.0, 33.69423669918683]",0.0,17.27375398005944,16.821355976055337,17.27375398005944,0.4952155016758719,-33.69423669918692,0.0,33.69423669918695,0.0,0.0,0.0,673.8847339837384,11.365036652038258,0.0,685.2497706357767,|,False,7.633669905848996,9.640084074210439,[0],[0],17.27375398005944,17.273753980059464,16.919666636590595,"[0.0, 17.27375398005944]",0.0,7.633669905848996,9.285996730741598,7.633669905848996,0.48195058670196195,-17.27375398005946,0.0,17.27375398005948,0.0,0.0,0.0,345.47507960118924,11.279777757727063,0.0,356.7548573589163,|,False,6.0006058864230924,10.419876832704292,[0],[0],16.420482719127392,50.515592675242345,13.255625571590056,"[0.0, 16.821355976055337]",0.0,6.0006058864230924,7.255019685166963,6.0006058864230924,0.47249358792388274,-50.51559267524234,0.0,50.51559267524252,0.0,0.0,0.0,1010.3118535048468,8.83708371439337,0.0,1019.1489372192401,|,False,7.633669905848996,[0],7.633669905848996,7.633669905848958,7.732830409903585,"[0.0, 7.633669905848996]",0.0,7.732830409903585,3.907985046680551e-14,2.563840929322421e-15,-7.633669905848957,7.633669905848957,0,0.0,152.67339811697914,0.0,0.0,152.67339811697914,|,False,9.640084074210442,[0],9.640084074210439,26.559750710801158,11.554883219269232,"[0.0, 9.285996730741598]",0.0,11.554883219269232,0.0,0.0,-26.559750710801158,26.559750710801158,0,0.0,531.1950142160232,0.0,0.0,531.1950142160232,|,False,6.000605886423092,[0],6.0006058864230924,6.000605886423087,5.5565700016618615,"[0.0, 6.0006058864230924]",0.0,5.5565700016618615,5.329070518200751e-15,1.031967276492882e-15,-6.000605886423086,6.000605886423086,0,0.0,120.01211772846173,0.0,0.0,120.01211772846173,|,False,10.419876832704285,[0],10.419876832704292,57.770612360409295,2.224736541629766,"[0.0, 7.255019685166963]",0.0,2.224736541629766,0.0,0.0,-57.770612360409295,57.770612360409295,0,0.0,1155.4122472081858,0.0,0.0,1155.4122472081858
561,|,False,23.693580451141216,14.958615127643146,[0],[0],38.65219557878436,38.65219557878444,33.69423669918683,"[0.0, 38.65219557878436]",0.0,23.693580451141216,10.000656248045615,23.693580451141216,0.49546573820803264,-38.65219557878446,0.0,38.652195578784486,0.0,0.0,0.0,773.0439115756892,11.231412233062276,0.0,784.2753238087515,|,False,12.66543650325638,11.028143947884839,[0],[0],23.693580451141216,23.693580451141244,17.27375398005944,"[0.0, 23.693580451141216]",0.0,12.66543650325638,4.608317476803059,12.66543650325638,0.48208815439946484,-23.69358045114124,0.0,23.693580451141262,0.0,0.0,0.0,473.8716090228248,11.515835986706293,0.0,485.3874450095311,|,False,5.936372584114909,9.022242543528243,[0],[0],14.958615127643146,48.65285182683015,16.821355976055337,"[0.0, 10.000656248045615]",0.0,0,10.884983391940427,0.0,0.4717196984704766,-48.65285182683015,0.0,48.652851826830336,5.936372584114909,0.0,3.9575817227432726,973.057036536603,7.256655594626951,0.0,984.2712738539733,|,False,12.665436503256382,[0],12.66543650325638,12.665436503256341,7.633669905848996,"[0.0, 12.66543650325638]",0.0,7.633669905848996,3.907985046680551e-14,2.5653254484030724e-15,-12.665436503256343,12.665436503256343,0,0.0,253.30873006512687,0.0,0.0,253.30873006512687,|,False,11.028143947884839,[0],11.028143947884839,28.3018979279444,9.285996730741598,"[0.0, 4.608317476803059]",0.0,9.285996730741598,0.0,0.0,-28.3018979279444,28.3018979279444,0,0.0,566.037958558888,0.0,0.0,566.037958558888,|,True,5.93637258411491,[0],5.936372584114909,5.9363725841149035,6.0006058864230924,"[0.0, 0]",0.0,6.0006058864230924,6.217248937900877e-15,1.031987200860538e-15,-5.9363725841149035,5.9363725841149035,0,0.0,118.72745168229807,0.0,0.0,118.72745168229807,|,False,9.022242543528243,[0],9.022242543528243,59.537835218770574,7.255019685166963,"[0.0, 10.884983391940427]",0.0,7.255019685166963,0.0,0.0,-59.537835218770574,59.537835218770574,0,0.0,1190.7567043754116,0.0,0.0,1190.7567043754116
562,|,False,13.96140766356807,11.985859662417207,[0],[0],25.94726732598529,25.94726732598538,38.65219557878436,"[0.0, 25.94726732598529]",0.0,13.96140766356807,24.69078791521629,13.96140766356807,0.49552641457097274,-25.947267325985376,0.0,25.9472673259854,0.0,0.0,0.0,518.9453465197075,12.88406519292812,0.0,531.8294117126356,|,False,4.34244338149688,9.618964282071193,[0],[0],13.96140766356807,13.961407663568096,23.693580451141216,"[0.0, 13.96140766356807]",0.0,4.34244338149688,19.351137069644338,4.34244338149688,0.4818249502626191,-13.961407663568098,0.0,13.961407663568117,0.0,0.0,0.0,279.228153271362,15.79572030076081,0.0,295.0238735721228,|,False,9.274498915443612,2.711360746973595,[0],[0],11.985859662417207,50.63805524120174,10.000656248045615,"[0.0, 24.69078791521629]",0.0,0,0.7261573326020034,0.0,0.4711014326558487,-50.63805524120174,0.0,50.638055241201926,15.210871499558522,0.0,10.14058099970568,1012.7611048240349,0.4841048884013356,0.0,1023.3857907121419,|,False,4.342443381496878,[0],4.34244338149688,4.342443381496842,12.66543650325638,"[0.0, 4.34244338149688]",0.0,12.66543650325638,3.730349362740526e-14,2.5711978030697876e-15,-4.342443381496841,4.342443381496841,0,0.0,86.84886762993682,0.0,0.0,86.84886762993682,|,False,9.618964282071193,[0],9.618964282071193,33.31254473321253,4.608317476803059,"[0.0, 19.351137069644338]",0.0,4.608317476803059,0.0,0.0,-33.31254473321253,33.31254473321253,0,0.0,666.2508946642506,0.0,0.0,666.2508946642506,|,True,9.274498915443612,[0],9.274498915443612,15.210871499558515,0.0,"[0.0, 0]",0.0,0.0,0.0,1.0298982940211734e-15,-15.210871499558515,15.210871499558515,0,0.0,304.2174299911703,0.0,0.0,304.2174299911703,|,False,2.711360746973595,[0],2.711360746973595,51.36421257380374,10.884983391940427,"[0.0, 0.7261573326020034]",0.0,10.884983391940427,0.0,0.0,-51.36421257380374,51.36421257380374,0,0.0,1027.2842514760748,0.0,0.0,1027.2842514760748
563,|,False,11.728122759549162,17.811472765734184,[0],[0],29.539595525283342,29.539595525283435,25.94726732598529,"[0.0, 29.539595525283342]",0.0,11.728122759549162,14.219144566436128,11.728122759549162,0.4953669703487038,-29.53959552528343,0.0,29.539595525283456,0.0,0.0,0.0,590.7919105056686,8.649089108661762,0.0,599.4409996143304,|,False,7.1490401304426054,4.579082629106555,[0],[0],11.728122759549162,11.728122759549189,13.96140766356807,"[0.0, 11.728122759549162]",0.0,7.1490401304426054,6.812367533125464,7.1490401304426054,0.4819898482684899,-11.728122759549189,0.0,11.728122759549208,0.0,0.0,0.0,234.56245519098377,9.30760510904538,0.0,243.87006030002914,|,False,9.100197989049024,8.71127477668516,[0],[0],17.811472765734184,43.75874009171963,24.69078791521629,"[0.0, 14.219144566436128]",0.0,0,15.590589926167267,0.0,0.47018565248173055,-43.75874009171963,0.0,43.758740091719815,24.311069488607544,0.0,16.207379659071695,875.1748018343926,10.393726617444845,0.0,901.7759081109091,|,False,7.149040130442607,[0],7.1490401304426054,7.149040130442568,4.34244338149688,"[0.0, 7.1490401304426054]",0.0,4.34244338149688,3.907985046680551e-14,2.575836012071867e-15,-7.149040130442568,7.149040130442568,0,0.0,142.98080260885138,0.0,0.0,142.98080260885138,|,False,4.579082629106555,[0],4.579082629106555,18.540490292674747,19.351137069644338,"[0.0, 6.812367533125464]",0.0,19.351137069644338,0.0,0.0,-18.54049029267475,18.54049029267475,0,0.0,370.809805853495,0.0,0.0,370.809805853495,|,True,9.100197989049024,[0],9.100197989049024,24.311069488607536,0.0,"[0.0, 0]",0.0,0.0,0.0,1.0278568485635506e-15,-24.311069488607536,24.311069488607536,0,0.0,486.2213897721507,0.0,0.0,486.2213897721507,|,False,8.71127477668516,[0],8.71127477668516,59.3493300178869,0.7261573326020034,"[0.0, 15.590589926167267]",0.0,0.7261573326020034,0.0,0.0,-59.3493300178869,59.3493300178869,0,0.0,1186.986600357738,0.0,0.0,1186.986600357738
564,|,False,23.64839006342796,12.90081206925299,[0],[0],36.549202132680946,36.54920213268103,29.539595525283342,"[0.0, 36.549202132680946]",0.0,23.64839006342796,5.891205461855382,23.64839006342796,0.49567013032924806,-36.54920213268104,0.0,36.54920213268106,0.0,0.0,0.0,730.9840426536208,9.846531841761113,0.0,740.8305744953819,|,False,10.96619168227124,12.682198381156722,[0],[0],23.64839006342796,23.648390063427986,11.728122759549162,"[0.0, 23.64839006342796]",0.0,10.96619168227124,0.7619310772779215,10.96619168227124,0.48194241193642817,-23.64839006342799,0.0,23.64839006342801,0.0,0.0,0.0,472.9678012685598,7.8187485063661075,0.0,480.7865497749259,|,False,6.632281582605938,6.268530486647051,[0],[0],12.90081206925299,42.440407594536495,14.219144566436128,"[0.0, 5.891205461855382]",0.0,0,7.586862983830191,0.0,0.469524575009128,-42.440407594536495,0.0,42.44040759453668,30.94335107121348,0.0,20.62890071414232,848.80815189073,5.057908655886793,0.0,874.494961260759,|,False,10.96619168227124,[0],10.96619168227124,10.966191682271203,7.1490401304426054,"[0.0, 10.96619168227124]",0.0,7.1490401304426054,3.730349362740526e-14,2.577860454459755e-15,-10.966191682271203,10.966191682271203,0,0.0,219.32383364542406,0.0,0.0,219.32383364542406,|,False,12.682198381156718,[0],12.682198381156722,24.410321140706007,6.812367533125464,"[0.0, 0.7619310772779215]",0.0,6.812367533125464,0.0,0.0,-24.410321140706003,24.410321140706003,0,0.0,488.20642281412006,0.0,0.0,488.20642281412006,|,True,6.632281582605938,[0],6.632281582605938,30.943351071213474,0.0,"[0.0, 0]",0.0,0.0,0.0,1.026374121375554e-15,-30.943351071213474,30.943351071213474,0,0.0,618.8670214242695,0.0,0.0,618.8670214242695,|,False,6.268530486647051,[0],6.268530486647051,50.02727057836668,15.590589926167267,"[0.0, 7.586862983830191]",0.0,15.590589926167267,0.0,0.0,-50.02727057836668,50.02727057836668,0,0.0,1000.5454115673336,0.0,0.0,1000.5454115673336
565,|,True,16.37668507560211,17.69778021377249,[0],[0],34.07446528937461,34.074465289374686,36.549202132680946,"[0.0, 34.07446528937461]",0.0,16.37668507560211,20.172517057078835,16.37668507560211,0.4956421254131166,-34.07446528937469,0.0,34.074465289374714,0.0,0.0,0.0,681.4893057874939,12.183067377560315,0.0,693.6723731650542,|,False,9.389345084734542,6.987339990867566,[0],[0],16.37668507560211,16.376685075602133,23.64839006342796,"[0.0, 16.37668507560211]",0.0,9.389345084734542,14.259044978693419,9.389345084734542,0.48210643193598895,-16.376685075602136,0.0,16.376685075602158,0.0,0.0,0.0,327.53370151204274,15.76559337561864,0.0,343.2992948876614,|,False,7.605725176530421,10.09205503724207,[0],[0],17.69778021377249,54.246982346453606,5.891205461855382,"[0.0, 20.172517057078835]",0.0,36.83455653306886,0.0,36.83455653306886,0.47262738330664944,-54.246982346453606,1.7145197146750393,52.53246263177875,0.0,0.0,0.0,1084.939646929072,24.55637102204591,0.0,1109.496017951118,|,False,9.389345084734542,[0],9.389345084734542,9.389345084734504,10.96619168227124,"[0.0, 9.389345084734542]",0.0,10.96619168227124,3.730349362740526e-14,2.5807824573729295e-15,-9.389345084734504,9.389345084734504,0,0.0,187.78690169469007,0.0,0.0,187.78690169469007,|,False,6.98733999086757,[0],6.987339990867566,30.63573005429565,0.7619310772779215,"[0.0, 14.259044978693419]",0.0,0.7619310772779215,0.0,0.0,-30.63573005429565,30.63573005429565,0,0.0,612.714601085913,0.0,0.0,612.714601085913,|,False,7.605725176530421,[0],7.605725176530421,38.5490762477439,0.0,"[0.0, 36.83455653306886]",0.0,0.0,0.0,1.024679026011532e-15,-38.5490762477439,38.5490762477439,0,0.0,770.981524954878,0.0,0.0,770.981524954878,|,False,10.09205503724207,[0],10.09205503724207,52.53246263177856,7.586862983830191,"[0.0, 0.0]",0.0,7.586862983830191,0.0,0.0,-52.532462631778564,52.532462631778564,0,0.0,1050.6492526355712,0.0,0.0,1050.6492526355712
566,|,True,14.32824750552437,15.041693194727115,[0],[0],29.36994070025149,29.36994070025157,34.07446528937461,"[0.0, 29.36994070025149]",0.0,14.32824750552437,19.746217783850238,14.32824750552437,0.4956296590259608,-29.36994070025157,0.0,29.36994070025159,0.0,0.0,0.0,587.3988140050313,11.358155096458201,0.0,598.7569691014895,|,False,2.5995254512951123,11.728722054229253,[0],[0],14.32824750552437,14.328247505524391,16.37668507560211,"[0.0, 14.32824750552437]",0.0,2.5995254512951123,13.777159624307,2.5995254512951123,0.4816350526678514,-14.328247505524391,0.0,14.328247505524411,0.0,0.0,0.0,286.5649501104878,10.917790050401408,0.0,297.4827401608892,|,False,8.205571566453884,6.836121628273231,[0],[0],15.041693194727115,49.11615848410189,20.172517057078835,"[0.0, 19.746217783850238]",0.0,0,10.252425775949913,0.0,0.4718553523891843,-49.11615848410189,0.0,49.11615848410207,9.920091281128922,0.0,6.613394187419281,982.3231696820378,6.834950517299942,0.0,995.7715143867571,|,False,2.5995254512951123,[0],2.5995254512951123,2.599525451295074,9.389345084734542,"[0.0, 2.5995254512951123]",0.0,9.389345084734542,3.730349362740526e-14,2.587603241663687e-15,-2.599525451295075,2.599525451295075,0,0.0,51.9905090259015,0.0,0.0,51.9905090259015,|,False,11.728722054229253,[0],11.728722054229253,28.105407129831484,14.259044978693419,"[0.0, 13.777159624307]",0.0,14.259044978693419,0.0,0.0,-28.105407129831484,28.105407129831484,0,0.0,562.1081425966297,0.0,0.0,562.1081425966297,|,True,8.205571566453884,[0],8.205571566453884,9.920091281128919,36.83455653306886,"[0.0, 0]",0.0,36.83455653306886,0.0,1.0228565099462552e-15,-9.920091281128919,9.920091281128919,0,0.0,198.40182562257837,0.0,0.0,198.40182562257837,|,False,6.836121628273224,[0],6.836121628273231,59.36858426005179,0.0,"[0.0, 10.252425775949913]",0.0,0.0,0.0,0.0,-59.36858426005179,59.36858426005179,0,0.0,1187.3716852010357,0.0,0.0,1187.3716852010357
567,|,True,15.641341866392096,15.331747107289134,[0],[0],30.97308897368123,30.973088973681307,29.36994070025149,"[0.0, 30.97308897368123]",0.0,15.641341866392096,13.728598833859394,15.641341866392096,0.4956454467163238,-30.973088973681307,0.0,30.973088973681328,0.0,0.0,0.0,619.4617794736262,9.789980233417163,0.0,629.2517597070433,|,False,7.74760769774627,7.8937341686458256,[0],[0],15.641341866392096,15.641341866392118,14.32824750552437,"[0.0, 15.641341866392096]",0.0,7.74760769774627,6.5806398077781,7.74760769774627,0.48165844793745266,-15.641341866392118,0.0,15.641341866392136,0.0,0.0,0.0,312.8268373278423,9.552165003682912,0.0,322.3790023315252,|,False,3.103423274940413,12.228323832348721,[0],[0],15.331747107289134,44.70168780754078,19.746217783850238,"[0.0, 13.728598833859394]",0.0,13.023514556069335,16.642794508909823,13.023514556069335,0.47248299326142756,-44.701687807540786,0.0,44.70168780754097,0.0,0.0,0.0,894.0337561508157,19.777539376652772,0.0,913.8112955274685,|,False,7.747607697746269,[0],7.74760769774627,7.747607697746232,2.5995254512951123,"[0.0, 7.74760769774627]",0.0,2.5995254512951123,3.730349362740526e-14,2.591443610324597e-15,-7.747607697746232,7.747607697746232,0,0.0,154.95215395492463,0.0,0.0,154.95215395492463,|,False,7.8937341686458256,[0],7.8937341686458256,22.221981674170312,13.777159624307,"[0.0, 6.5806398077781]",0.0,13.777159624307,0.0,0.0,-22.22198167417031,22.22198167417031,0,0.0,444.43963348340617,0.0,0.0,444.43963348340617,|,False,3.103423274940413,[0],3.103423274940413,13.023514556069332,0.0,"[0.0, 13.023514556069335]",0.0,0.0,0.0,1.022168906001561e-15,-13.023514556069332,13.023514556069332,0,0.0,260.47029112138665,0.0,0.0,260.47029112138665,|,False,12.228323832348721,[0],12.228323832348721,61.344482316450595,10.252425775949913,"[0.0, 16.642794508909823]",0.0,10.252425775949913,0.0,0.0,-61.344482316450595,61.344482316450595,0,0.0,1226.8896463290118,0.0,0.0,1226.8896463290118
568,|,False,15.8031055879016,16.582177440841527,[0],[0],32.385283028743125,32.3852830287432,30.97308897368123,"[0.0, 32.385283028743125]",0.0,15.8031055879016,15.169983385779629,15.8031055879016,0.495631948879596,-32.3852830287432,0.0,32.385283028743224,0.0,0.0,0.0,647.705660574864,10.324362991227076,0.0,658.0300235660911,|,False,10.691389181637637,5.111716406263962,[0],[0],15.8031055879016,15.80310558790162,15.641341866392096,"[0.0, 15.8031055879016]",0.0,10.691389181637637,4.949952684754459,10.691389181637637,0.48199425397554413,-15.803105587901621,0.0,15.803105587901639,0.0,0.0,0.0,316.0621117580324,10.427561244261398,0.0,326.4896730022938,|,False,9.33918076203633,7.242996678805191,[0],[0],16.582177440841527,47.55526641452291,13.728598833859394,"[0.0, 15.169983385779629]",0.0,9.33918076203633,4.389418071823064,9.33918076203633,0.47264580106260334,-47.55526641452291,0.0,47.555266414523096,0.0,0.0,0.0,951.1053282904583,9.152399222572928,0.0,960.2577275130312,|,False,10.691389181637637,[0],10.691389181637637,10.691389181637598,7.74760769774627,"[0.0, 10.691389181637637]",0.0,7.74760769774627,3.8191672047105385e-14,2.5937716882042177e-15,-10.6913891816376,10.6913891816376,0,0.0,213.82778363275202,0.0,0.0,213.82778363275202,|,False,5.111716406263966,[0],5.111716406263962,20.753058272656176,6.5806398077781,"[0.0, 4.949952684754459]",0.0,6.5806398077781,0.0,0.0,-20.753058272656176,20.753058272656176,0,0.0,415.0611654531235,0.0,0.0,415.0611654531235,|,False,9.33918076203633,[0],9.33918076203633,9.339180762036326,13.023514556069335,"[0.0, 9.33918076203633]",0.0,13.023514556069335,3.552713678800501e-15,1.0208732612720687e-15,-9.339180762036326,9.339180762036326,0,0.0,186.78361524072653,0.0,0.0,186.78361524072653,|,False,7.242996678805191,[0],7.242996678805191,51.94468448634597,16.642794508909823,"[0.0, 4.389418071823064]",0.0,16.642794508909823,0.0,0.0,-51.94468448634596,51.94468448634596,0,0.0,1038.8936897269193,0.0,0.0,1038.8936897269193
569,|,False,14.014684699113213,18.552109983977964,[0],[0],32.566794683091175,32.56679468309125,32.385283028743125,"[0.0, 32.566794683091175]",0.0,14.014684699113213,18.370598329629914,14.014684699113213,0.4955166552021325,-32.56679468309125,0.0,32.566794683091274,0.0,0.0,0.0,651.335893661825,10.795094342914375,0.0,662.1309880047394,|,False,7.719718993289853,6.294965705823357,[0],[0],14.014684699113213,14.01468469911323,15.8031055879016,"[0.0, 14.014684699113213]",0.0,7.719718993289853,8.083386594611746,7.719718993289853,0.4820992856558506,-14.014684699113232,0.0,14.01468469911325,0.0,0.0,0.0,280.29369398226464,10.53540372526773,0.0,290.82909770753236,|,False,9.222624254596468,9.329485729381496,[0],[0],18.552109983977964,50.937393012721245,15.169983385779629,"[0.0, 18.370598329629914]",0.0,9.222624254596468,5.947359131183161,9.222624254596468,0.47269484062753897,-50.937393012721245,0.0,50.93739301272143,0.0,0.0,0.0,1018.747860254425,10.113322257186418,0.0,1028.8611825116113,|,False,7.719718993289852,[0],7.719718993289853,7.719718993289815,10.691389181637637,"[0.0, 7.719718993289853]",0.0,10.691389181637637,3.730349362740526e-14,2.597601825787468e-15,-7.719718993289814,7.719718993289814,0,0.0,154.39437986579628,0.0,0.0,154.39437986579628,|,False,6.294965705823357,[0],6.294965705823357,22.098071293725077,4.949952684754459,"[0.0, 8.083386594611746]",0.0,4.949952684754459,0.0,0.0,-22.098071293725074,22.098071293725074,0,0.0,441.96142587450146,0.0,0.0,441.96142587450146,|,False,9.222624254596468,[0],9.222624254596468,9.222624254596466,9.33918076203633,"[0.0, 9.222624254596468]",0.0,9.33918076203633,3.552713678800501e-15,1.0196084764205404e-15,-9.222624254596465,9.222624254596465,0,0.0,184.4524850919293,0.0,0.0,184.4524850919293,|,False,9.329485729381503,[0],9.329485729381496,56.8847521439044,4.389418071823064,"[0.0, 5.947359131183161]",0.0,4.389418071823064,0.0,0.0,-56.8847521439044,56.8847521439044,0,0.0,1137.695042878088,0.0,0.0,1137.695042878088
