t,|i=1,DISR,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,BO:3,DI:3,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,BO:2,DI:2,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC,|i=7,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC
468,|,False,4,[0],4.0,4.0,4.0,4.0,10.0,10.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,6.0,4.0,0.9108822212270488,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,10.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9932825794894761,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,21.0,2.0,"[0.0, 7.0, 10.0, 4.0]",0.0,4.0,4.0,0.9767129422301836,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,0.0,12.0,12.0,6.0,6.0,"[0.0, 12.0, 0.0]","[0.0, 12.0, 0.0]",0.0,0.0,4.0,4.0,0.9558232931726908,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,23.0,9.0,"[0.0, 2.0, 7.0, 10.0, 4.0]",0.0,4.0,4.0,0.999553770638108,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,13.0,"[0.0, 0.0]",0.0,0.0,0.0,0.974233673922701,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,13.0,0.0,"[0.0, 13.0, 0.0]",0.0,0.0,0.0,0.9875610839626833,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0
469,|,False,3,[0],3.0,3.0,3.0,3.0,4.0,4.0,"[0.0, 3.0]","[0.0, 3.0]",0.0,0.0,3.0,3.0,0.9110017889087657,5.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,3.0,4.0,"[0.0, 3.0]",0.0,3.0,3.0,0.9932915921288015,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,17.0,7.0,"[0.0, 10.0, 4.0, 3.0]",0.0,3.0,3.0,0.9767441860465116,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],0.0,0.0,0.0,0.0,12.0,12.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,3.0,3.0,0.9558823529411765,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,24.0,2.0,"[0.0, 7.0, 10.0, 4.0, 3.0]",0.0,3.0,3.0,0.999554367201426,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.974233673922701,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],2.0,2.0,13.0,"[0.0, 0.0, 2.0]",0.0,0.0,0.0,0.9875610839626833,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0
470,|,False,8,[0],8.0,8.0,8.0,8.0,3.0,3.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.911319073083779,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,3.0,"[0.0, 8.0]",0.0,8.0,8.0,0.9933155080213903,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,15.0,10.0,"[0.0, 4.0, 3.0, 8.0]",0.0,8.0,8.0,0.9768270944741533,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,8.0,8.0,0.0,0.0,"[0.0, 0.0, 8.0]","[0.0, 0.0, 8.0]",0.0,0.0,8.0,8.0,0.9560390763765542,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,25.0,7.0,"[0.0, 10.0, 4.0, 3.0, 8.0]",0.0,8.0,8.0,0.9995559502664298,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],13.0,13.0,0.0,"[0.0, 13.0]",0.0,8.0,8.0,0.9743249225320938,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],11.0,13.0,0.0,"[0.0, 2.0, 11.0]",0.0,8.0,8.0,0.9876051350154936,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0
471,|,False,5,[0],5.0,5.0,5.0,5.0,8.0,8.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.9115162294353045,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,8.0,"[0.0, 5.0]",0.0,5.0,5.0,0.9933303690529124,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,16.0,4.0,"[0.0, 3.0, 8.0, 5.0]",0.0,5.0,5.0,0.976878612716763,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],0.0,0.0,8.0,8.0,0.0,0.0,"[0.0, 8.0, 0.0]","[0.0, 8.0, 0.0]",0.0,0.0,5.0,5.0,0.9561364643331857,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,20.0,10.0,"[0.0, 4.0, 3.0, 8.0, 5.0]",0.0,5.0,5.0,0.9995569339831635,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,13.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9743249225320938,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,11.0,2.0,"[0.0, 11.0, 0.0]",0.0,0.0,0.0,0.9876051350154936,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0
472,|,False,7,[0],7.0,7.0,7.0,7.0,5.0,5.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.911790780141844,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,5.0,"[0.0, 7.0]",0.0,7.0,7.0,0.9933510638297872,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,20.0,3.0,"[0.0, 8.0, 5.0, 7.0]",0.0,7.0,7.0,0.9769503546099291,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],14.0,14.0,14.0,14.0,8.0,8.0,"[0.0, 0.0, 14.0]","[0.0, 0.0, 14.0]",0.0,0.0,7.0,7.0,0.9562720848056537,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,23.0,4.0,"[0.0, 3.0, 8.0, 5.0, 7.0]",0.0,7.0,7.0,0.9995583038869258,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,14.0,[0],11.0,11.0,0.0,"[0.0, 11.0]",0.0,14.0,14.0,0.9744830620325561,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,14.0,[0],19.0,19.0,11.0,"[0.0, 0.0, 19.0]",0.0,14.0,14.0,0.9876814782226133,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0
473,|,False,8,[0],8.0,8.0,8.0,8.0,7.0,7.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.9121024734982333,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,7.0,"[0.0, 8.0]",0.0,8.0,8.0,0.9933745583038869,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,20.0,8.0,"[0.0, 5.0, 7.0, 8.0]",0.0,8.0,8.0,0.9770318021201413,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],10.0,10.0,24.0,24.0,0.0,0.0,"[0.0, 14.0, 10.0]","[0.0, 14.0, 10.0]",0.0,0.0,8.0,8.0,0.9564260563380281,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,28.0,3.0,"[0.0, 8.0, 5.0, 7.0, 8.0]",0.0,8.0,8.0,0.9995598591549296,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],11.0,11.0,11.0,"[0.0, 11.0]",0.0,10.0,10.0,0.9745948313622427,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],3.0,22.0,0.0,"[0.0, 19.0, 3.0]",0.0,10.0,10.0,0.9877354358300482,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0
474,|,False,9,[0],9.0,9.0,9.0,9.0,8.0,8.0,"[0.0, 9.0]","[0.0, 9.0]",0.0,0.0,8.0,8.0,0.912010558732952,-1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,|,False,9.0,[0],9.0,9.0,8.0,"[0.0, 9.0]",0.0,9.0,9.0,0.9934007919049714,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],9.0,24.0,5.0,"[0.0, 7.0, 8.0, 9.0]",0.0,9.0,9.0,0.9771227452705675,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],5.0,5.0,15.0,15.0,14.0,14.0,"[0.0, 10.0, 5.0]","[0.0, 10.0, 5.0]",0.0,0.0,9.0,9.0,0.9565979833406401,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],9.0,29.0,8.0,"[0.0, 5.0, 7.0, 8.0, 9.0]",0.0,9.0,9.0,0.9995615957913196,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],0.0,0.0,11.0,"[0.0, 0.0]",0.0,5.0,5.0,0.9746503496503497,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],3.0,6.0,19.0,"[0.0, 3.0, 3.0]",0.0,5.0,5.0,0.9877622377622378,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0
475,|,False,4,[0],4.0,4.0,4.0,4.0,9.0,9.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,5.0,4.0,0.9121651295564339,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,9.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9934123847167325,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,21.0,7.0,"[0.0, 8.0, 9.0, 4.0]",0.0,4.0,4.0,0.9771629336846728,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],2.0,2.0,7.0,7.0,10.0,10.0,"[0.0, 5.0, 2.0]","[0.0, 5.0, 2.0]",0.0,0.0,4.0,4.0,0.9566739606126915,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,28.0,5.0,"[0.0, 7.0, 8.0, 9.0, 4.0]",0.0,4.0,4.0,0.999562363238512,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],9.0,9.0,0.0,"[0.0, 9.0]",0.0,2.0,2.0,0.9746724890829694,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],6.0,9.0,3.0,"[0.0, 3.0, 6.0]",0.0,2.0,2.0,0.9877729257641922,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0
476,|,False,2,[0],2.0,2.0,2.0,2.0,4.0,4.0,"[0.0, 2.0]","[0.0, 2.0]",0.0,0.0,2.0,2.0,0.9122422114962703,6.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,2.0,4.0,"[0.0, 2.0]",0.0,2.0,2.0,0.9934181658622203,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,15.0,8.0,"[0.0, 9.0, 4.0, 2.0]",0.0,2.0,2.0,0.9771829749890303,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],0.0,0.0,2.0,2.0,5.0,5.0,"[0.0, 2.0, 0.0]","[0.0, 2.0, 0.0]",0.0,0.0,2.0,2.0,0.9567118495846086,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,23.0,7.0,"[0.0, 8.0, 9.0, 4.0, 2.0]",0.0,2.0,2.0,0.9995627459554001,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],2.0,2.0,9.0,"[0.0, 2.0]",0.0,0.0,0.0,0.9746724890829694,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],2.0,8.0,3.0,"[0.0, 6.0, 2.0]",0.0,0.0,0.0,0.9877729257641922,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0
477,|,False,8,[0],8.0,8.0,8.0,8.0,2.0,2.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.9125491910800175,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,2.0,"[0.0, 8.0]",0.0,8.0,8.0,0.9934411893310013,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,14.0,9.0,"[0.0, 4.0, 2.0, 8.0]",0.0,8.0,8.0,0.9772627896808046,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],11.0,11.0,11.0,11.0,2.0,2.0,"[0.0, 0.0, 11.0]","[0.0, 0.0, 11.0]",0.0,0.0,8.0,8.0,0.9568627450980393,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,23.0,8.0,"[0.0, 9.0, 4.0, 2.0, 8.0]",0.0,8.0,8.0,0.9995642701525055,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,11.0,[0],13.0,13.0,2.0,"[0.0, 13.0]",0.0,11.0,11.0,0.974793568013907,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,11.0,[0],13.0,15.0,6.0,"[0.0, 2.0, 13.0]",0.0,11.0,11.0,0.9878313776618861,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0
478,|,False,5,[0],5.0,5.0,5.0,5.0,8.0,8.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.912739965095986,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,8.0,"[0.0, 5.0]",0.0,5.0,5.0,0.993455497382199,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,15.0,4.0,"[0.0, 2.0, 8.0, 5.0]",0.0,5.0,5.0,0.9773123909249564,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],1.0,1.0,12.0,12.0,0.0,0.0,"[0.0, 11.0, 1.0]","[0.0, 11.0, 1.0]",0.0,0.0,5.0,5.0,0.9569565217391305,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,19.0,9.0,"[0.0, 4.0, 2.0, 8.0, 5.0]",0.0,5.0,5.0,0.9995652173913043,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,13.0,"[0.0, 0.0]",0.0,1.0,1.0,0.9748045178105995,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,13.0,2.0,"[0.0, 13.0, 0.0]",0.0,1.0,1.0,0.9878366637706343,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0
479,|,False,1,[0],1.0,1.0,1.0,1.0,5.0,5.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.9127780200610554,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,5.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9934583515045792,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,14.0,2.0,"[0.0, 8.0, 5.0, 1.0]",0.0,1.0,1.0,0.9773222852158744,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],2.0,2.0,3.0,3.0,11.0,11.0,"[0.0, 1.0, 2.0]","[0.0, 1.0, 2.0]",0.0,0.0,1.0,1.0,0.9569752281616688,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,16.0,4.0,"[0.0, 2.0, 8.0, 5.0, 1.0]",0.0,1.0,1.0,0.9995654063450674,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,2.0,2.0,0.9748263888888888,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],4.0,4.0,13.0,"[0.0, 0.0, 4.0]",0.0,2.0,2.0,0.9878472222222222,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0
480,|,False,10,[0],10.0,10.0,10.0,10.0,1.0,1.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,8.0,8.0,0.9122883195831524,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,1.0,"[0.0, 10.0]",0.0,10.0,10.0,0.9934867564046895,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,16.0,8.0,"[0.0, 5.0, 1.0, 10.0]",0.0,10.0,10.0,0.9774207555362571,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],21.0,21.0,23.0,23.0,1.0,1.0,"[0.0, 2.0, 21.0]","[0.0, 2.0, 21.0]",0.0,0.0,10.0,10.0,0.9571614019904803,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,24.0,2.0,"[0.0, 8.0, 5.0, 1.0, 10.0]",0.0,10.0,10.0,0.9995672868887927,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,21.0,[0],24.0,24.0,0.0,"[0.0, 24.0]",0.0,21.0,21.0,0.9750537634408603,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,21.0,[0],20.0,24.0,0.0,"[0.0, 4.0, 20.0]",0.0,21.0,21.0,0.9879569892473118,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0
481,|,False,10,[0],10.0,10.0,10.0,10.0,10.0,10.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,10.0,8.0,0.9118028534370947,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,10.0,"[0.0, 10.0]",0.0,10.0,10.0,0.993514915693904,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,21.0,5.0,"[0.0, 1.0, 10.0, 9.0]",0.0,10.0,10.0,0.9775183744055339,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],4.0,4.0,25.0,25.0,2.0,2.0,"[0.0, 21.0, 4.0]","[0.0, 21.0, 4.0]",0.0,0.0,9.0,9.0,0.9569151227919,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,26.0,8.0,"[0.0, 5.0, 1.0, 10.0, 10.0]",0.0,10.0,10.0,0.999569151227919,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,0.0,24.0,"[0.0, 0.0]",0.0,4.0,4.0,0.9750966079862602,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,20.0,4.0,"[0.0, 20.0, 0.0]",0.0,4.0,4.0,0.9879776728209532,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0
482,|,False,10,[0],10.0,10.0,10.0,10.0,10.0,10.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,10.0,8.0,0.9113215669393027,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,10.0,"[0.0, 10.0]",0.0,10.0,10.0,0.993542832544124,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],9.0,29.0,1.0,"[0.0, 10.0, 9.0, 10.0]",0.0,10.0,10.0,0.9776151528196297,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,9.0,[0],12.0,12.0,16.0,16.0,21.0,21.0,"[0.0, 4.0, 0]","[0.0, 4.0, 0]",0.0,0.0,10.0,9.0,0.9570815450643777,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,31.0,5.0,"[0.0, 1.0, 10.0, 10.0, 10.0]",0.0,10.0,10.0,0.9995709995709996,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,12.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.9700982486117044,9.0,0.0,12.0,0.0,0,0.0,0,0.0,|,False,12.0,[0],11.0,11.0,20.0,"[0.0, 0.0, 11.0]",0.0,0,0.0,0.982913284920974,17.0,0.0,12.0,0.0,0,0.0,0,0.0
483,|,False,7,[0],7.0,7.0,7.0,7.0,10.0,10.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,9.0,7.0,0.911587982832618,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],3.0,3.0,10.0,"[0.0, 3.0]",0.0,7.0,7.0,0.9935622317596566,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],8.0,27.0,10.0,"[0.0, 9.0, 10.0, 8.0]",0.0,7.0,7.0,0.9776824034334763,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,8.0,[0],6.0,6.0,18.0,18.0,4.0,4.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,8.0,8.0,0.9572284003421728,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,33.0,1.0,"[0.0, 10.0, 10.0, 10.0, 3.0]",0.0,3.0,3.0,0.9995715509854327,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],25.0,25.0,0.0,"[0.0, 25.0]",0.0,0,0.0,0.9676182360460162,3.0,0.0,18.0,0.0,0,0.0,0,0.0,|,False,6.0,[0],16.0,27.0,0.0,"[0.0, 11.0, 16.0]",0.0,0,0.0,0.9804005112910098,11.0,0.0,18.0,0.0,0,0.0,0,0.0
484,|,False,3,[0],3.0,3.0,3.0,3.0,7.0,7.0,"[0.0, 3.0]","[0.0, 3.0]",0.0,0.0,3.0,3.0,0.911701671667381,5.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],5.0,5.0,3.0,"[0.0, 5.0]",0.0,3.0,3.0,0.9935705100728676,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,21.0,9.0,"[0.0, 10.0, 8.0, 3.0]",0.0,3.0,3.0,0.9777111015859409,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,3.0,[0],0.0,0.0,18.0,18.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,3.0,3.0,0.9572832123024348,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],0.0,23.0,10.0,"[0.0, 10.0, 10.0, 3.0, 0.0]",0.0,5.0,5.0,0.9995724668661822,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,25.0,"[0.0, 0.0]",0.0,0,0.0,0.9676182360460162,28.0,0.0,18.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],7.0,23.0,11.0,"[0.0, 16.0, 7.0]",0.0,0,0.0,0.9804005112910098,22.0,0.0,18.0,0.0,0,0.0,0,0.0
485,|,False,7,[0],7.0,7.0,7.0,7.0,3.0,3.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.911965811965812,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],9.0,9.0,5.0,"[0.0, 9.0]",0.0,7.0,7.0,0.9935897435897436,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,18.0,10.0,"[0.0, 8.0, 3.0, 4.0]",0.0,7.0,7.0,0.9777777777777777,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,7.0,[0],6.0,6.0,24.0,24.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,4.0,4.0,0.9561328790459966,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,|,False,9.0,[0],16.0,29.0,10.0,"[0.0, 10.0, 3.0, 0.0, 16.0]",0.0,9.0,9.0,0.9995741056218058,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],7.0,7.0,0.0,"[0.0, 7.0]",0.0,0,0.0,0.9651508712282193,22.0,0.0,24.0,0.0,0,0.0,0,0.0,|,False,6.0,[0],9.0,16.0,16.0,"[0.0, 7.0, 9.0]",0.0,0,0.0,0.9779005524861878,32.0,0.0,24.0,0.0,0,0.0,0,0.0
486,|,False,10,[0],10.0,10.0,10.0,10.0,7.0,7.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,8.0,8.0,0.9114893617021277,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,9.0,"[0.0, 10.0]",0.0,10.0,10.0,0.9936170212765958,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],7.0,17.0,8.0,"[0.0, 3.0, 4.0, 0.0]",0.0,10.0,10.0,0.977872340425532,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,7.0,[0],5.0,5.0,29.0,29.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,0.0,0.0,0.9532908704883227,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],5.0,24.0,10.0,"[0.0, 3.0, 0.0, 16.0, 5.0]",0.0,10.0,10.0,0.9995759117896522,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],17.0,17.0,7.0,"[0.0, 17.0]",0.0,0,0.0,0.9631043256997456,24.0,0.0,29.0,0.0,0,0.0,0,0.0,|,False,5.0,[0],12.0,21.0,7.0,"[0.0, 9.0, 12.0]",0.0,0,0.0,0.9758269720101781,34.0,0.0,29.0,0.0,0,0.0,0,0.0
