t,|i=1,DISR,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,BO:3,DI:3,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,BO:2,DI:2,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC,|i=7,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC
137,|,False,4,[0],4.0,4.0,4.0,4.0,0.0,0.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,4.0,4.0,0.880057803468208,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,0.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9869942196531792,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,6.0,0.0,"[0.0, 2.0, 0.0, 4.0]",0.0,4.0,4.0,0.9638728323699421,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,4.0,[0],4.0,4.0,4.0,4.0,4.0,4.0,"[0.0, 0.0, 0]","[0.0, 0.0, 0]",0.0,0.0,4.0,4.0,0.96,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,6.0,4.0,"[0.0, 0.0, 2.0, 0.0, 4.0]",0.0,4.0,4.0,1.0,32.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],2.0,2.0,0.0,"[0.0, 2.0]",0.0,0,0.0,0.9376770538243626,20.0,0.0,4.0,0.0,0,0.0,0,0.0,|,False,4.0,[0],2.0,2.0,4.0,"[0.0, 0.0, 2.0]",0.0,0,0.0,0.9546742209631728,28.0,0.0,4.0,0.0,0,0.0,0,0.0
138,|,False,8,[0],8.0,8.0,8.0,8.0,4.0,4.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.8814285714285715,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,4.0,"[0.0, 8.0]",0.0,8.0,8.0,0.9871428571428571,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,12.0,2.0,"[0.0, 0.0, 4.0, 8.0]",0.0,8.0,8.0,0.9642857142857143,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],16.0,16.0,20.0,20.0,0.0,0.0,"[0.0, 0, 20.0]","[0.0, 0, 20.0]",0.0,0.0,8.0,8.0,0.96045197740113,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,14.0,0.0,"[0.0, 2.0, 0.0, 4.0, 8.0]",0.0,8.0,8.0,1.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,16.0,[0],20.0,20.0,2.0,"[0.0, 20.0]",0.0,20.0,20.0,0.9445983379501385,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,16.0,[0],20.0,22.0,0.0,"[0.0, 2.0, 20.0]",0.0,20.0,20.0,0.961218836565097,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0
139,|,False,0,[0],0.0,0.0,0.0,0.0,8.0,8.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.8814285714285715,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,8.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9871428571428571,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,12.0,0.0,"[0.0, 4.0, 8.0, 0.0]",0.0,0.0,0.0,0.9642857142857143,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,20.0,20.0,0.0,0.0,"[0.0, 20.0, 0.0]","[0.0, 20.0, 0.0]",0.0,0.0,0.0,0.0,0.96045197740113,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,12.0,2.0,"[0.0, 0.0, 4.0, 8.0, 0.0]",0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,20.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9445983379501385,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,20.0,2.0,"[0.0, 20.0, 0.0]",0.0,0.0,0.0,0.961218836565097,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0
140,|,False,2,[0],2.0,2.0,2.0,2.0,0.0,0.0,"[0.0, 2.0]","[0.0, 2.0]",0.0,0.0,2.0,2.0,0.8817663817663818,6.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,2.0,0.0,"[0.0, 2.0]",0.0,2.0,2.0,0.9871794871794872,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,10.0,4.0,"[0.0, 8.0, 0.0, 2.0]",0.0,2.0,2.0,0.9643874643874644,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],0.0,0.0,0.0,0.0,20.0,20.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,2.0,2.0,0.9605633802816902,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,14.0,0.0,"[0.0, 4.0, 8.0, 0.0, 2.0]",0.0,2.0,2.0,1.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9445983379501385,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,20.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.961218836565097,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0
141,|,False,3,[0],3.0,3.0,3.0,3.0,2.0,2.0,"[0.0, 3.0]","[0.0, 3.0]",0.0,0.0,3.0,3.0,0.8822695035460993,5.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,3.0,2.0,"[0.0, 3.0]",0.0,3.0,3.0,0.9872340425531915,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,5.0,8.0,"[0.0, 0.0, 2.0, 3.0]",0.0,3.0,3.0,0.9645390070921985,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,3.0,3.0,0.9607293127629734,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,13.0,4.0,"[0.0, 8.0, 0.0, 2.0, 3.0]",0.0,3.0,3.0,1.0,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9445983379501385,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.961218836565097,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0
142,|,False,4,[0],4.0,4.0,4.0,4.0,3.0,3.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,4.0,4.0,0.8829337094499294,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,3.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9873060648801129,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,9.0,0.0,"[0.0, 2.0, 3.0, 4.0]",0.0,4.0,4.0,0.9647390691114246,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,4.0,4.0,0.9609483960948396,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,9.0,8.0,"[0.0, 0.0, 2.0, 3.0, 4.0]",0.0,4.0,4.0,1.0,29.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9445983379501385,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.961218836565097,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0
143,|,False,0,[0],0.0,0.0,0.0,0.0,4.0,4.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.8829337094499294,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,4.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9873060648801129,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,7.0,2.0,"[0.0, 3.0, 4.0, 0.0]",0.0,0.0,0.0,0.9647390691114246,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],1.0,1.0,1.0,1.0,0.0,0.0,"[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.9609483960948396,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,9.0,0.0,"[0.0, 2.0, 3.0, 4.0, 0.0]",0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,1.0,1.0,0.9446749654218534,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,1.0,1.0,0.9612724757952974,33.0,0.0,0.0,0.0,0,0.0,0.0,0.0
144,|,False,1,[0],1.0,1.0,1.0,1.0,0.0,0.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.8830985915492958,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,0.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9873239436619718,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,5.0,3.0,"[0.0, 4.0, 0.0, 1.0]",0.0,1.0,1.0,0.9647887323943662,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,1.0,1.0,0.0,0.0,"[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]",0.0,0.0,1.0,1.0,0.9610027855153204,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,8.0,2.0,"[0.0, 3.0, 4.0, 0.0, 1.0]",0.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9446749654218534,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.9612724757952974,33.0,0.0,0.0,0.0,0,0.0,0.0,0.0
145,|,False,5,[0],5.0,5.0,5.0,5.0,1.0,1.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.8839160839160839,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,1.0,"[0.0, 5.0]",0.0,5.0,5.0,0.9874125874125874,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,6.0,4.0,"[0.0, 0.0, 1.0, 5.0]",0.0,5.0,5.0,0.965034965034965,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],8.0,8.0,8.0,8.0,1.0,1.0,"[0.0, 0.0, 8.0]","[0.0, 0.0, 8.0]",0.0,0.0,5.0,5.0,0.9612724757952974,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,10.0,3.0,"[0.0, 4.0, 0.0, 1.0, 5.0]",0.0,5.0,5.0,1.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],6.0,6.0,0.0,"[0.0, 6.0]",0.0,8.0,8.0,0.945280437756498,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],6.0,6.0,0.0,"[0.0, 0.0, 6.0]",0.0,8.0,8.0,0.9616963064295485,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0
146,|,False,7,[0],7.0,7.0,7.0,7.0,5.0,5.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.8850415512465374,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,5.0,"[0.0, 7.0]",0.0,7.0,7.0,0.9875346260387812,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,13.0,0.0,"[0.0, 1.0, 5.0, 7.0]",0.0,7.0,7.0,0.9653739612188366,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],8.0,8.0,16.0,16.0,0.0,0.0,"[0.0, 8.0, 8.0]","[0.0, 8.0, 8.0]",0.0,0.0,7.0,7.0,0.9616438356164384,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,13.0,4.0,"[0.0, 0.0, 1.0, 5.0, 7.0]",0.0,7.0,7.0,1.0,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],5.0,5.0,6.0,"[0.0, 5.0]",0.0,8.0,8.0,0.945872801082544,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],5.0,11.0,0.0,"[0.0, 6.0, 5.0]",0.0,8.0,8.0,0.9621109607577808,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
147,|,False,1,[0],1.0,1.0,1.0,1.0,7.0,7.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.8852005532503457,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,7.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9875518672199171,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,13.0,1.0,"[0.0, 5.0, 7.0, 1.0]",0.0,1.0,1.0,0.9654218533886584,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,8.0,8.0,8.0,8.0,"[0.0, 8.0, 0.0]","[0.0, 8.0, 0.0]",0.0,0.0,1.0,1.0,0.9616963064295485,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,14.0,0.0,"[0.0, 1.0, 5.0, 7.0, 1.0]",0.0,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,5.0,"[0.0, 0.0]",0.0,0.0,0.0,0.945872801082544,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,5.0,6.0,"[0.0, 5.0, 0.0]",0.0,0.0,0.0,0.9621109607577808,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0
148,|,False,5,[0],5.0,5.0,5.0,5.0,1.0,1.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.885989010989011,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,1.0,"[0.0, 5.0]",0.0,5.0,5.0,0.9876373626373627,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,13.0,5.0,"[0.0, 7.0, 1.0, 5.0]",0.0,5.0,5.0,0.9656593406593407,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],7.0,7.0,7.0,7.0,8.0,8.0,"[0.0, 0.0, 7.0]","[0.0, 0.0, 7.0]",0.0,0.0,5.0,5.0,0.9619565217391305,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,18.0,1.0,"[0.0, 5.0, 7.0, 1.0, 5.0]",0.0,5.0,5.0,1.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,0.0,"[0.0, 7.0]",0.0,7.0,7.0,0.9463806970509383,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,5.0,"[0.0, 0.0, 7.0]",0.0,7.0,7.0,0.9624664879356568,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0
149,|,False,10,[0],10.0,10.0,10.0,10.0,5.0,5.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,8.0,8.0,0.8848238482384824,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,5.0,"[0.0, 10.0]",0.0,10.0,10.0,0.9878048780487805,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,16.0,7.0,"[0.0, 1.0, 5.0, 10.0]",0.0,10.0,10.0,0.9661246612466124,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],11.0,11.0,18.0,18.0,0.0,0.0,"[0.0, 7.0, 11.0]","[0.0, 7.0, 11.0]",0.0,0.0,10.0,10.0,0.9624664879356568,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,23.0,5.0,"[0.0, 7.0, 1.0, 5.0, 10.0]",0.0,10.0,10.0,1.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,11.0,[0],9.0,9.0,7.0,"[0.0, 9.0]",0.0,11.0,11.0,0.9471598414795245,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,11.0,[0],9.0,16.0,0.0,"[0.0, 7.0, 9.0]",0.0,11.0,11.0,0.9630118890356671,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0
150,|,False,9,[0],9.0,9.0,9.0,9.0,10.0,10.0,"[0.0, 9.0]","[0.0, 9.0]",0.0,0.0,10.0,8.0,0.8848728246318608,-1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,|,False,9.0,[0],9.0,9.0,10.0,"[0.0, 9.0]",0.0,9.0,9.0,0.9879518072289156,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],9.0,24.0,1.0,"[0.0, 5.0, 10.0, 9.0]",0.0,9.0,9.0,0.9665327978580991,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],6.0,6.0,17.0,17.0,7.0,7.0,"[0.0, 11.0, 6.0]","[0.0, 11.0, 6.0]",0.0,0.0,9.0,9.0,0.9629139072847682,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],9.0,25.0,7.0,"[0.0, 1.0, 5.0, 10.0, 9.0]",0.0,9.0,9.0,1.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],5.0,5.0,9.0,"[0.0, 5.0]",0.0,6.0,6.0,0.9475753604193972,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],5.0,14.0,7.0,"[0.0, 9.0, 5.0]",0.0,6.0,6.0,0.963302752293578,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0
151,|,False,0,[0],0.0,0.0,0.0,0.0,9.0,9.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,1.0,0.0,0.8848728246318608,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,9.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9879518072289156,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,19.0,5.0,"[0.0, 10.0, 9.0, 0.0]",0.0,0.0,0.0,0.9665327978580991,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,6.0,6.0,11.0,11.0,"[0.0, 6.0, 0.0]","[0.0, 6.0, 0.0]",0.0,0.0,0.0,0.0,0.9629139072847682,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,24.0,1.0,"[0.0, 5.0, 10.0, 9.0, 0.0]",0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,5.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9475753604193972,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],3.0,8.0,9.0,"[0.0, 5.0, 3.0]",0.0,0.0,0.0,0.963302752293578,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0
152,|,False,5,[0],5.0,5.0,5.0,5.0,0.0,0.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.8856382978723404,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,0.0,"[0.0, 5.0]",0.0,5.0,5.0,0.988031914893617,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,14.0,10.0,"[0.0, 9.0, 0.0, 5.0]",0.0,5.0,5.0,0.9667553191489362,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],3.0,3.0,3.0,3.0,6.0,6.0,"[0.0, 0.0, 3.0]","[0.0, 0.0, 3.0]",0.0,0.0,5.0,5.0,0.9631578947368421,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,24.0,5.0,"[0.0, 10.0, 9.0, 0.0, 5.0]",0.0,5.0,5.0,1.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],6.0,6.0,0.0,"[0.0, 6.0]",0.0,3.0,3.0,0.9477806788511749,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,6.0,5.0,"[0.0, 3.0, 3.0]",0.0,3.0,3.0,0.9634464751958225,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0
153,|,False,9,[0],9.0,9.0,9.0,9.0,5.0,5.0,"[0.0, 9.0]","[0.0, 9.0]",0.0,0.0,8.0,8.0,0.885676741130092,-1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,|,False,9.0,[0],9.0,9.0,5.0,"[0.0, 9.0]",0.0,9.0,9.0,0.988173455978975,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],9.0,14.0,9.0,"[0.0, 0.0, 5.0, 9.0]",0.0,9.0,9.0,0.9671484888304862,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],8.0,8.0,11.0,11.0,0.0,0.0,"[0.0, 3.0, 8.0]","[0.0, 3.0, 8.0]",0.0,0.0,9.0,9.0,0.9635890767230169,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],9.0,23.0,10.0,"[0.0, 9.0, 0.0, 5.0, 9.0]",0.0,9.0,9.0,1.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],10.0,10.0,6.0,"[0.0, 10.0]",0.0,8.0,8.0,0.9483204134366925,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],10.0,13.0,3.0,"[0.0, 3.0, 10.0]",0.0,8.0,8.0,0.9638242894056848,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
154,|,False,2,[0],2.0,2.0,2.0,2.0,9.0,9.0,"[0.0, 2.0]","[0.0, 2.0]",0.0,0.0,3.0,2.0,0.8859764089121888,6.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,2.0,9.0,"[0.0, 2.0]",0.0,2.0,2.0,0.9882044560943644,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,16.0,0.0,"[0.0, 5.0, 9.0, 2.0]",0.0,2.0,2.0,0.9672346002621232,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],0.0,0.0,8.0,8.0,3.0,3.0,"[0.0, 8.0, 0.0]","[0.0, 8.0, 0.0]",0.0,0.0,2.0,2.0,0.9636835278858625,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,16.0,9.0,"[0.0, 0.0, 5.0, 9.0, 2.0]",0.0,2.0,2.0,1.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],1.0,1.0,10.0,"[0.0, 1.0]",0.0,0.0,0.0,0.9483204134366925,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],1.0,11.0,3.0,"[0.0, 10.0, 1.0]",0.0,0.0,0.0,0.9638242894056848,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0
155,|,False,7,[0],7.0,7.0,7.0,7.0,2.0,2.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.887012987012987,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,2.0,"[0.0, 7.0]",0.0,7.0,7.0,0.9883116883116884,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,18.0,5.0,"[0.0, 9.0, 2.0, 7.0]",0.0,7.0,7.0,0.9675324675324676,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],17.0,17.0,17.0,17.0,8.0,8.0,"[0.0, 0.0, 17.0]","[0.0, 0.0, 17.0]",0.0,0.0,7.0,7.0,0.9640102827763496,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,23.0,0.0,"[0.0, 5.0, 9.0, 2.0, 7.0]",0.0,7.0,7.0,1.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,17.0,[0],15.0,15.0,1.0,"[0.0, 15.0]",0.0,17.0,17.0,0.9494310998735778,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,17.0,[0],19.0,20.0,10.0,"[0.0, 1.0, 19.0]",0.0,17.0,17.0,0.9646017699115044,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0
