t,|i=1,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=3,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=4,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,HC,SC,ITHC,TC,|i=5,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=6,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC,|i=7,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC
84,|,2,[0],2.0,2.0,2.0,2.0,8.0,8.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,4.0,2.0,0.8098591549295775,4.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,8.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9882075471698113,12.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,14.0,0.0,"[0, 4.0, 8.0, 0.0, 0, 0, 0]",0.0,2.0,2.0,1.0,15.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,18.0,18.0,0.0,0.0,"[0, 18.0, 0.0, 0, 0]","[0, 18.0, 0.0, 0, 0]",0.0,0.0,0.0,0.0,0.8368298368298368,-2.0,0.0,0.0,0.0,0.0,|,2.0,[0],2.0,12.0,3.0,"[0, 0.0, 2.0, 8.0, 2.0, 0, 0, 0, 0]",0.0,2.0,2.0,0.913953488372093,13.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,21.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.972027972027972,22.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,21.0,0.0,"[0, 21.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,11.0,0.0,0,0.0,0.0
85,|,1,[0],1.0,1.0,1.0,1.0,2.0,2.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,1.0,1.0,0.810304449648712,5.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,1.0,2.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9882352941176471,13.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,10.0,4.0,"[0, 8.0, 0.0, 2.0, 0, 0, 0]",0.0,1.0,1.0,1.0,18.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,0.0,18.0,18.0,"[0, 0.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,0.0,2.0,0.0,0.8368298368298368,16.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,13.0,0.0,"[0, 2.0, 8.0, 2.0, 1.0, 0, 0, 0, 0]",0.0,1.0,1.0,0.91415313225058,12.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.972027972027972,22.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,21.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,32.0,0.0,0,0.0,0.0
86,|,4,[0],4.0,4.0,4.0,4.0,1.0,1.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,4.0,4.0,0.8120649651972158,2.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9883449883449883,10.0,0.0,0,0.0,0.0,|,4.0,[0],5.0,7.0,8.0,"[0, 0.0, 2.0, 5.0, 0, 0, 0]",0.0,4.0,4.0,1.0,22.0,0.0,0,0.0,0.0,|,5.0,[0],2.0,2.0,2.0,2.0,0.0,0.0,"[0, 0.0, 2.0, 0, 0]","[0, 0.0, 2.0, 0, 0]",0.0,0.0,5.0,5.0,0.8387096774193549,11.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,15.0,2.0,"[0, 8.0, 2.0, 1.0, 4.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.9149425287356322,10.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,2.0,2.0,0.9721577726218097,20.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]",0.0,2.0,2.0,1.0,30.0,0.0,0,0.0,0.0
87,|,10,[0],10.0,10.0,10.0,10.0,4.0,4.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,6.0,6.0,0.8072562358276644,-4.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,4.0,"[0, 10.0, 0]",0.0,10.0,10.0,0.9886104783599089,4.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,17.0,0.0,"[0, 2.0, 5.0, 10.0, 0, 0, 0]",0.0,10.0,10.0,1.0,12.0,0.0,0,0.0,0.0,|,10.0,[0],9.0,9.0,11.0,11.0,0.0,0.0,"[0, 2.0, 9.0, 0, 0]","[0, 2.0, 9.0, 0, 0]",0.0,0.0,10.0,10.0,0.8423423423423423,1.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,17.0,8.0,"[0, 2.0, 1.0, 4.0, 10.0, 0, 0, 0, 0]",0.0,10.0,10.0,0.9168539325842696,8.0,0.0,0,0.0,0.0,|,9.0,[0],6.0,6.0,0.0,"[0, 6.0, 0]",0.0,9.0,9.0,0.9727272727272728,11.0,0.0,0,0.0,0.0,|,9.0,[0],6.0,6.0,0.0,"[0, 0.0, 6.0, 0, 0]",0.0,9.0,9.0,1.0,21.0,0.0,0,0.0,0.0
88,|,4,[0],4.0,4.0,4.0,4.0,10.0,10.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,8.0,4.0,0.8089887640449438,2.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,10.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9887133182844243,10.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,19.0,2.0,"[0, 5.0, 10.0, 3.0, 0, 0, 0]",0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,13.0,13.0,2.0,2.0,"[0, 9.0, 4.0, 0, 0]","[0, 9.0, 4.0, 0, 0]",0.0,0.0,3.0,3.0,0.8415178571428571,-1.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,19.0,2.0,"[0, 1.0, 4.0, 10.0, 4.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.9175946547884187,6.0,0.0,0,0.0,0.0,|,4.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,4.0,4.0,0.972972972972973,13.0,0.0,0,0.0,0.0,|,4.0,[0],5.0,11.0,0.0,"[0, 6.0, 5.0, 0, 0]",0.0,4.0,4.0,1.0,17.0,0.0,0,0.0,0.0
89,|,3,[0],3.0,3.0,3.0,3.0,4.0,4.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,3.0,3.0,0.8102678571428571,3.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9887892376681614,11.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,16.0,5.0,"[0, 10.0, 3.0, 3.0, 0, 0, 0]",0.0,3.0,3.0,1.0,12.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,6.0,6.0,9.0,9.0,"[0, 4.0, 2.0, 0, 0]","[0, 4.0, 2.0, 0, 0]",0.0,0.0,3.0,2.0,0.8422222222222222,6.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,21.0,1.0,"[0, 4.0, 10.0, 4.0, 3.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.918141592920354,4.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9730941704035875,16.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,7.0,6.0,"[0, 5.0, 2.0, 0, 0]",0.0,2.0,2.0,1.0,21.0,0.0,0,0.0,0.0
90,|,6,[0],6.0,6.0,6.0,6.0,3.0,3.0,"[0, 6.0, 0]","[0, 6.0, 0]",0.0,0.0,6.0,6.0,0.8127753303964758,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9889380530973452,8.0,0.0,0,0.0,0.0,|,6.0,[0],7.0,13.0,10.0,"[0, 3.0, 3.0, 7.0, 0, 0, 0]",0.0,6.0,6.0,1.0,16.0,0.0,0,0.0,0.0,|,7.0,[0],8.0,8.0,10.0,10.0,4.0,4.0,"[0, 2.0, 8.0, 0, 0]","[0, 2.0, 8.0, 0, 0]",0.0,0.0,7.0,7.0,0.8446389496717724,3.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,23.0,4.0,"[0, 10.0, 4.0, 3.0, 6.0, 0, 0, 0, 0]",0.0,6.0,6.0,0.9192139737991266,2.0,0.0,0,0.0,0.0,|,8.0,[0],9.0,9.0,2.0,"[0, 9.0, 0]",0.0,8.0,8.0,0.973568281938326,10.0,0.0,0,0.0,0.0,|,8.0,[0],9.0,11.0,5.0,"[0, 2.0, 9.0, 0, 0]",0.0,8.0,8.0,1.0,18.0,0.0,0,0.0,0.0
91,|,2,[0],2.0,2.0,2.0,2.0,6.0,6.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,2.0,2.0,0.8135964912280702,4.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9889867841409692,12.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,12.0,3.0,"[0, 3.0, 7.0, 2.0, 0, 0, 0]",0.0,2.0,2.0,1.0,17.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,8.0,8.0,2.0,2.0,"[0, 8.0, 0.0, 0, 0]","[0, 8.0, 0.0, 0, 0]",0.0,0.0,2.0,2.0,0.8453159041394336,3.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,15.0,10.0,"[0, 4.0, 3.0, 6.0, 2.0, 0, 0, 0, 0]",0.0,2.0,2.0,0.9195652173913044,10.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,9.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.973568281938326,19.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,9.0,2.0,"[0, 9.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,20.0,0.0,0,0.0,0.0
92,|,8,[0],8.0,8.0,8.0,8.0,2.0,2.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,6.0,6.0,0.8125,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,2.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9891774891774892,6.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,17.0,3.0,"[0, 7.0, 2.0, 8.0, 0, 0, 0]",0.0,8.0,8.0,1.0,12.0,0.0,0,0.0,0.0,|,8.0,[0],11.0,11.0,11.0,11.0,8.0,8.0,"[0, 0.0, 11.0, 0, 0]","[0, 0.0, 11.0, 0, 0]",0.0,0.0,8.0,8.0,0.8479657387580299,3.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,19.0,4.0,"[0, 3.0, 6.0, 2.0, 8.0, 0, 0, 0, 0]",0.0,8.0,8.0,0.9209401709401709,6.0,0.0,0,0.0,0.0,|,11.0,[0],11.0,11.0,0.0,"[0, 11.0, 0]",0.0,11.0,11.0,0.9741935483870968,8.0,0.0,0,0.0,0.0,|,11.0,[0],11.0,11.0,9.0,"[0, 0.0, 11.0, 0, 0]",0.0,11.0,11.0,1.0,18.0,0.0,0,0.0,0.0
93,|,10,[0],10.0,10.0,10.0,10.0,8.0,8.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,8.0,6.0,0.8080168776371308,-4.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,8.0,"[0, 9.0, 0]",0.0,10.0,10.0,0.989406779661017,4.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,20.0,7.0,"[0, 2.0, 8.0, 3.0, 0, 0, 0]",0.0,10.0,10.0,1.0,9.0,0.0,0,0.0,0.0,|,10.0,[0],13.0,13.0,24.0,24.0,0.0,0.0,"[0, 11.0, 13.0, 0, 0]","[0, 11.0, 13.0, 0, 0]",0.0,0.0,3.0,3.0,0.8364779874213837,-7.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,26.0,3.0,"[0, 6.0, 2.0, 8.0, 10.0, 0, 0, 0, 0]",0.0,9.0,9.0,0.9205020920502092,-1.0,0,0.0,0.0,0.0,|,13.0,[0],10.0,10.0,11.0,"[0, 10.0, 0]",0.0,13.0,13.0,0.9748953974895398,6.0,0.0,0,0.0,0.0,|,13.0,[0],10.0,21.0,0.0,"[0, 11.0, 10.0, 0, 0]",0.0,13.0,13.0,1.0,5.0,0.0,0,0.0,0.0
94,|,7,[0],7.0,7.0,7.0,7.0,10.0,10.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,10.0,6.0,0.8087318087318087,-1.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,8.0,9.0,"[0, 6.0, 0]",0.0,7.0,7.0,0.9895615866388309,6.0,0.0,0,0.0,0.0,|,7.0,[0],0.0,18.0,2.0,"[0, 8.0, 3.0, 7.0, 0, 0, 0]",0.0,7.0,7.0,1.0,4.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,13.0,13.0,11.0,11.0,"[0, 13.0, 0.0, 0, 0]","[0, 13.0, 0.0, 0, 0]",0.0,0.0,7.0,0.0,0.8364779874213837,4.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,27.0,6.0,"[0, 2.0, 8.0, 10.0, 7.0, 0, 0, 0, 0]",0.0,6.0,5.0,0.9175257731958762,-2.0,0,0.0,0.0,0.0,|,0.0,[0],0.0,0.0,10.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9748953974895398,16.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,10.0,11.0,"[0, 10.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,16.0,0.0,0,0.0,0.0
95,|,5,[0],5.0,5.0,5.0,5.0,7.0,7.0,"[0, 5.0, 0]","[0, 5.0, 0]",0.0,0.0,6.0,5.0,0.8106995884773662,1.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,7.0,6.0,"[0, 2.0, 0]",0.0,5.0,5.0,0.9896694214876033,7.0,0.0,0,0.0,0.0,|,5.0,[0],9.0,19.0,8.0,"[0, 3.0, 7.0, 9.0, 0, 0, 0]",0.0,5.0,5.0,1.0,7.0,0.0,0,0.0,0.0,|,9.0,[0],12.0,12.0,12.0,12.0,13.0,13.0,"[0, 0.0, 12.0, 0, 0]","[0, 0.0, 12.0, 0, 0]",0.0,0.0,9.0,9.0,0.8395061728395061,8.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,30.0,2.0,"[0, 8.0, 10.0, 7.0, 5.0, 0, 0, 0, 0]",0.0,2.0,0.0,0.9081632653061225,-5.0,0,0.0,0.0,0.0,|,12.0,[0],12.0,12.0,0.0,"[0, 12.0, 0]",0.0,12.0,12.0,0.9755102040816327,4.0,0.0,0,0.0,0.0,|,12.0,[0],16.0,16.0,10.0,"[0, 0.0, 16.0, 0, 0]",0.0,12.0,12.0,1.0,14.0,0.0,0,0.0,0.0
96,|,7,[0],7.0,7.0,7.0,7.0,5.0,5.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,6.0,6.0,0.8113590263691683,-1.0,0.0,0.0,0.0,0.0,|,7.0,[0],0.0,5.0,2.0,"[0, 5.0, 0]",0.0,7.0,7.0,0.9898167006109979,2.0,0.0,0,0.0,0.0,|,7.0,[0],10.0,26.0,3.0,"[0, 7.0, 9.0, 8.0, 0, 0, 0]",0.0,7.0,7.0,1.0,3.0,0.0,0,0.0,0.0,|,10.0,[0],0.0,0.0,12.0,12.0,0.0,0.0,"[0, 12.0, 0.0, 0, 0]","[0, 12.0, 0.0, 0, 0]",0.0,0.0,8.0,8.0,0.8387096774193549,-2.0,0.0,0.0,0.0,0.0,|,0.0,[0],0.0,22.0,8.0,"[0, 10.0, 7.0, 5.0, 0.0, 0, 0, 0, 0]",0.0,5.0,0.0,0.9081632653061225,3.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,12.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9755102040816327,16.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,16.0,0.0,"[0, 16.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,14.0,0.0,0,0.0,0.0
97,|,3,[0],3.0,3.0,3.0,3.0,7.0,7.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,4.0,3.0,0.8125,3.0,0.0,0,0.0,0.0,|,3.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,3.0,3.0,0.9898785425101214,4.0,0.0,0,0.0,0.0,|,3.0,[0],1.0,20.0,7.0,"[0, 9.0, 8.0, 3.0, 0, 0, 0]",0.0,3.0,3.0,1.0,7.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,0.0,0.0,0.0,12.0,12.0,"[0, 0.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,0.0,3.0,1.0,0.8390342052313883,9.0,0.0,0,0.0,0.0,|,8.0,[0],15.0,27.0,10.0,"[0, 7.0, 5.0, 0.0, 15.0, 0, 0, 0, 0]",0.0,8.0,8.0,0.9096385542168675,5.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9755102040816327,16.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,16.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,30.0,0.0,0,0.0,0.0
98,|,3,[0],3.0,3.0,3.0,3.0,3.0,3.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,3.0,3.0,0.8136272545090181,3.0,0.0,0,0.0,0.0,|,3.0,[0],5.0,5.0,8.0,"[0, 5.0, 0]",0.0,3.0,3.0,0.9899396378269618,9.0,0.0,0,0.0,0.0,|,3.0,[0],5.0,16.0,9.0,"[0, 8.0, 3.0, 5.0, 0, 0, 0]",0.0,3.0,3.0,1.0,13.0,0.0,0,0.0,0.0,|,5.0,[0],6.0,6.0,6.0,6.0,0.0,0.0,"[0, 0.0, 6.0, 0, 0]","[0, 0.0, 6.0, 0, 0]",0.0,0.0,5.0,5.0,0.8406374501992032,4.0,0.0,0,0.0,0.0,|,5.0,[0],0.0,20.0,7.0,"[0, 5.0, 0.0, 15.0, 0.0, 0, 0, 0, 0]",0.0,5.0,5.0,0.9105367793240556,7.0,0.0,0,0.0,0.0,|,6.0,[0],13.0,13.0,0.0,"[0, 13.0, 0]",0.0,6.0,6.0,0.9758064516129032,10.0,0.0,0,0.0,0.0,|,6.0,[0],9.0,9.0,0.0,"[0, 0.0, 9.0, 0, 0]",0.0,6.0,6.0,1.0,24.0,0.0,0,0.0,0.0
99,|,9,[0],9.0,9.0,9.0,9.0,3.0,3.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,6.0,6.0,0.8110236220472441,-3.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,9.0,9.0,0.9901185770750988,5.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,17.0,8.0,"[0, 3.0, 5.0, 4.0, 0, 0, 0]",0.0,9.0,9.0,1.0,12.0,0.0,0,0.0,0.0,|,9.0,[0],13.0,13.0,19.0,19.0,0.0,0.0,"[0, 6.0, 13.0, 0, 0]","[0, 6.0, 13.0, 0, 0]",0.0,0.0,4.0,4.0,0.8336594911937377,-5.0,0.0,0.0,0.0,0.0,|,9.0,[0],7.0,22.0,5.0,"[0, 0.0, 15.0, 0.0, 7.0, 0, 0, 0, 0]",0.0,9.0,9.0,0.912109375,3.0,0.0,0,0.0,0.0,|,13.0,[0],10.0,10.0,13.0,"[0, 10.0, 0]",0.0,13.0,13.0,0.9764243614931237,10.0,0.0,0,0.0,0.0,|,13.0,[0],10.0,19.0,0.0,"[0, 9.0, 10.0, 0, 0]",0.0,13.0,13.0,1.0,11.0,0.0,0,0.0,0.0
