t,|i=1,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=3,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=4,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,HC,SC,ITHC,TC,|i=5,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=6,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC,|i=7,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC
21,|,1,[0],1.0,1.0,1.0,1.0,9.0,9.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,4.0,1.0,0.8260869565217391,5.0,0.0,0,0.0,0.0,|,1.0,[0],4.0,9.0,2.0,"[0, 9.0, 0]",0.0,1.0,1.0,1.0,5.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,18.0,6.0,"[0, 9.0, 0.0, 9.0, 0, 0, 0]",0.0,1.0,1.0,1.0,10.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,6.0,1.0,17.0,22.0,"[0, 6.0, 0.0, 0, 0]","[0, 1.0, 0.0, 0, 0]",0.0,5.0,9.0,0.0,0.8376068376068376,8.0,0.0,0,0.0,0.0,|,4.0,[0],7.0,24.0,13.0,"[0, 0.0, 14.0, 3.0, 7.0, 0, 0, 0, 0]",0.0,9.0,4.0,0.9243697478991597,4.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9478260869565217,20.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,26.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,30.0,0.0,0,0.0,0.0
22,|,5,[0],5.0,5.0,5.0,5.0,1.0,1.0,"[0, 5.0, 0]","[0, 5.0, 0]",0.0,0.0,5.0,5.0,0.8333333333333334,1.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,5.0,9.0,"[0, 4.0, 0]",0.0,5.0,5.0,1.0,9.0,0.0,0,0.0,0.0,|,5.0,[0],6.0,15.0,9.0,"[0, 0.0, 9.0, 6.0, 0, 0, 0]",0.0,5.0,5.0,1.0,14.0,0.0,0,0.0,0.0,|,6.0,[0],8.0,8.0,8.0,8.0,6.0,1.0,"[0, 0.0, 8.0, 0, 0]","[0, 0.0, 8.0, 0, 0]",0.0,0.0,6.0,6.0,0.8455284552845529,8.0,0.0,0,0.0,0.0,|,5.0,[0],2.0,26.0,0.0,"[0, 14.0, 3.0, 7.0, 2.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.9193548387096774,-1.0,0,0.0,0.0,0.0,|,8.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,8.0,8.0,0.9512195121951219,12.0,0.0,0,0.0,0.0,|,8.0,[0],10.0,10.0,0.0,"[0, 0.0, 10.0, 0, 0]",0.0,8.0,8.0,1.0,22.0,0.0,0,0.0,0.0
23,|,1,[0],1.0,1.0,1.0,1.0,5.0,5.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,1.0,1.0,0.8347107438016529,5.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,2.0,4.0,"[0, 2.0, 0]",0.0,1.0,1.0,1.0,12.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,16.0,0.0,"[0, 9.0, 6.0, 1.0, 0, 0, 0]",0.0,1.0,1.0,1.0,13.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,0.0,8.0,8.0,0.0,0.0,"[0, 8.0, 0.0, 0, 0]","[0, 8.0, 0.0, 0, 0]",0.0,0.0,1.0,1.0,0.8467741935483871,7.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,13.0,14.0,"[0, 3.0, 7.0, 2.0, 1.0, 0, 0, 0, 0]",0.0,2.0,1.0,0.92,12.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,5.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9512195121951219,17.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,10.0,0.0,"[0, 10.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,22.0,0.0,0,0.0,0.0
24,|,0,[0],0.0,0.0,0.0,0.0,1.0,1.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,0.0,0.0,0.8347107438016529,6.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,2.0,"[0, 0.0, 0]",0.0,0.0,0.0,1.0,14.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,7.0,9.0,"[0, 6.0, 1.0, 0.0, 0, 0, 0]",0.0,0.0,0.0,1.0,22.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,0.0,8.0,8.0,"[0, 0.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,0.0,0.8467741935483871,15.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,10.0,3.0,"[0, 7.0, 2.0, 1.0, 0.0, 0, 0, 0, 0]",0.0,0.0,0.0,0.92,15.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9512195121951219,17.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,10.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,32.0,0.0,0,0.0,0.0
25,|,5,[0],5.0,5.0,5.0,5.0,0.0,0.0,"[0, 5.0, 0]","[0, 5.0, 0]",0.0,0.0,5.0,5.0,0.8412698412698413,1.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,9.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,6.0,6.0,"[0, 1.0, 0.0, 5.0, 0, 0, 0]",0.0,5.0,5.0,1.0,23.0,0.0,0,0.0,0.0,|,5.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,0.0,5.0,5.0,0.8527131782945736,10.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,8.0,7.0,"[0, 2.0, 1.0, 0.0, 5.0, 0, 0, 0, 0]",0.0,5.0,5.0,0.9230769230769231,17.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9512195121951219,17.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,32.0,0.0,0,0.0,0.0
26,|,6,[0],6.0,6.0,6.0,6.0,5.0,5.0,"[0, 6.0, 0]","[0, 6.0, 0]",0.0,0.0,6.0,6.0,0.8484848484848485,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,8.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,11.0,1.0,"[0, 0.0, 5.0, 6.0, 0, 0, 0]",0.0,6.0,6.0,1.0,18.0,0.0,0,0.0,0.0,|,6.0,[0],10.0,10.0,10.0,10.0,0.0,0.0,"[0, 0.0, 10.0, 0, 0]","[0, 0.0, 10.0, 0, 0]",0.0,0.0,6.0,6.0,0.8592592592592593,4.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,12.0,2.0,"[0, 1.0, 0.0, 5.0, 6.0, 0, 0, 0, 0]",0.0,6.0,6.0,0.9264705882352942,13.0,0.0,0,0.0,0.0,|,10.0,[0],13.0,13.0,0.0,"[0, 13.0, 0]",0.0,10.0,10.0,0.9548872180451128,7.0,0.0,0,0.0,0.0,|,10.0,[0],8.0,8.0,0.0,"[0, 0.0, 8.0, 0, 0]",0.0,10.0,10.0,1.0,22.0,0.0,0,0.0,0.0
27,|,6,[0],6.0,6.0,6.0,6.0,6.0,6.0,"[0, 6.0, 0]","[0, 6.0, 0]",0.0,0.0,6.0,6.0,0.855072463768116,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,8.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,17.0,0.0,"[0, 5.0, 6.0, 4.0, 0, 0, 0]",0.0,6.0,6.0,1.0,12.0,0.0,0,0.0,0.0,|,6.0,[0],7.0,7.0,17.0,17.0,0.0,0.0,"[0, 10.0, 7.0, 0, 0]","[0, 10.0, 7.0, 0, 0]",0.0,0.0,4.0,4.0,0.851063829787234,-2.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,17.0,1.0,"[0, 0.0, 5.0, 6.0, 6.0, 0, 0, 0, 0]",0.0,6.0,6.0,0.9295774647887324,8.0,0.0,0,0.0,0.0,|,7.0,[0],3.0,3.0,13.0,"[0, 3.0, 0]",0.0,7.0,7.0,0.9571428571428572,13.0,0.0,0,0.0,0.0,|,7.0,[0],3.0,11.0,0.0,"[0, 8.0, 3.0, 0, 0]",0.0,7.0,7.0,1.0,15.0,0.0,0,0.0,0.0
28,|,2,[0],2.0,2.0,2.0,2.0,6.0,6.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,2.0,2.0,0.8571428571428571,4.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,12.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,12.0,5.0,"[0, 6.0, 4.0, 2.0, 0, 0, 0]",0.0,2.0,2.0,1.0,15.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,7.0,7.0,10.0,10.0,"[0, 7.0, 0.0, 0, 0]","[0, 7.0, 0.0, 0, 0]",0.0,0.0,2.0,0.0,0.851063829787234,8.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,19.0,0.0,"[0, 5.0, 6.0, 6.0, 2.0, 0, 0, 0, 0]",0.0,2.0,2.0,0.9305555555555556,6.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,3.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9571428571428572,16.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,3.0,8.0,"[0, 3.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,23.0,0.0,0,0.0,0.0
29,|,6,[0],6.0,6.0,6.0,6.0,2.0,2.0,"[0, 6.0, 0]","[0, 6.0, 0]",0.0,0.0,6.0,6.0,0.863013698630137,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,8.0,0.0,0,0.0,0.0,|,6.0,[0],8.0,14.0,6.0,"[0, 4.0, 2.0, 8.0, 0, 0, 0]",0.0,6.0,6.0,1.0,15.0,0.0,0,0.0,0.0,|,8.0,[0],6.0,6.0,6.0,6.0,7.0,7.0,"[0, 0.0, 6.0, 0, 0]","[0, 0.0, 6.0, 0, 0]",0.0,0.0,8.0,8.0,0.8590604026845637,7.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,20.0,5.0,"[0, 6.0, 6.0, 2.0, 6.0, 0, 0, 0, 0]",0.0,6.0,6.0,0.9333333333333333,5.0,0.0,0,0.0,0.0,|,6.0,[0],7.0,7.0,0.0,"[0, 7.0, 0]",0.0,6.0,6.0,0.958904109589041,10.0,0.0,0,0.0,0.0,|,6.0,[0],7.0,7.0,3.0,"[0, 0.0, 7.0, 0, 0]",0.0,6.0,6.0,1.0,20.0,0.0,0,0.0,0.0
30,|,9,[0],9.0,9.0,9.0,9.0,6.0,6.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,6.0,6.0,0.8516129032258064,-3.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,6.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,5.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,19.0,4.0,"[0, 2.0, 8.0, 7.0, 0, 0, 0]",0.0,9.0,9.0,1.0,10.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,9.0,15.0,15.0,0.0,0.0,"[0, 6.0, 9.0, 0, 0]","[0, 6.0, 9.0, 0, 0]",0.0,0.0,7.0,7.0,0.8544303797468354,-2.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,23.0,6.0,"[0, 6.0, 2.0, 6.0, 9.0, 0, 0, 0, 0]",0.0,9.0,9.0,0.9371069182389937,2.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,9.0,7.0,"[0, 9.0, 0]",0.0,9.0,9.0,0.9612903225806452,8.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,16.0,0.0,"[0, 7.0, 9.0, 0, 0]",0.0,9.0,9.0,1.0,11.0,0.0,0,0.0,0.0
31,|,8,[0],8.0,8.0,8.0,8.0,9.0,9.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,9.0,6.0,0.8466257668711656,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,9.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,6.0,0.0,0,0.0,0.0,|,8.0,[0],6.0,23.0,2.0,"[0, 8.0, 7.0, 6.0, 0, 0, 0]",0.0,8.0,8.0,1.0,4.0,0.0,0,0.0,0.0,|,6.0,[0],5.0,5.0,14.0,14.0,6.0,6.0,"[0, 9.0, 5.0, 0, 0]","[0, 9.0, 5.0, 0, 0]",0.0,0.0,6.0,4.0,0.8475609756097561,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,25.0,6.0,"[0, 2.0, 6.0, 9.0, 8.0, 0, 0, 0, 0]",0.0,8.0,8.0,0.9401197604790419,0.0,0,0,0.0,0.0,|,5.0,[0],5.0,5.0,9.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9625,12.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,14.0,7.0,"[0, 9.0, 5.0, 0, 0]",0.0,5.0,5.0,1.0,13.0,0.0,0,0.0,0.0
32,|,10,[0],10.0,10.0,10.0,10.0,8.0,8.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,8.0,6.0,0.8323699421965318,-4.0,0.0,0.0,0.0,0.0,|,10.0,[0],9.0,9.0,8.0,"[0, 2.0, 0]",0.0,10.0,10.0,1.0,4.0,0.0,0,0.0,0.0,|,10.0,[0],8.0,23.0,8.0,"[0, 7.0, 6.0, 9.0, 0, 0, 0]",0.0,10.0,10.0,1.0,2.0,0.0,0,0.0,0.0,|,8.0,[0],15.0,15.0,20.0,20.0,9.0,9.0,"[0, 5.0, 15.0, 0, 0]","[0, 5.0, 15.0, 0, 0]",0.0,0.0,9.0,7.0,0.8488372093023255,-1.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,32.0,2.0,"[0, 6.0, 9.0, 8.0, 9.0, 0, 0, 0, 0]",0.0,2.0,2.0,0.9034090909090909,-7.0,0,0.0,0.0,0.0,|,15.0,[0],16.0,16.0,5.0,"[0, 16.0, 0]",0.0,15.0,15.0,0.9657142857142857,2.0,0.0,0,0.0,0.0,|,15.0,[0],18.0,23.0,9.0,"[0, 5.0, 18.0, 0, 0]",0.0,15.0,15.0,1.0,7.0,0.0,0,0.0,0.0
33,|,3,[0],3.0,3.0,3.0,3.0,10.0,10.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,7.0,3.0,0.8352272727272727,3.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,7.0,2.0,"[0, 6.0, 0]",0.0,3.0,3.0,1.0,3.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,18.0,7.0,"[0, 6.0, 9.0, 3.0, 0, 0, 0]",0.0,3.0,3.0,1.0,6.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,15.0,15.0,5.0,5.0,"[0, 15.0, 0.0, 0, 0]","[0, 15.0, 0.0, 0, 0]",0.0,0.0,3.0,2.0,0.8505747126436781,2.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,27.0,6.0,"[0, 9.0, 8.0, 9.0, 1.0, 0, 0, 0, 0]",0.0,6.0,0.0,0.9034090909090909,-1.0,0,0.0,0.0,0.0,|,0.0,[0],0.0,0.0,16.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9657142857142857,18.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,18.0,5.0,"[0, 18.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,12.0,0.0,0,0.0,0.0
34,|,2,[0],2.0,2.0,2.0,2.0,3.0,3.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,2.0,2.0,0.8370786516853933,4.0,0.0,0,0.0,0.0,|,2.0,[0],6.0,7.0,6.0,"[0, 7.0, 0]",0.0,2.0,2.0,1.0,7.0,0.0,0,0.0,0.0,|,2.0,[0],4.0,16.0,6.0,"[0, 9.0, 3.0, 4.0, 0, 0, 0]",0.0,2.0,2.0,1.0,10.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,0.0,0.0,0.0,15.0,15.0,"[0, 0.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,0.0,4.0,4.0,0.8539325842696629,13.0,0.0,0,0.0,0.0,|,6.0,[0],9.0,27.0,9.0,"[0, 8.0, 9.0, 1.0, 9.0, 0, 0, 0, 0]",0.0,7.0,6.0,0.9065934065934066,2.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9657142857142857,18.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,18.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,30.0,0.0,0,0.0,0.0
35,|,1,[0],1.0,1.0,1.0,1.0,2.0,2.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,1.0,1.0,0.8379888268156425,5.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,0.0,7.0,"[0, 0.0, 0]",0.0,1.0,1.0,1.0,13.0,0.0,0,0.0,0.0,|,1.0,[0],4.0,11.0,9.0,"[0, 3.0, 4.0, 4.0, 0, 0, 0]",0.0,1.0,1.0,1.0,18.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,0.0,4.0,4.0,0.8571428571428571,9.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,19.0,8.0,"[0, 9.0, 1.0, 9.0, 0.0, 0, 0, 0, 0]",0.0,0.0,0.0,0.9065934065934066,10.0,0.0,0,0.0,0.0,|,0.0,[0],2.0,2.0,0.0,"[0, 2.0, 0]",0.0,0.0,0.0,0.9657142857142857,18.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,30.0,0.0,0,0.0,0.0
36,|,9,[0],9.0,9.0,9.0,9.0,1.0,1.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,6.0,6.0,0.8297872340425532,-3.0,0.0,0.0,0.0,0.0,|,9.0,[0],10.0,10.0,0.0,"[0, 10.0, 0]",0.0,9.0,9.0,1.0,4.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,17.0,3.0,"[0, 4.0, 4.0, 9.0, 0, 0, 0]",0.0,9.0,9.0,1.0,12.0,0.0,0,0.0,0.0,|,9.0,[0],11.0,11.0,11.0,11.0,0.0,0.0,"[0, 0.0, 11.0, 0, 0]","[0, 0.0, 11.0, 0, 0]",0.0,0.0,9.0,9.0,0.8638743455497382,0.0,0.0,0,0.0,0.0,|,10.0,[0],7.0,17.0,9.0,"[0, 1.0, 9.0, 0.0, 7.0, 0, 0, 0, 0]",0.0,10.0,10.0,0.9114583333333334,9.0,0.0,0,0.0,0.0,|,11.0,[0],12.0,12.0,2.0,"[0, 12.0, 0]",0.0,11.0,11.0,0.967741935483871,9.0,0.0,0,0.0,0.0,|,11.0,[0],12.0,12.0,0.0,"[0, 0.0, 12.0, 0, 0]",0.0,11.0,11.0,1.0,19.0,0.0,0,0.0,0.0
37,|,8,[0],8.0,8.0,8.0,8.0,9.0,9.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,9.0,6.0,0.826530612244898,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,10.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,6.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,21.0,4.0,"[0, 4.0, 9.0, 0.0, 0, 0, 0]",0.0,8.0,8.0,1.0,8.0,0.0,0,0.0,0.0,|,8.0,[0],14.0,14.0,25.0,25.0,0.0,0.0,"[0, 11.0, 14.0, 0, 0]","[0, 11.0, 14.0, 0, 0]",0.0,0.0,0.0,0.0,0.8291457286432161,-8.0,0.0,0.0,0.0,0.0,|,8.0,[0],7.0,23.0,1.0,"[0, 9.0, 0.0, 7.0, 7.0, 0, 0, 0, 0]",0.0,8.0,8.0,0.915,2.0,0.0,0,0.0,0.0,|,14.0,[0],12.0,12.0,12.0,"[0, 12.0, 0]",0.0,14.0,14.0,0.97,7.0,0.0,0,0.0,0.0,|,14.0,[0],12.0,24.0,0.0,"[0, 12.0, 12.0, 0, 0]",0.0,14.0,14.0,1.0,5.0,0.0,0,0.0,0.0
38,|,3,[0],3.0,3.0,3.0,3.0,8.0,8.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,5.0,3.0,0.8291457286432161,3.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,8.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,11.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,17.0,4.0,"[0, 9.0, 0.0, 8.0, 0, 0, 0]",0.0,3.0,3.0,1.0,9.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,14.0,14.0,11.0,11.0,"[0, 14.0, 0.0, 0, 0]","[0, 14.0, 0.0, 0, 0]",0.0,0.0,8.0,0.0,0.8291457286432161,3.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,17.0,9.0,"[0, 0.0, 7.0, 7.0, 3.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.916256157635468,8.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,12.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.97,19.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,12.0,12.0,"[0, 12.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,17.0,0.0,0,0.0,0.0
39,|,2,[0],2.0,2.0,2.0,2.0,3.0,3.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,2.0,2.0,0.8308457711442786,4.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,12.0,0.0,0,0.0,0.0,|,2.0,[0],5.0,13.0,9.0,"[0, 0.0, 8.0, 5.0, 0, 0, 0]",0.0,2.0,2.0,1.0,16.0,0.0,0,0.0,0.0,|,5.0,[0],3.0,3.0,3.0,3.0,14.0,14.0,"[0, 0.0, 3.0, 0, 0]","[0, 0.0, 3.0, 0, 0]",0.0,0.0,5.0,5.0,0.8333333333333334,12.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,19.0,0.0,"[0, 7.0, 7.0, 3.0, 2.0, 0, 0, 0, 0]",0.0,2.0,2.0,0.9170731707317074,6.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,3.0,3.0,0.9704433497536946,16.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,0.0,12.0,"[0, 0.0, 0.0, 0, 0]",0.0,3.0,3.0,1.0,26.0,0.0,0,0.0,0.0
40,|,7,[0],7.0,7.0,7.0,7.0,2.0,2.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,6.0,6.0,0.8317307692307693,-1.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,7.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,20.0,0.0,"[0, 8.0, 5.0, 7.0, 0, 0, 0]",0.0,7.0,7.0,1.0,9.0,0.0,0,0.0,0.0,|,7.0,[0],2.0,2.0,5.0,5.0,0.0,0.0,"[0, 3.0, 2.0, 0, 0]","[0, 3.0, 2.0, 0, 0]",0.0,0.0,7.0,7.0,0.8388625592417062,5.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,19.0,7.0,"[0, 7.0, 3.0, 2.0, 7.0, 0, 0, 0, 0]",0.0,7.0,7.0,0.9198113207547169,6.0,0.0,0,0.0,0.0,|,2.0,[0],1.0,1.0,0.0,"[0, 1.0, 0]",0.0,2.0,2.0,0.9707317073170731,14.0,0.0,0,0.0,0.0,|,2.0,[0],1.0,1.0,0.0,"[0, 0.0, 1.0, 0, 0]",0.0,2.0,2.0,1.0,24.0,0.0,0,0.0,0.0
41,|,10,[0],10.0,10.0,10.0,10.0,7.0,7.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,7.0,6.0,0.8211009174311926,-4.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,7.0,"[0, 10.0, 0]",0.0,10.0,10.0,1.0,4.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,22.0,8.0,"[0, 5.0, 7.0, 8.0, 0, 0, 0]",0.0,10.0,10.0,1.0,7.0,0.0,0,0.0,0.0,|,10.0,[0],13.0,13.0,15.0,15.0,3.0,3.0,"[0, 2.0, 13.0, 0, 0]","[0, 2.0, 13.0, 0, 0]",0.0,0.0,8.0,8.0,0.8371040723981901,-2.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,22.0,7.0,"[0, 3.0, 2.0, 7.0, 10.0, 0, 0, 0, 0]",0.0,10.0,10.0,0.9234234234234234,3.0,0.0,0,0.0,0.0,|,13.0,[0],18.0,18.0,1.0,"[0, 18.0, 0]",0.0,13.0,13.0,0.9724770642201835,2.0,0.0,0,0.0,0.0,|,13.0,[0],18.0,19.0,0.0,"[0, 1.0, 18.0, 0, 0]",0.0,13.0,13.0,1.0,11.0,0.0,0,0.0,0.0
