t,|i=2,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:2,IOPL:2,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=0,IO:1,IOPL:1,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC
759,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9317634466149317,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9403264650789404,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9585228793149585,0.0,0,0,0.0,0.0
760,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.931799946509762,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9403583845948115,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9585450655255416,5.0,5.0,0,0.0,5.0
761,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9319273892151628,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9404698344901228,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9586225306994127,0.0,0,0,0.0,0.0
762,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.932018128499067,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9405491868834978,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9586776859504132,2.0,2.0,0,0.0,2.0
763,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9321447578499201,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9406599254922832,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9587546567323044,0.0,0,0,0.0,0.0
764,|,10.0,[0],10.0,10.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9315286624203821,-3.0,0.0,300.0,0.0,300.0,|,10.0,[0],10.0,10.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9400212314225053,-3.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,7.0,"[0, 10.0, 0]",0.0,7.0,7.0,0.9580679405520169,-3.0,0,0.0,0.0,0.0
765,|,1.0,[0],1.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,1.0,0.9315468293977183,3.0,30.0,0,0.0,30.0,|,1.0,[0],1.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,1.0,0.9400371451313345,3.0,15.0,0,0.0,15.0,|,1.0,[0],1.0,1.0,10.0,"[0, 1.0, 0]",0.0,4.0,1.0,0.9580790660652693,6.0,6.0,0,0.0,6.0
766,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9316556291390728,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9401324503311258,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9581456953642384,1.0,1.0,0,0.0,1.0
767,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9317460317460318,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9402116402116402,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9582010582010582,2.0,2.0,0,0.0,2.0
768,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9317821258593337,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9402432575356954,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.958223162347964,5.0,5.0,0,0.0,5.0
769,|,0.0,[0],0.0,0.0,2.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9317821258593337,7.0,70.0,0,0.0,70.0,|,0.0,[0],0.0,0.0,2.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9402432575356954,7.0,35.0,0,0.0,35.0,|,0.0,[0],0.0,0.0,2.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.958223162347964,7.0,7.0,0,0.0,7.0
770,|,5.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.931872194349089,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9403221547398997,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9582783205703723,2.0,2.0,0,0.0,2.0
771,|,11.0,[0],11.0,11.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9310163243812533,-4.0,0.0,400.0,0.0,400.0,|,11.0,[0],11.0,11.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9394418114797262,-4.0,0.0,0.0,0.0,0.0,|,11.0,[0],11.0,11.0,5.0,"[0, 11.0, 0]",0.0,7.0,7.0,0.957345971563981,-4.0,0,0.0,0.0,0.0
772,|,4.0,[0],4.0,8.0,7.0,"[0, 7.0, 0]",0.0,7.0,3.0,0.9308258811152025,-1.0,0.0,100.0,0.0,100.0,|,4.0,[0],4.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,3.0,0.939242503945292,-1.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,11.0,"[0, 4.0, 0]",0.0,8.0,4.0,0.9573908469226723,3.0,3.0,0,0.0,3.0
773,|,2.0,[0],2.0,3.0,7.0,"[0, 3.0, 0]",0.0,3.0,2.0,0.9308622502628812,4.0,40.0,0,0.0,40.0,|,2.0,[0],2.0,2.0,8.0,"[0, 2.0, 0]",0.0,3.0,2.0,0.9392744479495269,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9574132492113565,5.0,5.0,0,0.0,5.0
774,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9309711286089238,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9393700787401574,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9574803149606299,1.0,1.0,0,0.0,1.0
775,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9310615989515072,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9394495412844037,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9575360419397116,2.0,2.0,0,0.0,2.0
776,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.931133804660906,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9395129615082483,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9575805184603299,3.0,3.0,0,0.0,3.0
777,|,8.0,[0],8.0,8.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9310164619806637,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9393781029527045,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9574078912986673,-1.0,0,0.0,0.0,0.0
778,|,7.0,[0],7.0,8.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.9308815858111633,-1.0,0.0,100.0,0.0,100.0,|,7.0,[0],7.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,6.0,0.9392279603547209,-1.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,8.0,"[0, 7.0, 0]",0.0,8.0,7.0,0.9574856546687532,0.0,0,0,0.0,0.0
779,|,5.0,[0],5.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,5.0,0.9309716071893722,1.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,8.0,"[0, 5.0, 0]",0.0,6.0,5.0,0.939307111226882,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9575410263089347,2.0,2.0,0,0.0,2.0
780,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9310613943808532,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9393860561914672,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9575962539021852,2.0,2.0,0,0.0,2.0
781,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9310972438897556,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9394175767030681,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9576183047321893,5.0,5.0,0,0.0,5.0
782,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9311867047520125,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9394962347442223,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9576733316021813,2.0,2.0,0,0.0,2.0
783,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9312581063553826,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9395590142671855,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9577172503242543,3.0,3.0,0,0.0,3.0
784,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9313649313649314,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9396529396529396,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9577829577829577,1.0,1.0,0,0.0,1.0
785,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9314891416752844,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9397621509824199,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9578593588417788,0.0,0,0,0.0,0.0
786,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9315599173553719,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9398243801652892,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9579028925619835,3.0,3.0,0,0.0,3.0
787,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9316481815836988,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9399019860717049,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9579571833892184,2.0,2.0,0,0.0,2.0
788,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9317186292192734,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9399639268229838,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9580005153311002,3.0,3.0,0,0.0,3.0
789,|,9.0,[0],9.0,9.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9313624678663239,-2.0,0.0,200.0,0.0,200.0,|,9.0,[0],9.0,9.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9395886889460154,-2.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,7.0,7.0,0.9575835475578406,-2.0,0,0.0,0.0,0.0
790,|,4.0,[0],4.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,4.0,0.9314329738058552,1.0,10.0,0,0.0,10.0,|,4.0,[0],4.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,4.0,0.9396507447354905,1.0,5.0,0,0.0,5.0,|,4.0,[0],4.0,4.0,9.0,"[0, 4.0, 0]",0.0,6.0,4.0,0.9576271186440678,3.0,3.0,0,0.0,3.0
791,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9315560112791592,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9397590361445783,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9577031530376826,0.0,0,0,0.0,0.0
792,|,9.0,[0],9.0,9.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9312020460358056,-2.0,0.0,200.0,0.0,200.0,|,9.0,[0],9.0,9.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.939386189258312,-2.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,7.0,"[0, 9.0, 0]",0.0,7.0,7.0,0.9572890025575448,-2.0,0,0.0,0.0,0.0
793,|,5.0,[0],5.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,5.0,0.9312899106002555,0.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,5.0,0.939463601532567,0.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,5.0,9.0,"[0, 5.0, 0]",0.0,7.0,5.0,0.9573435504469987,2.0,2.0,0,0.0,2.0
794,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.931395052282581,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9395562356541699,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9574088242795206,1.0,1.0,0,0.0,1.0
795,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9314998726763433,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9396485867074102,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9574738986503692,1.0,1.0,0,0.0,1.0
796,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9316043732519705,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9397406559877955,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9575387744724129,1.0,1.0,0,0.0,1.0
797,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9316391359593392,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9397712833545108,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9575603557814485,5.0,5.0,0,0.0,5.0
798,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9317085554709317,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9398324447829398,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9576034526529577,3.0,3.0,0,0.0,3.0
799,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9317778341364443,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9398934821202131,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.957646462084707,3.0,3.0,0,0.0,3.0
800,|,8.0,[0],8.0,8.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9316628701594533,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9397620855479626,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9574791192103265,-1.0,0,0.0,0.0,0.0
801,|,6.0,[0],6.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.9317664897649734,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.939853424311347,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,7.0,6.0,0.9575435936315391,1.0,1.0,0,0.0,1.0
802,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9318353951022469,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9399141630901288,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9575864680636202,3.0,3.0,0,0.0,3.0
803,|,8.0,[0],8.0,8.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9317208364827413,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9397833207357017,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9574200050390527,-1.0,0,0.0,0.0,0.0
804,|,9.0,[0],9.0,10.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.9311211664152841,-3.0,0.0,300.0,0.0,300.0,|,9.0,[0],9.0,10.0,7.0,"[0, 8.0, 0]",0.0,7.0,6.0,0.939165409753645,-3.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,8.0,"[0, 9.0, 0]",0.0,8.0,7.0,0.9570135746606335,-2.0,0,0.0,0.0,0.0
805,|,4.0,[0],4.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,4.0,0.9311903566047213,0.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,6.0,8.0,"[0, 6.0, 0]",0.0,7.0,4.0,0.9392265193370166,1.0,5.0,0,0.0,5.0,|,4.0,[0],4.0,4.0,9.0,"[0, 4.0, 0]",0.0,6.0,4.0,0.9570567553992968,3.0,3.0,0,0.0,3.0
806,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9312938816449348,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9393179538615848,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9571213640922769,1.0,1.0,0,0.0,1.0
807,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9313455274367326,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9393635680280631,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9571535955900776,4.0,4.0,0,0.0,4.0
808,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9314142678347935,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.939424280350438,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9571964956195244,3.0,3.0,0,0.0,3.0
809,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9314828707176794,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9394848712178044,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9572393098274569,3.0,3.0,0,0.0,3.0
810,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9315684315684316,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9395604395604396,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9572927072927073,2.0,2.0,0,0.0,2.0
811,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9316537789972562,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9396358194063358,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.957345971563981,2.0,2.0,0,0.0,2.0
812,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9317559153175592,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9397260273972603,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9574097135740971,1.0,1.0,0,0.0,1.0
813,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9318238367753172,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9397860164219956,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9574521025130629,3.0,3.0,0,0.0,3.0
814,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.931857746829147,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9398159661775678,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9574732653568764,5.0,5.0,0,0.0,5.0
815,|,8.0,[0],8.0,8.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9317448498386697,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.939687267311988,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,2.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9573095060809134,-1.0,0,0.0,0.0,0.0
816,|,2.0,[0],2.0,3.0,7.0,"[0, 3.0, 0]",0.0,3.0,2.0,0.9317787149590673,4.0,40.0,0,0.0,40.0,|,2.0,[0],2.0,3.0,7.0,"[0, 3.0, 0]",0.0,3.0,2.0,0.9397171917638303,4.0,20.0,0,0.0,20.0,|,2.0,[0],2.0,2.0,8.0,"[0, 2.0, 0]",0.0,3.0,2.0,0.9573306871743984,5.0,5.0,0,0.0,5.0
817,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9318969787023279,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9398216939078752,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9574046557701833,0.0,0,0,0.0,0.0
818,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.931930693069307,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9398514851485148,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9574257425742574,5.0,5.0,0,0.0,5.0
819,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9320148331273177,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9399258343634116,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9574783683559951,2.0,2.0,0,0.0,2.0
820,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9320652173913043,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9399703557312253,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9575098814229249,4.0,4.0,0,0.0,4.0
