t,|i=0,IO:EXT,IOPL:EXT,OQ:1,OQ:2,OO:1,OO:2,IS:1,IS:2,ISPL:1,ISPL:2,RM:1,RM:2,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC
155,|,45.35919923100005,[0],45.35919923100005,45.35919923100005,45.35919923099998,45.35919923099998,39.33745122330063,39.33745122330063,"[0, 45.35919923100005, 0]","[0, 45.35919923100005, 0]",0.0,0.0,45.35919923100005,45.35919923100005,0.9595358838230797,14.640800769000023,0.0,0,0.0,0.0,|,45.35919923100005,[0],45.35919923100005,45.359199231000034,39.33745122330063,"[0, 45.35919923100005, 0]",0.0,45.35919923100005,45.35919923100005,0.9678466630861937,14.640800768999966,0.0,0,0.0,0.0,|,45.35919923100005,[0],45.35919923100005,45.359199231000034,39.33745122330063,"[0, 45.35919923100005, 0]",0.0,45.35919923100005,45.35919923100005,0.9678466630861937,14.640800768999966,0.0,0,0.0,0.0
156,|,38.62146465784975,[0],38.62146465784975,38.62146465784975,38.621464657849685,38.621464657849685,45.35919923100005,45.35919923100005,"[0, 38.62146465784975, 0]","[0, 38.62146465784975, 0]",0.0,0.0,38.62146465784975,38.62146465784975,0.9597327277587394,21.37853534215032,0.0,0,0.0,0.0,|,38.62146465784975,[0],38.62146465784975,38.62146465784974,45.35919923100005,"[0, 38.62146465784975, 0]",0.0,38.62146465784975,38.62146465784975,0.9680019047252123,21.378535342150265,0.0,0,0.0,0.0,|,38.62146465784975,[0],38.62146465784975,38.62146465784974,45.35919923100005,"[0, 38.62146465784975, 0]",0.0,38.62146465784975,38.62146465784975,0.9680019047252123,21.378535342150265,0.0,0,0.0,0.0
157,|,36.81525008891569,[0],36.81525008891568,36.81525008891568,36.815250088915626,36.815250088915626,38.62146465784975,38.62146465784975,"[0, 36.81525008891568, 0]","[0, 36.81525008891568, 0]",0.0,0.0,36.81525008891569,36.81525008891569,0.9599185912000584,23.18474991108438,0.0,0,0.0,0.0,|,36.81525008891568,[0],36.815250088915676,36.81525008891567,38.62146465784975,"[0, 36.815250088915676, 0]",0.0,36.81525008891568,36.81525008891568,0.9681484970099982,23.18474991108433,0.0,0,0.0,0.0,|,36.81525008891568,[0],36.815250088915676,36.81525008891567,38.62146465784975,"[0, 36.815250088915676, 0]",0.0,36.81525008891568,36.81525008891568,0.9681484970099982,23.18474991108433,0.0,0,0.0,0.0
158,|,53.16788983979947,[0],53.167889839799464,53.167889839799464,53.16788983979941,53.16788983979941,36.81525008891568,36.81525008891568,"[0, 53.167889839799464, 0]","[0, 53.167889839799464, 0]",0.0,0.0,53.16788983979947,53.16788983979947,0.9601840034856187,6.8321101602005925,0.0,0,0.0,0.0,|,53.167889839799464,[0],53.167889839799464,53.16788983979946,36.815250088915676,"[0, 53.167889839799464, 0]",0.0,53.167889839799464,53.167889839799464,0.9683578478319936,6.832110160200543,0.0,0,0.0,0.0,|,53.167889839799464,[0],53.167889839799464,53.16788983979946,36.815250088915676,"[0, 53.167889839799464, 0]",0.0,53.167889839799464,53.167889839799464,0.9683578478319936,6.832110160200543,0.0,0,0.0,0.0
159,|,42.97061229290443,[0],42.97061229290443,42.97061229290443,42.97061229290437,42.97061229290437,53.167889839799464,53.167889839799464,"[0, 42.97061229290443, 0]","[0, 42.97061229290443, 0]",0.0,0.0,42.97061229290443,42.97061229290443,0.9603959565452886,17.02938770709563,0.0,0,0.0,0.0,|,42.97061229290443,[0],42.97061229290443,42.97061229290441,53.167889839799464,"[0, 42.97061229290443, 0]",0.0,42.97061229290443,42.97061229290443,0.9685250461713717,17.02938770709558,0.0,0,0.0,0.0,|,42.97061229290443,[0],42.97061229290443,42.97061229290441,53.167889839799464,"[0, 42.97061229290443, 0]",0.0,42.97061229290443,42.97061229290443,0.9685250461713717,17.02938770709558,0.0,0,0.0,0.0
160,|,55.25477509479357,[0],55.25477509479357,55.25477509479357,55.25477509479351,55.25477509479351,42.97061229290443,42.97061229290443,"[0, 55.25477509479357, 0]","[0, 55.25477509479357, 0]",0.0,0.0,55.25477509479357,55.25477509479357,0.960665207491157,4.745224905206484,0.0,0,0.0,0.0,|,55.25477509479357,[0],55.25477509479358,55.254775094793565,42.97061229290443,"[0, 55.25477509479358, 0]",0.0,55.25477509479357,55.25477509479357,0.9687374627651709,4.745224905206435,0.0,0,0.0,0.0,|,55.25477509479357,[0],55.25477509479358,55.254775094793565,42.97061229290443,"[0, 55.25477509479358, 0]",0.0,55.25477509479357,55.25477509479357,0.9687374627651709,4.745224905206435,0.0,0,0.0,0.0
161,|,60.36938513998669,[0],60.3693851399867,60.3693851399867,60.36938513998663,60.36938513998663,55.25477509479357,55.25477509479357,"[0, 60.000000000000014, 0]","[0, 60.000000000000014, 0]",0.0,0.0,60.00000000000006,60.00000000000006,0.9609101130133394,-0.36938513998663325,0.0,0.0,0.0,0.0,|,60.3693851399867,[0],60.3693851399867,60.36938513998668,55.25477509479358,"[0, 60.3693851399867, 0]",0.0,60.000000000000014,60.000000000000014,0.9689215020266407,-0.369385139986683,0,0.0,0.0,0.0,|,60.3693851399867,[0],60.3693851399867,60.36938513998668,55.25477509479358,"[0, 60.3693851399867, 0]",0.0,60.000000000000014,60.000000000000014,0.9689215020266407,-0.369385139986683,0,0.0,0.0,0.0
162,|,45.14410506818104,[0],45.14410506818104,45.14410506818104,45.51349020816765,45.51349020816765,60.000000000000014,60.000000000000014,"[0, 45.513490208167724, 0]","[0, 45.513490208167724, 0]",0.0,0.0,45.513490208167674,45.14410506818104,0.9611244570697257,14.48650979183234,0.0,0,0.0,0.0,|,45.14410506818104,[0],45.14410506818104,45.14410506818103,60.3693851399867,"[0, 45.14410506818104, 0]",0.0,45.513490208167724,45.14410506818104,0.9690906837606938,14.855894931818973,0.0,0,0.0,0.0,|,45.14410506818104,[0],45.14410506818104,45.14410506818103,60.3693851399867,"[0, 45.14410506818104, 0]",0.0,45.513490208167724,45.14410506818104,0.9690906837606938,14.855894931818973,0.0,0,0.0,0.0
163,|,55.92790867164954,[0],55.92790867164955,55.92790867164955,55.927908671649476,55.927908671649476,45.513490208167724,45.513490208167724,"[0, 55.92790867164955, 0]","[0, 55.92790867164955, 0]",0.0,0.0,55.92790867164954,55.92790867164954,0.9613867645979721,4.072091328350524,0.0,0,0.0,0.0,|,55.92790867164955,[0],55.92790867164955,55.927908671649526,45.14410506818104,"[0, 55.92790867164955, 0]",0.0,55.92790867164955,55.92790867164955,0.9692977414236194,4.072091328350467,0.0,0,0.0,0.0,|,55.92790867164955,[0],55.92790867164955,55.927908671649526,45.14410506818104,"[0, 55.92790867164955, 0]",0.0,55.92790867164955,55.92790867164955,0.9692977414236194,4.072091328350467,0.0,0,0.0,0.0
164,|,55.49750191503652,[0],55.49750191503652,55.49750191503652,55.49750191503645,55.49750191503645,55.92790867164955,55.92790867164955,"[0, 55.49750191503652, 0]","[0, 55.49750191503652, 0]",0.0,0.0,55.49750191503652,55.49750191503652,0.961643577733733,4.502498084963548,0.0,0,0.0,0.0,|,55.49750191503652,[0],55.49750191503653,55.49750191503651,55.92790867164955,"[0, 55.49750191503653, 0]",0.0,55.49750191503652,55.49750191503652,0.9695004815659207,4.5024980849634915,0.0,0,0.0,0.0,|,55.49750191503652,[0],55.49750191503653,55.49750191503651,55.92790867164955,"[0, 55.49750191503653, 0]",0.0,55.49750191503652,55.49750191503652,0.9695004815659207,4.5024980849634915,0.0,0,0.0,0.0
165,|,29.897347351527095,[0],29.897347351527095,29.897347351527095,29.897347351527017,29.897347351527017,55.49750191503652,55.49750191503652,"[0, 29.897347351527095, 0]","[0, 29.897347351527095, 0]",0.0,0.0,29.897347351527095,29.897347351527095,0.961780516080947,30.102652648472976,0.0,0,0.0,0.0,|,29.897347351527095,[0],29.897347351527095,29.897347351527067,55.49750191503653,"[0, 29.897347351527095, 0]",0.0,29.897347351527095,29.897347351527095,0.9696085949404589,30.102652648472926,0.0,0,0.0,0.0,|,29.897347351527095,[0],29.897347351527095,29.897347351527067,55.49750191503653,"[0, 29.897347351527095, 0]",0.0,29.897347351527095,29.897347351527095,0.9696085949404589,30.102652648472926,0.0,0,0.0,0.0
166,|,38.84013671378558,[0],38.84013671378559,38.84013671378559,38.840136713785505,38.840136713785505,29.897347351527095,29.897347351527095,"[0, 38.84013671378559, 0]","[0, 38.84013671378559, 0]",0.0,0.0,38.84013671378558,38.84013671378558,0.9619569614566079,21.159863286214488,0.0,0,0.0,0.0,|,38.84013671378559,[0],38.8401367137856,38.84013671378556,29.897347351527095,"[0, 38.8401367137856, 0]",0.0,38.84013671378559,38.84013671378559,0.9697479073984387,21.15986328621443,0.0,0,0.0,0.0,|,38.84013671378559,[0],38.8401367137856,38.84013671378556,29.897347351527095,"[0, 38.8401367137856, 0]",0.0,38.84013671378559,38.84013671378559,0.9697479073984387,21.15986328621443,0.0,0,0.0,0.0
167,|,55.303274840887845,[0],55.30327484088785,55.30327484088785,55.30327484088776,55.30327484088776,38.84013671378559,38.84013671378559,"[0, 55.30327484088785, 0]","[0, 55.30327484088785, 0]",0.0,0.0,55.303274840887845,55.303274840887845,0.9622054036035207,4.696725159112233,0.0,0,0.0,0.0,|,55.30327484088785,[0],55.30327484088786,55.30327484088782,38.8401367137856,"[0, 55.30327484088786, 0]",0.0,55.30327484088785,55.30327484088785,0.9699440804262514,4.696725159112177,0.0,0,0.0,0.0,|,55.30327484088785,[0],55.30327484088786,55.30327484088782,38.8401367137856,"[0, 55.30327484088786, 0]",0.0,55.30327484088785,55.30327484088785,0.9699440804262514,4.696725159112177,0.0,0,0.0,0.0
168,|,50.53462047288142,[0],50.53462047288143,50.53462047288143,50.53462047288134,50.53462047288134,55.30327484088785,55.30327484088785,"[0, 50.53462047288143, 0]","[0, 50.53462047288143, 0]",0.0,0.0,50.53462047288142,50.53462047288142,0.9624296027846795,9.465379527118664,0.0,0,0.0,0.0,|,50.53462047288143,[0],50.53462047288143,50.53462047288139,55.30327484088786,"[0, 50.53462047288143, 0]",0.0,50.53462047288143,50.53462047288143,0.9701211264808407,9.465379527118607,0.0,0,0.0,0.0,|,50.53462047288143,[0],50.53462047288143,50.53462047288139,55.30327484088786,"[0, 50.53462047288143, 0]",0.0,50.53462047288143,50.53462047288143,0.9701211264808407,9.465379527118607,0.0,0,0.0,0.0
169,|,50.37154573244952,[0],50.37154573244951,50.37154573244951,50.371545732449434,50.371545732449434,50.53462047288143,50.53462047288143,"[0, 50.37154573244951, 0]","[0, 50.37154573244951, 0]",0.0,0.0,50.37154573244952,50.37154573244952,0.9626504469799524,9.628454267550573,0.0,0,0.0,0.0,|,50.37154573244951,[0],50.37154573244951,50.371545732449476,50.53462047288143,"[0, 50.37154573244951, 0]",0.0,50.37154573244951,50.37154573244951,0.9702955376122908,9.628454267550524,0.0,0,0.0,0.0,|,50.37154573244951,[0],50.37154573244951,50.371545732449476,50.53462047288143,"[0, 50.37154573244951, 0]",0.0,50.37154573244951,50.37154573244951,0.9702955376122908,9.628454267550524,0.0,0,0.0,0.0
170,|,77.0638054695736,[0],77.0638054695736,77.0638054695736,77.06380546957351,77.06380546957351,50.37154573244951,50.37154573244951,"[0, 60.000000000000036, 0]","[0, 60.000000000000036, 0]",0.0,0.0,60.000000000000085,60.000000000000085,0.9610098133131046,-17.06380546957351,0.0,0.0,0.0,0.0,|,77.0638054695736,[0],77.0638054695736,77.06380546957357,50.37154573244951,"[0, 77.0638054695736, 0]",0.0,60.000000000000036,60.000000000000036,0.9685985403395034,-17.06380546957356,0,0.0,0.0,0.0,|,77.0638054695736,[0],77.0638054695736,77.06380546957357,50.37154573244951,"[0, 77.0638054695736, 0]",0.0,60.000000000000036,60.000000000000036,0.9685985403395034,-17.06380546957356,0,0.0,0.0,0.0
171,|,58.90362822363485,[0],58.90362822363485,58.90362822363485,75.96743369320833,75.96743369320833,60.000000000000036,60.000000000000036,"[0, 75.9674336932084, 0]","[0, 75.9674336932084, 0]",0.0,0.0,60.000000000000036,42.936194530426526,0.9594394102514425,-15.96743369320832,0.0,0.0,0.0,0.0,|,58.90362822363485,[0],58.90362822363484,58.903628223634826,77.0638054695736,"[0, 58.90362822363484, 0]",0.0,75.9674336932084,58.90362822363485,0.9688095619709618,1.0963717763651886,0.0,0,0.0,0.0,|,58.90362822363485,[0],58.90362822363484,58.903628223634826,77.0638054695736,"[0, 58.90362822363484, 0]",0.0,75.9674336932084,58.90362822363485,0.9688095619709618,1.0963717763651886,0.0,0,0.0,0.0
172,|,63.46203709954217,[0],63.46203709954216,63.46203709954216,63.46203709954209,63.46203709954209,75.9674336932084,75.9674336932084,"[0, 60.00000000000003, 0]","[0, 60.00000000000003, 0]",0.0,0.0,75.9674336932084,60.000000000000085,0.9593381435864539,-3.462037099542087,0.0,0.0,0.0,0.0,|,63.46203709954216,[0],63.462037099542144,63.46203709954213,58.90362822363484,"[0, 63.462037099542144, 0]",0.0,60.00000000000003,60.00000000000003,0.9686416296238253,-3.4620370995421297,0,0.0,0.0,0.0,|,63.46203709954216,[0],63.462037099542144,63.46203709954213,58.90362822363484,"[0, 63.462037099542144, 0]",0.0,60.00000000000003,60.00000000000003,0.9686416296238253,-3.4620370995421297,0,0.0,0.0,0.0
173,|,52.59735681443115,[0],52.59735681443115,52.59735681443115,56.05939391397321,56.05939391397321,60.00000000000003,60.00000000000003,"[0, 56.05939391397328, 0]","[0, 56.05939391397328, 0]",0.0,0.0,56.05939391397324,52.59735681443115,0.9595805909539395,3.94060608602679,0.0,0,0.0,0.0,|,52.59735681443115,[0],52.59735681443115,52.59735681443114,63.462037099542144,"[0, 52.59735681443115, 0]",0.0,56.05939391397328,52.59735681443115,0.968827341558648,7.402643185568863,0.0,0,0.0,0.0,|,52.59735681443115,[0],52.59735681443115,52.59735681443114,63.462037099542144,"[0, 52.59735681443115, 0]",0.0,56.05939391397328,52.59735681443115,0.968827341558648,7.402643185568863,0.0,0,0.0,0.0
174,|,45.55276537614122,[0],45.55276537614122,45.55276537614122,45.55276537614114,45.55276537614114,56.05939391397328,56.05939391397328,"[0, 45.55276537614122, 0]","[0, 45.55276537614122, 0]",0.0,0.0,45.55276537614122,45.55276537614122,0.9597882420163104,14.447234623858854,0.0,0,0.0,0.0,|,45.55276537614122,[0],45.55276537614122,45.552765376141195,52.59735681443115,"[0, 45.55276537614122, 0]",0.0,45.55276537614122,45.55276537614122,0.9689864118846244,14.447234623858797,0.0,0,0.0,0.0,|,45.55276537614122,[0],45.55276537614122,45.552765376141195,52.59735681443115,"[0, 45.55276537614122, 0]",0.0,45.55276537614122,45.55276537614122,0.9689864118846244,14.447234623858797,0.0,0,0.0,0.0
175,|,39.61346697101101,[0],39.613466971011015,39.613466971011015,39.61346697101093,39.61346697101093,45.55276537614122,45.55276537614122,"[0, 39.613466971011015, 0]","[0, 39.613466971011015, 0]",0.0,0.0,39.61346697101101,39.61346697101101,0.9599670922205904,20.386533028989064,0.0,0,0.0,0.0,|,39.613466971011015,[0],39.61346697101102,39.613466971011,45.55276537614122,"[0, 39.61346697101102, 0]",0.0,39.613466971011015,39.613466971011015,0.9691234282714085,20.386533028989,0.0,0,0.0,0.0,|,39.613466971011015,[0],39.61346697101102,39.613466971011,45.55276537614122,"[0, 39.61346697101102, 0]",0.0,39.613466971011015,39.613466971011015,0.9691234282714085,20.386533028989,0.0,0,0.0,0.0
176,|,40.37316561646135,[0],40.37316561646136,40.37316561646136,40.37316561646127,40.37316561646127,39.613466971011015,39.613466971011015,"[0, 40.37316561646136, 0]","[0, 40.37316561646136, 0]",0.0,0.0,40.37316561646135,40.37316561646135,0.9601477427569036,19.62683438353873,0.0,0,0.0,0.0,|,40.37316561646136,[0],40.37316561646136,40.373165616461336,39.61346697101102,"[0, 40.37316561646136, 0]",0.0,40.37316561646136,40.37316561646136,0.9692618322015886,19.626834383538664,0.0,0,0.0,0.0,|,40.37316561646136,[0],40.37316561646136,40.373165616461336,39.61346697101102,"[0, 40.37316561646136, 0]",0.0,40.37316561646136,40.37316561646136,0.9692618322015886,19.626834383538664,0.0,0,0.0,0.0
177,|,33.993393645694766,[0],33.993393645694766,33.993393645694766,33.99339364569469,33.99339364569469,40.37316561646136,40.37316561646136,"[0, 33.993393645694766, 0]","[0, 33.993393645694766, 0]",0.0,0.0,33.993393645694766,33.993393645694766,0.9602985873678053,26.00660635430532,0.0,0,0.0,0.0,|,33.993393645694766,[0],33.993393645694766,33.993393645694745,40.37316561646136,"[0, 33.993393645694766, 0]",0.0,33.993393645694766,33.993393645694766,0.9693774069699183,26.006606354305255,0.0,0,0.0,0.0,|,33.993393645694766,[0],33.993393645694766,33.993393645694745,40.37316561646136,"[0, 33.993393645694766, 0]",0.0,33.993393645694766,33.993393645694766,0.9693774069699183,26.006606354305255,0.0,0,0.0,0.0
178,|,65.24471968170437,[0],65.24471968170437,65.24471968170437,65.24471968170428,65.24471968170428,33.993393645694766,33.993393645694766,"[0, 60.00000000000002, 0]","[0, 60.00000000000002, 0]",0.0,0.0,60.000000000000085,60.000000000000085,0.9600051556746338,-5.244719681704282,0.0,0.0,0.0,0.0,|,65.24471968170437,[0],65.24471968170437,65.24471968170434,33.993393645694766,"[0, 65.24471968170437, 0]",0.0,60.00000000000002,60.00000000000002,0.9690208594310973,-5.244719681704346,0,0.0,0.0,0.0,|,65.24471968170437,[0],65.24471968170437,65.24471968170434,33.993393645694766,"[0, 65.24471968170437, 0]",0.0,60.00000000000002,60.00000000000002,0.9690208594310973,-5.244719681704346,0,0.0,0.0,0.0
179,|,58.259273812562085,[0],58.259273812562085,58.259273812562085,63.503993494266346,63.503993494266346,60.00000000000002,60.00000000000002,"[0, 63.50399349426643, 0]","[0, 63.50399349426643, 0]",0.0,0.0,60.00000000000002,54.75528031829574,0.9598762149109393,-3.5039934942663464,0.0,0.0,0.0,0.0,|,58.259273812562085,[0],58.25927381256209,58.25927381256207,65.24471968170437,"[0, 58.25927381256209, 0]",0.0,63.50399349426643,58.259273812562085,0.9692177987235947,1.7407261874379358,0.0,0,0.0,0.0,|,58.259273812562085,[0],58.25927381256209,58.25927381256207,65.24471968170437,"[0, 58.25927381256209, 0]",0.0,63.50399349426643,58.259273812562085,0.9692177987235947,1.7407261874379358,0.0,0,0.0,0.0
180,|,65.6484392422513,[0],65.6484392422513,65.6484392422513,65.64843924225121,65.64843924225121,63.50399349426643,63.50399349426643,"[0, 60.00000000000003, 0]","[0, 60.00000000000003, 0]",0.0,0.0,63.50399349426643,60.000000000000085,0.9595474937363623,-5.648439242251214,0.0,0.0,0.0,0.0,|,65.6484392422513,[0],65.6484392422513,65.64843924225127,58.25927381256209,"[0, 65.6484392422513, 0]",0.0,60.00000000000003,60.00000000000003,0.9688247723815457,-5.648439242251271,0,0.0,0.0,0.0,|,65.6484392422513,[0],65.6484392422513,65.64843924225127,58.25927381256209,"[0, 65.6484392422513, 0]",0.0,60.00000000000003,60.00000000000003,0.9688247723815457,-5.648439242251271,0,0.0,0.0,0.0
181,|,56.76799890055094,[0],56.76799890055094,56.76799890055094,62.41643814280212,62.41643814280212,60.00000000000003,60.00000000000003,"[0, 62.416438142802214, 0]","[0, 62.416438142802214, 0]",0.0,0.0,60.00000000000003,54.351560757748814,0.9595344848231108,-2.4164381428021287,0.0,0.0,0.0,0.0,|,56.76799890055094,[0],56.76799890055094,56.76799890055091,65.6484392422513,"[0, 56.76799890055094, 0]",0.0,62.416438142802214,56.76799890055094,0.9690153396499204,3.2320010994490858,0.0,0,0.0,0.0,|,56.76799890055094,[0],56.76799890055094,56.76799890055091,65.6484392422513,"[0, 56.76799890055094, 0]",0.0,62.416438142802214,56.76799890055094,0.9690153396499204,3.2320010994490858,0.0,0,0.0,0.0
182,|,54.07870036188158,[0],54.07870036188159,54.07870036188159,54.078700361881495,54.078700361881495,62.416438142802214,62.416438142802214,"[0, 54.07870036188159, 0]","[0, 54.07870036188159, 0]",0.0,0.0,56.49513850468371,54.07870036188158,0.9597702737506073,5.921299638118505,0.0,0,0.0,0.0,|,54.07870036188159,[0],54.078700361881594,54.078700361881566,56.76799890055094,"[0, 54.078700361881594, 0]",0.0,54.07870036188159,54.07870036188159,0.9691947247757245,5.921299638118441,0.0,0,0.0,0.0,|,54.07870036188159,[0],54.078700361881594,54.078700361881566,56.76799890055094,"[0, 54.078700361881594, 0]",0.0,54.07870036188159,54.07870036188159,0.9691947247757245,5.921299638118441,0.0,0,0.0,0.0
183,|,68.01165324625411,[0],68.01165324625411,68.01165324625411,68.01165324625403,68.01165324625403,54.07870036188159,54.07870036188159,"[0, 60.000000000000036, 0]","[0, 60.000000000000036, 0]",0.0,0.0,60.00000000000009,60.00000000000009,0.9592059739107419,-8.01165324625402,0.0,0.0,0.0,0.0,|,68.01165324625411,[0],68.0116532462541,68.01165324625407,54.078700361881594,"[0, 68.0116532462541, 0]",0.0,60.000000000000036,60.000000000000036,0.9685658991401218,-8.011653246254077,0,0.0,0.0,0.0,|,68.01165324625411,[0],68.0116532462541,68.01165324625407,54.078700361881594,"[0, 68.0116532462541, 0]",0.0,60.000000000000036,60.000000000000036,0.9685658991401218,-8.011653246254077,0,0.0,0.0,0.0
