t,|i=0,IO:EXT,IOPL:EXT,OQ:1,OQ:2,OO:1,OO:2,IS:1,IS:2,ISPL:1,ISPL:2,RM:1,RM:2,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC
590,|,39.02306537932091,[0],39.02306537932091,39.02306537932091,39.02306537932073,39.02306537932073,52.37821311576934,52.37821311576934,"[0, 39.02306537932091, 0]","[0, 39.02306537932091, 0]",0.0,0.0,39.02306537932091,39.02306537932091,0.9733993685671088,20.976934620679273,0.0,0,0.0,0.0,|,39.02306537932091,[0],39.02306537932091,39.02306537932077,52.37821311576934,"[0, 39.02306537932091, 0]",0.0,39.02306537932091,39.02306537932091,0.9796985459172206,20.97693462067923,0.0,0,0.0,0.0,|,39.02306537932091,[0],39.02306537932091,39.02306537932077,52.37821311576934,"[0, 39.02306537932091, 0]",0.0,39.02306537932091,39.02306537932091,0.9796985459172206,20.97693462067923,0.0,0,0.0,0.0
591,|,48.05899743504698,[0],48.05899743504698,48.05899743504698,48.05899743504679,48.05899743504679,39.02306537932091,39.02306537932091,"[0, 48.05899743504698, 0]","[0, 48.05899743504698, 0]",0.0,0.0,48.05899743504698,48.05899743504698,0.9734425168143359,11.941002564953202,0.0,0,0.0,0.0,|,48.05899743504698,[0],48.05899743504698,48.05899743504685,39.02306537932091,"[0, 48.05899743504698, 0]",0.0,48.05899743504698,48.05899743504698,0.9797314098667372,11.941002564953159,0.0,0,0.0,0.0,|,48.05899743504698,[0],48.05899743504698,48.05899743504685,39.02306537932091,"[0, 48.05899743504698, 0]",0.0,48.05899743504698,48.05899743504698,0.9797314098667372,11.941002564953159,0.0,0,0.0,0.0
592,|,56.29470217154068,[0],56.294702171540685,56.294702171540685,56.294702171540486,56.294702171540486,48.05899743504698,48.05899743504698,"[0, 56.294702171540685, 0]","[0, 56.294702171540685, 0]",0.0,0.0,56.29470217154068,56.29470217154068,0.9734928815490301,3.705297828459507,0.0,0,0.0,0.0,|,56.294702171540685,[0],56.29470217154068,56.29470217154054,48.05899743504698,"[0, 56.29470217154068, 0]",0.0,56.294702171540685,56.294702171540685,0.9797697705414716,3.7052978284594573,0.0,0,0.0,0.0,|,56.294702171540685,[0],56.29470217154068,56.29470217154054,48.05899743504698,"[0, 56.29470217154068, 0]",0.0,56.294702171540685,56.294702171540685,0.9797697705414716,3.7052978284594573,0.0,0,0.0,0.0
593,|,55.919059283925705,[0],55.91905928392571,55.91905928392571,55.91905928392551,55.91905928392551,56.294702171540685,56.294702171540685,"[0, 55.91905928392571, 0]","[0, 55.91905928392571, 0]",0.0,0.0,55.919059283925705,55.919059283925705,0.9735427214460246,4.080940716074487,0.0,0,0.0,0.0,|,55.91905928392571,[0],55.91905928392571,55.91905928392558,56.29470217154068,"[0, 55.91905928392571, 0]",0.0,55.91905928392571,55.91905928392571,0.9798077317591434,4.080940716074423,0.0,0,0.0,0.0,|,55.91905928392571,[0],55.91905928392571,55.91905928392558,56.29470217154068,"[0, 55.91905928392571, 0]",0.0,55.91905928392571,55.91905928392571,0.9798077317591434,4.080940716074423,0.0,0,0.0,0.0
594,|,35.11612175564238,[0],35.11612175564238,35.11612175564238,35.11612175564219,35.11612175564219,55.91905928392571,55.91905928392571,"[0, 35.11612175564238, 0]","[0, 35.11612175564238, 0]",0.0,0.0,35.11612175564238,35.11612175564238,0.973573924275799,24.883878244357817,0.0,0,0.0,0.0,|,35.11612175564238,[0],35.11612175564238,35.11612175564225,55.91905928392571,"[0, 35.11612175564238, 0]",0.0,35.11612175564238,35.11612175564238,0.9798314979542945,24.883878244357753,0.0,0,0.0,0.0,|,35.11612175564238,[0],35.11612175564238,35.11612175564225,55.91905928392571,"[0, 35.11612175564238, 0]",0.0,35.11612175564238,35.11612175564238,0.9798314979542945,24.883878244357753,0.0,0,0.0,0.0
595,|,42.43860494469639,[0],42.43860494469638,42.43860494469638,42.43860494469618,42.43860494469618,35.11612175564238,35.11612175564238,"[0, 42.43860494469638, 0]","[0, 42.43860494469638, 0]",0.0,0.0,42.43860494469639,42.43860494469639,0.973611535501362,17.561395055303812,0.0,0,0.0,0.0,|,42.43860494469638,[0],42.43860494469638,42.43860494469624,35.11612175564238,"[0, 42.43860494469638, 0]",0.0,42.43860494469638,42.43860494469638,0.9798601453690996,17.561395055303755,0.0,0,0.0,0.0,|,42.43860494469638,[0],42.43860494469638,42.43860494469624,35.11612175564238,"[0, 42.43860494469638, 0]",0.0,42.43860494469638,42.43860494469638,0.9798601453690996,17.561395055303755,0.0,0,0.0,0.0
596,|,33.24366416411988,[0],33.243664164119885,33.243664164119885,33.24366416411968,33.24366416411968,42.43860494469638,42.43860494469638,"[0, 33.243664164119885, 0]","[0, 33.243664164119885, 0]",0.0,0.0,33.24366416411988,33.24366416411988,0.9736409230117533,26.756335835880314,0.0,0,0.0,0.0,|,33.243664164119885,[0],33.24366416411989,33.24366416411975,42.43860494469638,"[0, 33.24366416411989, 0]",0.0,33.243664164119885,33.243664164119885,0.9798825291250156,26.75633583588025,0.0,0,0.0,0.0,|,33.243664164119885,[0],33.24366416411989,33.24366416411975,42.43860494469638,"[0, 33.24366416411989, 0]",0.0,33.243664164119885,33.243664164119885,0.9798825291250156,26.75633583588025,0.0,0,0.0,0.0
597,|,47.67202256393078,[0],47.67202256393079,47.67202256393079,47.67202256393059,47.67202256393059,33.243664164119885,33.243664164119885,"[0, 47.67202256393079, 0]","[0, 47.67202256393079, 0]",0.0,0.0,47.67202256393078,47.67202256393078,0.9736829511888172,12.327977436069418,0.0,0,0.0,0.0,|,47.67202256393079,[0],47.67202256393079,47.67202256393064,33.24366416411989,"[0, 47.67202256393079, 0]",0.0,47.67202256393079,47.67202256393079,0.9799145411449945,12.327977436069354,0.0,0,0.0,0.0,|,47.67202256393079,[0],47.67202256393079,47.67202256393064,33.24366416411989,"[0, 47.67202256393079, 0]",0.0,47.67202256393079,47.67202256393079,0.9799145411449945,12.327977436069354,0.0,0,0.0,0.0
598,|,16.97771003083985,[0],16.977710030839845,16.977710030839845,16.97771003083964,16.97771003083964,47.67202256393079,47.67202256393079,"[0, 16.977710030839845, 0]","[0, 16.977710030839845, 0]",0.0,0.0,16.97771003083985,16.97771003083985,0.9736978865776887,43.022289969160354,0.0,0,0.0,0.0,|,16.977710030839845,[0],16.97771003083985,16.977710030839695,47.67202256393079,"[0, 16.97771003083985, 0]",0.0,16.977710030839845,16.977710030839845,0.9799259171806202,43.0222899691603,0.0,0,0.0,0.0,|,16.977710030839845,[0],16.97771003083985,16.977710030839695,47.67202256393079,"[0, 16.97771003083985, 0]",0.0,16.977710030839845,16.977710030839845,0.9799259171806202,43.0222899691603,0.0,0,0.0,0.0
599,|,60.50006511504152,[0],60.50006511504153,60.50006511504153,60.50006511504132,60.50006511504132,16.977710030839845,16.977710030839845,"[0, 60.00000000000015, 0]","[0, 60.00000000000015, 0]",0.0,0.0,60.0000000000002,60.0000000000002,0.9737342892227463,-0.5000651150413233,0.0,0.0,0.0,0.0,|,60.50006511504153,[0],60.50006511504154,60.50006511504137,16.97771003083985,"[0, 60.50006511504154, 0]",0.0,60.00000000000015,60.00000000000015,0.9799497023874211,-0.5000651150413802,0,0.0,0.0,0.0,|,60.50006511504153,[0],60.50006511504154,60.50006511504137,16.97771003083985,"[0, 60.50006511504154, 0]",0.0,60.00000000000015,60.00000000000015,0.9799497023874211,-0.5000651150413802,0,0.0,0.0,0.0
600,|,34.53174987837329,[0],34.53174987837329,34.53174987837329,35.031814993414464,35.031814993414464,60.00000000000015,60.00000000000015,"[0, 35.03181499341467, 0]","[0, 35.03181499341467, 0]",0.0,0.0,35.03181499341461,34.53174987837329,0.9737645117353031,24.968185006585536,0.0,0,0.0,0.0,|,34.53174987837329,[0],34.5317498783733,34.531749878373134,60.50006511504154,"[0, 34.5317498783733, 0]",0.0,35.03181499341467,34.53174987837329,0.9799727271320434,25.468250121626866,0.0,0,0.0,0.0,|,34.53174987837329,[0],34.5317498783733,34.531749878373134,60.50006511504154,"[0, 34.5317498783733, 0]",0.0,35.03181499341467,34.53174987837329,0.9799727271320434,25.468250121626866,0.0,0,0.0,0.0
601,|,42.23784815254625,[0],42.23784815254625,42.23784815254625,42.23784815254605,42.23784815254605,35.03181499341467,35.03181499341467,"[0, 42.23784815254625, 0]","[0, 42.23784815254625, 0]",0.0,0.0,42.23784815254625,42.23784815254625,0.9738013842665109,17.762151847453957,0.0,0,0.0,0.0,|,42.23784815254625,[0],42.23784815254625,42.237848152546086,34.5317498783733,"[0, 42.23784815254625, 0]",0.0,42.23784815254625,42.23784815254625,0.9800008182758629,17.762151847453914,0.0,0,0.0,0.0,|,42.23784815254625,[0],42.23784815254625,42.237848152546086,34.5317498783733,"[0, 42.23784815254625, 0]",0.0,42.23784815254625,42.23784815254625,0.9800008182758629,17.762151847453914,0.0,0,0.0,0.0
602,|,47.019684770942746,[0],47.01968477094274,47.01968477094274,47.01968477094253,47.01968477094253,42.23784815254625,42.23784815254625,"[0, 47.01968477094274, 0]","[0, 47.01968477094274, 0]",0.0,0.0,47.019684770942746,47.019684770942746,0.9738423094962684,12.98031522905746,0.0,0,0.0,0.0,|,47.01968477094274,[0],47.01968477094274,47.019684770942575,42.23784815254625,"[0, 47.01968477094274, 0]",0.0,47.01968477094274,47.01968477094274,0.980031997131219,12.980315229057425,0.0,0,0.0,0.0,|,47.01968477094274,[0],47.01968477094274,47.019684770942575,42.23784815254625,"[0, 47.01968477094274, 0]",0.0,47.01968477094274,47.01968477094274,0.980031997131219,12.980315229057425,0.0,0,0.0,0.0
603,|,49.26431425037322,[0],49.264314250373225,49.264314250373225,49.264314250373026,49.264314250373026,47.01968477094274,47.01968477094274,"[0, 49.264314250373225, 0]","[0, 49.264314250373225, 0]",0.0,0.0,49.26431425037322,49.26431425037322,0.9738850514809202,10.735685749626981,0.0,0,0.0,0.0,|,49.264314250373225,[0],49.264314250373225,49.264314250373054,47.01968477094274,"[0, 49.264314250373225, 0]",0.0,49.264314250373225,49.264314250373225,0.9800645602871232,10.735685749626938,0.0,0,0.0,0.0,|,49.264314250373225,[0],49.264314250373225,49.264314250373054,47.01968477094274,"[0, 49.264314250373225, 0]",0.0,49.264314250373225,49.264314250373225,0.9800645602871232,10.735685749626938,0.0,0,0.0,0.0
604,|,44.69638997398458,[0],44.69638997398457,44.69638997398457,44.696389973984374,44.696389973984374,49.264314250373225,49.264314250373225,"[0, 44.69638997398457, 0]","[0, 44.69638997398457, 0]",0.0,0.0,44.69638997398458,44.69638997398458,0.9739237096339735,15.303610026015626,0.0,0,0.0,0.0,|,44.69638997398457,[0],44.69638997398458,44.69638997398442,49.264314250373225,"[0, 44.69638997398458, 0]",0.0,44.69638997398457,44.69638997398457,0.9800940123415446,15.30361002601559,0.0,0,0.0,0.0,|,44.69638997398457,[0],44.69638997398458,44.69638997398442,49.264314250373225,"[0, 44.69638997398458, 0]",0.0,44.69638997398457,44.69638997398457,0.9800940123415446,15.30361002601559,0.0,0,0.0,0.0
605,|,50.70324549502147,[0],50.70324549502147,50.70324549502147,50.70324549502127,50.70324549502127,44.69638997398457,44.69638997398457,"[0, 50.70324549502147, 0]","[0, 50.70324549502147, 0]",0.0,0.0,50.70324549502147,50.70324549502147,0.9739674248239435,9.296754504978729,0.0,0,0.0,0.0,|,50.70324549502147,[0],50.70324549502146,50.70324549502131,44.69638997398458,"[0, 50.70324549502146, 0]",0.0,50.70324549502147,50.70324549502147,0.9801273173527351,9.2967545049787,0.0,0,0.0,0.0,|,50.70324549502147,[0],50.70324549502146,50.70324549502131,44.69638997398458,"[0, 50.70324549502146, 0]",0.0,50.70324549502147,50.70324549502147,0.9801273173527351,9.2967545049787,0.0,0,0.0,0.0
606,|,37.921348940081614,[0],37.921348940081614,37.921348940081614,37.92134894008142,37.92134894008142,50.70324549502147,50.70324549502147,"[0, 37.921348940081614, 0]","[0, 37.921348940081614, 0]",0.0,0.0,37.921348940081614,37.921348940081614,0.9740000240677521,22.078651059918585,0.0,0,0.0,0.0,|,37.921348940081614,[0],37.92134894008161,37.92134894008146,50.70324549502146,"[0, 37.92134894008161, 0]",0.0,37.921348940081614,37.921348940081614,0.9801521536735235,22.07865105991855,0.0,0,0.0,0.0,|,37.921348940081614,[0],37.92134894008161,37.92134894008146,50.70324549502146,"[0, 37.92134894008161, 0]",0.0,37.921348940081614,37.921348940081614,0.9801521536735235,22.07865105991855,0.0,0,0.0,0.0
607,|,33.58327849368419,[0],33.58327849368418,33.58327849368418,33.58327849368399,33.58327849368399,37.921348940081614,37.921348940081614,"[0, 33.58327849368418, 0]","[0, 33.58327849368418, 0]",0.0,0.0,33.58327849368419,33.58327849368419,0.9740288259778421,26.41672150631601,0.0,0,0.0,0.0,|,33.58327849368418,[0],33.583278493684176,33.58327849368403,37.92134894008161,"[0, 33.583278493684176, 0]",0.0,33.58327849368418,33.58327849368418,0.9801740970297256,26.416721506315973,0.0,0,0.0,0.0,|,33.58327849368418,[0],33.583278493684176,33.58327849368403,37.92134894008161,"[0, 33.583278493684176, 0]",0.0,33.58327849368418,33.58327849368418,0.9801740970297256,26.416721506315973,0.0,0,0.0,0.0
608,|,40.554480611569225,[0],40.554480611569225,40.554480611569225,40.55448061156904,40.55448061156904,33.58327849368418,33.58327849368418,"[0, 40.554480611569225, 0]","[0, 40.554480611569225, 0]",0.0,0.0,40.554480611569225,40.554480611569225,0.9740635216339638,19.445519388430967,0.0,0,0.0,0.0,|,40.554480611569225,[0],40.554480611569225,40.554480611569076,33.583278493684176,"[0, 40.554480611569225, 0]",0.0,40.554480611569225,40.554480611569225,0.9802005307910735,19.445519388430924,0.0,0,0.0,0.0,|,40.554480611569225,[0],40.554480611569225,40.554480611569076,33.583278493684176,"[0, 40.554480611569225, 0]",0.0,40.554480611569225,40.554480611569225,0.9802005307910735,19.445519388430924,0.0,0,0.0,0.0
609,|,57.983779961664034,[0],57.98377996166403,57.98377996166403,57.983779961663835,57.983779961663835,40.554480611569225,40.554480611569225,"[0, 57.98377996166403, 0]","[0, 57.98377996166403, 0]",0.0,0.0,57.983779961664034,57.983779961664034,0.974112967895846,2.016220038336158,0.0,0,0.0,0.0,|,57.98377996166403,[0],57.98377996166403,57.98377996166388,40.554480611569225,"[0, 57.98377996166403, 0]",0.0,57.98377996166403,57.98377996166403,0.9802382029148098,2.0162200383361224,0.0,0,0.0,0.0,|,57.98377996166403,[0],57.98377996166403,57.98377996166388,40.554480611569225,"[0, 57.98377996166403, 0]",0.0,57.98377996166403,57.98377996166403,0.9802382029148098,2.0162200383361224,0.0,0,0.0,0.0
610,|,60.18864085526127,[0],60.188640855261276,60.188640855261276,60.188640855261085,60.188640855261085,57.98377996166403,57.98377996166403,"[0, 60.00000000000015, 0]","[0, 60.00000000000015, 0]",0.0,0.0,60.000000000000185,60.000000000000185,0.9741579053121198,-0.18864085526108454,0.0,0.0,0.0,0.0,|,60.188640855261276,[0],60.188640855261276,60.18864085526113,57.98377996166403,"[0, 60.188640855261276, 0]",0.0,60.00000000000015,60.00000000000015,0.9802709783294751,-0.18864085526112717,0,0.0,0.0,0.0,|,60.188640855261276,[0],60.188640855261276,60.18864085526113,57.98377996166403,"[0, 60.188640855261276, 0]",0.0,60.00000000000015,60.00000000000015,0.9802709783294751,-0.18864085526112717,0,0.0,0.0,0.0
611,|,50.7912855616034,[0],50.7912855616034,50.7912855616034,50.97992641686434,50.97992641686434,60.00000000000015,60.00000000000015,"[0, 50.97992641686453, 0]","[0, 50.97992641686453, 0]",0.0,0.0,50.97992641686449,50.7912855616034,0.974200903588317,9.020073583135662,0.0,0,0.0,0.0,|,50.7912855616034,[0],50.7912855616034,50.79128556160325,60.188640855261276,"[0, 50.7912855616034, 0]",0.0,50.97992641686453,50.7912855616034,0.980303740758207,9.208714438396747,0.0,0,0.0,0.0,|,50.7912855616034,[0],50.7912855616034,50.79128556160325,60.188640855261276,"[0, 50.7912855616034, 0]",0.0,50.97992641686453,50.7912855616034,0.980303740758207,9.208714438396747,0.0,0,0.0,0.0
612,|,45.13298798581883,[0],45.13298798581883,45.13298798581883,45.132987985818644,45.132987985818644,50.97992641686453,50.97992641686453,"[0, 45.13298798581883, 0]","[0, 45.13298798581883, 0]",0.0,0.0,45.13298798581883,45.13298798581883,0.9742389918426099,14.867012014181363,0.0,0,0.0,0.0,|,45.13298798581883,[0],45.13298798581883,45.13298798581867,50.7912855616034,"[0, 45.13298798581883, 0]",0.0,45.13298798581883,45.13298798581883,0.9803327621869952,14.86701201418132,0.0,0,0.0,0.0,|,45.13298798581883,[0],45.13298798581883,45.13298798581867,50.7912855616034,"[0, 45.13298798581883, 0]",0.0,45.13298798581883,45.13298798581883,0.9803327621869952,14.86701201418132,0.0,0,0.0,0.0
613,|,43.3658933524697,[0],43.36589335246969,43.36589335246969,43.3658933524695,43.3658933524695,45.13298798581883,45.13298798581883,"[0, 43.36589335246969, 0]","[0, 43.36589335246969, 0]",0.0,0.0,43.3658933524697,43.3658933524697,0.97427548303143,16.634106647530494,0.0,0,0.0,0.0,|,43.36589335246969,[0],43.3658933524697,43.36589335246954,45.13298798581883,"[0, 43.3658933524697, 0]",0.0,43.36589335246969,43.36589335246969,0.980360566885924,16.63410664753046,0.0,0,0.0,0.0,|,43.36589335246969,[0],43.3658933524697,43.36589335246954,45.13298798581883,"[0, 43.3658933524697, 0]",0.0,43.36589335246969,43.36589335246969,0.980360566885924,16.63410664753046,0.0,0,0.0,0.0
614,|,55.10311607413351,[0],55.10311607413352,55.10311607413352,55.10311607413332,55.10311607413332,43.36589335246969,43.36589335246969,"[0, 55.10311607413352, 0]","[0, 55.10311607413352, 0]",0.0,0.0,55.10311607413351,55.10311607413351,0.9743217018941462,4.896883925866675,0.0,0,0.0,0.0,|,55.10311607413352,[0],55.10311607413352,55.10311607413337,43.3658933524697,"[0, 55.10311607413352, 0]",0.0,55.10311607413352,55.10311607413352,0.9803957838708013,4.896883925866639,0.0,0,0.0,0.0,|,55.10311607413352,[0],55.10311607413352,55.10311607413337,43.3658933524697,"[0, 55.10311607413352, 0]",0.0,55.10311607413352,55.10311607413352,0.9803957838708013,4.896883925866639,0.0,0,0.0,0.0
615,|,49.313463014400035,[0],49.31346301440004,49.31346301440004,49.31346301439984,49.31346301439984,55.10311607413352,55.10311607413352,"[0, 49.31346301440004, 0]","[0, 49.31346301440004, 0]",0.0,0.0,49.313463014400035,49.313463014400035,0.9743629239702082,10.686536985600156,0.0,0,0.0,0.0,|,49.31346301440004,[0],49.313463014400035,49.31346301439989,55.10311607413352,"[0, 49.313463014400035, 0]",0.0,49.31346301440004,49.31346301440004,0.9804271937064452,10.686536985600114,0.0,0,0.0,0.0,|,49.31346301440004,[0],49.313463014400035,49.31346301439989,55.10311607413352,"[0, 49.313463014400035, 0]",0.0,49.31346301440004,49.31346301440004,0.9804271937064452,10.686536985600114,0.0,0,0.0,0.0
616,|,42.37654951057635,[0],42.37654951057636,42.37654951057636,42.376549510576154,42.376549510576154,49.31346301440004,49.31346301440004,"[0, 42.37654951057636, 0]","[0, 42.37654951057636, 0]",0.0,0.0,42.37654951057635,42.37654951057635,0.9743982417590763,17.623450489423846,0.0,0,0.0,0.0,|,42.37654951057636,[0],42.37654951057635,42.37654951057622,49.313463014400035,"[0, 42.37654951057635, 0]",0.0,42.37654951057636,42.37654951057636,0.9804541048304327,17.62345048942379,0.0,0,0.0,0.0,|,42.37654951057636,[0],42.37654951057635,42.37654951057622,49.313463014400035,"[0, 42.37654951057635, 0]",0.0,42.37654951057636,42.37654951057636,0.9804541048304327,17.62345048942379,0.0,0,0.0,0.0
617,|,42.808234522635544,[0],42.808234522635544,42.808234522635544,42.80823452263534,42.80823452263534,42.37654951057636,42.37654951057636,"[0, 42.808234522635544, 0]","[0, 42.808234522635544, 0]",0.0,0.0,42.808234522635544,42.808234522635544,0.9744338206635405,17.19176547736466,0.0,0,0.0,0.0,|,42.808234522635544,[0],42.80823452263554,42.8082345226354,42.37654951057635,"[0, 42.80823452263554, 0]",0.0,42.808234522635544,42.808234522635544,0.9804812150630288,17.191765477364598,0.0,0,0.0,0.0,|,42.808234522635544,[0],42.80823452263554,42.8082345226354,42.37654951057635,"[0, 42.80823452263554, 0]",0.0,42.808234522635544,42.808234522635544,0.9804812150630288,17.191765477364598,0.0,0,0.0,0.0
618,|,65.2822381224553,[0],65.2822381224553,65.2822381224553,65.2822381224551,65.2822381224551,42.808234522635544,42.808234522635544,"[0, 60.000000000000135, 0]","[0, 60.000000000000135, 0]",0.0,0.0,60.000000000000206,60.000000000000206,0.9743167709026025,-5.282238122455091,0.0,0.0,0.0,0.0,|,65.2822381224553,[0],65.2822381224553,65.28223812245517,42.80823452263554,"[0, 65.2822381224553, 0]",0.0,60.000000000000135,60.000000000000135,0.9803516280972575,-5.282238122455162,0,0.0,0.0,0.0,|,65.2822381224553,[0],65.2822381224553,65.28223812245517,42.80823452263554,"[0, 65.2822381224553, 0]",0.0,60.000000000000135,60.000000000000135,0.9803516280972575,-5.282238122455162,0,0.0,0.0,0.0
619,|,47.9977244469415,[0],47.99772444694149,47.99772444694149,53.27996256939645,53.27996256939645,60.000000000000135,60.000000000000135,"[0, 53.27996256939665, 0]","[0, 53.27996256939665, 0]",0.0,0.0,53.27996256939659,47.9977244469415,0.974356643227768,6.720037430603547,0.0,0,0.0,0.0,|,47.99772444694149,[0],47.99772444694148,47.99772444694135,65.2822381224553,"[0, 47.99772444694148, 0]",0.0,53.27996256939665,47.99772444694149,0.9803820724327623,12.002275553058645,0.0,0,0.0,0.0,|,47.99772444694149,[0],47.99772444694148,47.99772444694135,65.2822381224553,"[0, 47.99772444694148, 0]",0.0,53.27996256939665,47.99772444694149,0.9803820724327623,12.002275553058645,0.0,0,0.0,0.0
620,|,42.95098590537849,[0],42.95098590537849,42.95098590537849,42.950985905378296,42.950985905378296,53.27996256939665,53.27996256939665,"[0, 42.95098590537849, 0]","[0, 42.95098590537849, 0]",0.0,0.0,42.95098590537849,42.95098590537849,0.9743922183485925,17.04901409462171,0.0,0,0.0,0.0,|,42.95098590537849,[0],42.950985905378495,42.95098590537835,47.99772444694148,"[0, 42.950985905378495, 0]",0.0,42.95098590537849,42.95098590537849,0.9804092358119137,17.04901409462164,0.0,0,0.0,0.0,|,42.95098590537849,[0],42.950985905378495,42.95098590537835,47.99772444694148,"[0, 42.950985905378495, 0]",0.0,42.95098590537849,42.95098590537849,0.9804092358119137,17.04901409462164,0.0,0,0.0,0.0
621,|,52.173220605774695,[0],52.17322060577469,52.17322060577469,52.17322060577449,52.17322060577449,42.95098590537849,42.95098590537849,"[0, 52.17322060577469, 0]","[0, 52.17322060577469, 0]",0.0,0.0,52.173220605774695,52.173220605774695,0.974435299443087,7.826779394225504,0.0,0,0.0,0.0,|,52.17322060577469,[0],52.173220605774695,52.17322060577455,42.950985905378495,"[0, 52.173220605774695, 0]",0.0,52.17322060577469,52.17322060577469,0.9804421305717742,7.826779394225447,0.0,0,0.0,0.0,|,52.17322060577469,[0],52.173220605774695,52.17322060577455,42.950985905378495,"[0, 52.173220605774695, 0]",0.0,52.17322060577469,52.17322060577469,0.9804421305717742,7.826779394225447,0.0,0,0.0,0.0
622,|,57.90522536165505,[0],57.905225361655056,57.905225361655056,57.90522536165486,57.90522536165486,52.17322060577469,52.17322060577469,"[0, 57.905225361655056, 0]","[0, 57.905225361655056, 0]",0.0,0.0,57.90522536165505,57.90522536165505,0.9744829442359173,2.094774638345143,0.0,0,0.0,0.0,|,57.905225361655056,[0],57.905225361655056,57.90522536165492,52.173220605774695,"[0, 57.905225361655056, 0]",0.0,57.905225361655056,57.905225361655056,0.9804785102129453,2.0947746383450863,0.0,0,0.0,0.0,|,57.905225361655056,[0],57.905225361655056,57.90522536165492,52.173220605774695,"[0, 57.905225361655056, 0]",0.0,57.905225361655056,57.905225361655056,0.9804785102129453,2.0947746383450863,0.0,0,0.0,0.0
623,|,38.83939617195173,[0],38.83939617195173,38.83939617195173,38.839396171951535,38.839396171951535,57.905225361655056,57.905225361655056,"[0, 38.83939617195173, 0]","[0, 38.83939617195173, 0]",0.0,0.0,38.83939617195173,38.83939617195173,0.9745148021587027,21.160603828048465,0.0,0,0.0,0.0,|,38.83939617195173,[0],38.839396171951726,38.83939617195159,57.905225361655056,"[0, 38.839396171951726, 0]",0.0,38.83939617195173,38.83939617195173,0.980502835783283,21.16060382804841,0.0,0,0.0,0.0,|,38.83939617195173,[0],38.839396171951726,38.83939617195159,57.905225361655056,"[0, 38.839396171951726, 0]",0.0,38.83939617195173,38.83939617195173,0.980502835783283,21.16060382804841,0.0,0,0.0,0.0
624,|,44.51525844710239,[0],44.51525844710239,44.51525844710239,44.515258447102184,44.515258447102184,38.83939617195173,38.83939617195173,"[0, 44.51525844710239, 0]","[0, 44.51525844710239, 0]",0.0,0.0,44.51525844710239,44.51525844710239,0.9745512179980014,15.484741552897809,0.0,0,0.0,0.0,|,44.51525844710239,[0],44.51525844710239,44.51525844710225,38.839396171951726,"[0, 44.51525844710239, 0]",0.0,44.51525844710239,44.51525844710239,0.9805306417590361,15.484741552897745,0.0,0,0.0,0.0,|,44.51525844710239,[0],44.51525844710239,44.51525844710225,38.839396171951726,"[0, 44.51525844710239, 0]",0.0,44.51525844710239,44.51525844710239,0.9805306417590361,15.484741552897745,0.0,0,0.0,0.0
625,|,62.773863299218675,[0],62.77386329921868,62.77386329921868,62.77386329921847,62.77386329921847,44.51525844710239,44.51525844710239,"[0, 60.000000000000135, 0]","[0, 60.000000000000135, 0]",0.0,0.0,60.0000000000002,60.0000000000002,0.9745135342678204,-2.773863299218476,0.0,0.0,0.0,0.0,|,62.77386329921868,[0],62.77386329921869,62.773863299218554,44.51525844710239,"[0, 62.77386329921869, 0]",0.0,60.000000000000135,60.000000000000135,0.9804810291548877,-2.7738632992185472,0,0.0,0.0,0.0,|,62.77386329921868,[0],62.77386329921869,62.773863299218554,44.51525844710239,"[0, 62.77386329921869, 0]",0.0,60.000000000000135,60.000000000000135,0.9804810291548877,-2.7738632992185472,0,0.0,0.0,0.0
626,|,56.33253026520384,[0],56.33253026520385,56.33253026520385,59.106393564422184,59.106393564422184,60.000000000000135,60.000000000000135,"[0, 59.1063935644224, 0]","[0, 59.1063935644224, 0]",0.0,0.0,59.10639356442232,56.33253026520384,0.9745594440312353,0.8936064355778157,0.0,0,0.0,0.0,|,56.33253026520385,[0],56.33253026520384,56.332530265203715,62.77386329921869,"[0, 56.33253026520384, 0]",0.0,59.1063935644224,56.33253026520385,0.9805161221075274,3.667469734796292,0.0,0,0.0,0.0,|,56.33253026520385,[0],56.33253026520384,56.332530265203715,62.77386329921869,"[0, 56.33253026520384, 0]",0.0,59.1063935644224,56.33253026520385,0.9805161221075274,3.667469734796292,0.0,0,0.0,0.0
