t,|i=0,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=1,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=2,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC
79,|,2.4797592343382213,4.010240765661779,4.010240765661774,6.267838572305519,6.267838572305519,6.267838572305519,6.267838572305519,0.9331097504900598,0.2221614276944761,0.0,1.5551299938613328,0.0,0.0,1.5551299938613328,|,1.5197592343382187,4.010240765661782,4.010240765661774,6.267838572305519,6.267838572305519,5.529999999999992,5.529999999999992,0.8677589326934793,-0.7378385723055265,0.7378385723055265,0.0,0.0,22.11999999999997,22.11999999999997,|,3.8332419707891834,6.856758029210815,2.8465172635490212,6.267838572305519,6.2678385723055206,6.267838572305519,6.267838572305519,0.89789596401561,0.41192066203268585,0.0,0.8238413240653717,0.0,12.535677144611038,13.35951846867641
80,|,0.2221614276944761,6.267838572305525,5.529999999999992,5.011868399953069,5.011868399953068,5.011868399953069,5.011868399953069,0.9339166600681746,0.7402930277413997,0.0,5.182051194189798,0.0,0.0,5.182051194189798,|,-0.7378385723055265,6.267838572305527,6.267838572305519,5.011868399953068,5.011868399953068,5.749706972258594,5.011868399953068,0.8693541813973117,0.5181316000469245,0.0,2.072526400187698,0.0,22.998827889034377,25.071354289222075,|,0.41192066203268585,10.278079337967315,4.010240765661772,5.011868399953068,5.011868399953066,4.422161427694458,4.422161427694458,0.8977082841549736,-0.5897069722586101,0.5897069722586101,0.0,0.0,8.844322855388915,8.844322855388915
81,|,0.7402930277413997,5.7497069722586005,5.749706972258594,5.947206732041097,5.947206732041097,5.947206732041097,5.947206732041097,0.9348492587396707,0.5427932679588974,0.0,3.7995528757122816,0.0,0.0,3.7995528757122816,|,0.5181316000469245,5.011868399953076,4.422161427694458,5.947206732041097,5.947206732041097,4.940293027741382,4.940293027741382,0.8688085532478105,-1.0069137042997145,1.0069137042997145,0.0,0.0,19.76117211096553,19.76117211096553,|,-0.5897069722586101,11.279706972258609,6.2678385723055206,5.947206732041097,5.947206732041098,6.2678385723055206,5.67813160004691,0.898513368605063,-0.2690751319941862,0.2690751319941862,0.0,0.0,12.535677144611041,12.535677144611041
82,|,0.5427932679588974,5.947206732041102,4.940293027741382,4.357438629382114,4.357438629382115,4.357438629382114,4.357438629382114,0.93551602384058,1.1256476663181658,0.0,7.879533664227161,0.0,0.0,7.879533664227161,|,-1.0069137042997145,6.536913704299715,6.2678385723055206,4.357438629382115,4.357438629382115,5.364352333681829,4.357438629382115,0.8701511915131623,0.9034862386236915,0.0,3.613944954494766,0.0,21.457409334727316,25.071354289222082,|,-0.2690751319941862,10.959075131994187,5.011868399953066,4.357438629382115,4.357438629382113,4.626513761376301,4.357438629382115,0.8995520021296243,0.3853546385767652,0.0,0.7707092771535304,0.0,9.253027522752602,10.023736799906132
83,|,1.1256476663181658,5.3643523336818335,5.364352333681829,4.3509619293302295,4.35096192933023,4.3509619293302295,4.3509619293302295,0.9361683184485903,2.1390380706697654,0.0,14.973266494688357,0.0,0.0,14.973266494688357,|,0.9034862386236915,4.62651376137631,4.626513761376301,4.35096192933023,4.3509619293302295,4.35096192933023,4.35096192933023,0.8714646911246492,1.1790380706697619,0.0,4.716152282679047,0.0,17.40384771732092,22.11999999999997,|,0.3853546385767652,10.304645361423233,5.947206732041098,4.3509619293302295,4.350961929330231,4.3509619293302295,4.3509619293302295,0.9005680946738291,1.981599441287634,0.0,3.963198882575268,0.0,8.701923858660459,12.665122741235727
84,|,2.1390380706697654,4.350961929330236,4.35096192933023,5.631881483187411,5.63188148318741,5.631881483187411,5.631881483187411,0.9369933050638322,0.8581185168125849,0.0,6.006829617688094,0.0,0.0,6.006829617688094,|,1.1790380706697619,4.350961929330238,4.3509619293302295,5.63188148318741,5.63188148318741,5.529999999999991,5.529999999999991,0.8728921295044096,-0.10188148318741863,0.10188148318741863,0.0,0.0,22.119999999999965,22.119999999999965,|,1.981599441287634,8.708400558712366,4.357438629382113,5.63188148318741,5.631881483187408,5.63188148318741,5.63188148318741,0.9018531930611562,0.7071565874823369,0.0,1.4143131749646738,0.0,11.26376296637482,12.678076141339494
85,|,0.8581185168125849,5.631881483187415,5.529999999999991,4.290129681416043,4.290129681416043,4.290129681416043,4.290129681416043,0.9376075751897764,2.0979888353965332,0.0,14.685921847775733,0.0,0.0,14.685921847775733,|,-0.10188148318741863,5.63188148318742,5.63188148318741,4.290129681416043,4.290129681416042,4.392011164603462,4.290129681416043,0.874131340158086,1.2398703185839484,0.0,4.959481274335793,0.0,17.568044658413847,22.52752593274964,|,0.7071565874823369,9.982843412517662,4.350961929330231,4.290129681416042,4.290129681416044,4.290129681416042,4.290129681416042,0.9028100540982321,0.7679888353965261,0.0,1.5359776707930521,0.0,8.580259362832084,10.116237033625136
86,|,2.0979888353965332,4.392011164603466,4.392011164603462,6.086769072803053,6.086769072803054,6.086769072803053,6.086769072803053,0.9384588208560651,0.4032309271969421,0.0,2.8226164903785946,0.0,0.0,2.8226164903785946,|,1.2398703185839484,4.290129681416051,4.290129681416042,6.086769072803054,6.086769072803055,5.5299999999999905,5.5299999999999905,0.8746006277235122,-0.5567690728030632,0.5567690728030632,0.0,0.0,22.119999999999962,22.119999999999962,|,0.7679888353965261,9.922011164603475,5.631881483187408,6.086769072803055,6.086769072803053,6.086769072803055,6.086769072803055,0.9041360567421004,0.3131012457808797,0.0,0.6262024915617594,0.0,12.17353814560611,12.799740637167869
87,|,0.4032309271969421,6.086769072803058,5.5299999999999905,7.1759144501177605,7.1759144501177605,5.933230927196933,5.933230927196933,0.9366916587707563,-1.242683522920828,1.242683522920828,0.0,46.12841237082113,0.0,46.12841237082113,|,-0.5567690728030632,6.0867690728030635,6.086769072803055,7.1759144501177605,7.1759144501177605,6.086769072803055,5.529999999999991,0.8729548179287665,-1.6459144501177692,1.6459144501177692,0.0,0.0,24.34707629121222,24.34707629121222,|,0.3131012457808797,10.376898754219118,4.290129681416044,7.1759144501177605,7.175914450117762,4.603230927196924,4.603230927196924,0.8999782419388481,-2.572683522920837,2.572683522920837,0.0,0.0,9.206461854393847,9.206461854393847
88,|,-1.242683522920828,7.732683522920828,6.086769072803055,6.193312394915061,6.193312394915061,6.086769072803055,4.844085549882227,0.9346086661737001,-1.3492268450328346,1.3492268450328346,0.0,50.08330048761882,0.0,50.08330048761882,|,-1.6459144501177692,7.175914450117769,4.603230927196924,6.193312394915061,6.193312394915061,4.603230927196924,2.9573164770791545,0.8676247707348668,-3.235995917835907,3.235995917835907,0.0,0.0,18.412923708787694,18.412923708787694,|,-2.572683522920837,13.262683522920835,6.086769072803053,6.193312394915061,6.193312394915063,6.086769072803053,3.514085549882216,0.8954956445331546,-2.6792268450328454,2.6792268450328454,0.0,0.0,12.173538145606106,12.173538145606106
89,|,-1.3492268450328346,7.839226845032835,4.603230927196924,4.222120087791898,4.222120087791898,4.603230927196924,3.254004082164089,0.9331163425020687,-0.9681160056278086,0.9681160056278086,0.0,35.93646612890426,0.0,35.93646612890426,|,-3.235995917835907,8.765995917835907,6.086769072803053,4.222120087791898,4.222120087791898,6.086769072803053,2.850773154967146,0.8658727733360052,-1.3713469328247516,1.3713469328247516,0.0,0.0,24.34707629121221,24.34707629121221,|,-2.6792268450328454,13.369226845032847,7.175914450117762,4.222120087791898,4.222120087791896,6.901346932824743,4.222120087791898,0.8964471375947943,0.2745675172930193,0.0,0.5491350345860386,0.0,13.802693865649486,14.351828900235525
90,|,-0.9681160056278086,7.45811600562781,6.086769072803053,5.694671701281093,5.694671701281092,6.086769072803053,5.118653067175244,0.9327006405397477,-0.5760186341058491,0.5760186341058491,0.0,21.381811698009116,0.0,21.381811698009116,|,-1.3713469328247516,6.901346932824753,6.901346932824743,5.694671701281092,5.6946717012810915,6.901346932824743,5.529999999999991,0.8671491161094551,-0.16467170128110098,0.16467170128110098,0.0,0.0,27.605387731298972,27.605387731298972,|,0.2745675172930193,10.41543248270698,6.193312394915063,5.6946717012810915,5.694671701281093,5.6946717012810915,5.6946717012810915,0.8977033719424858,0.7732082109269909,0.0,1.5464164218539818,0.0,11.389343402562183,12.935759824416165
91,|,-0.5760186341058491,7.06601863410585,6.901346932824743,5.408846674562658,5.408846674562657,5.984865308668507,5.408846674562658,0.9334672601813463,0.9164816241562361,0.0,6.415371369093653,0.0,0.0,6.415371369093653,|,-0.16467170128110098,5.694671701281101,5.6946717012810915,5.408846674562657,5.408846674562657,5.573518375843758,5.408846674562657,0.8686624454756042,0.12115332543733359,0.0,0.48461330174933437,0.0,22.29407350337503,22.778686805124366,|,0.7732082109269909,9.916791789073008,4.222120087791896,5.408846674562657,5.408846674562659,4.995328298718887,4.995328298718887,0.8979977703638271,-0.41351837584377016,0.41351837584377016,0.0,0.0,9.990656597437773,9.990656597437773
92,|,0.9164816241562361,5.573518375843764,5.573518375843758,4.982676918869575,4.982676918869575,4.982676918869575,4.982676918869575,0.9341581819611148,1.5073230811304192,0.0,10.551261567912935,0.0,0.0,10.551261567912935,|,0.12115332543733359,5.4088466745626675,4.995328298718887,4.982676918869575,4.982676918869574,4.982676918869575,4.982676918869575,0.8700263450710484,0.13380470528664556,0.0,0.5352188211465823,0.0,19.9307076754783,20.46592649662488,|,-0.41351837584377016,11.10351837584377,5.694671701281093,4.982676918869574,4.982676918869574,5.396195294713344,4.982676918869574,0.8990570317475111,0.2984764065677492,0.0,0.5969528131354984,0.0,10.792390589426688,11.389343402562186
93,|,1.5073230811304192,4.982676918869581,4.982676918869575,4.412975177817255,4.412975177817255,4.412975177817255,4.412975177817255,0.9347582326638839,2.0770248221827394,0.0,14.539173755279176,0.0,0.0,14.539173755279176,|,0.13380470528664556,5.396195294713355,5.396195294713344,4.412975177817255,4.412975177817255,4.412975177817255,4.412975177817255,0.8712108625297783,1.117024822182735,0.0,4.46809928873094,0.0,17.65190071126902,22.11999999999996,|,0.2984764065677492,10.391523593432249,5.408846674562659,4.412975177817255,4.412975177817256,4.412975177817255,4.412975177817255,0.8999769774726386,1.2943479033131533,0.0,2.5886958066263066,0.0,8.82595035563451,11.414646162260816
94,|,2.0770248221827394,4.41297517781726,4.412975177817255,5.363491659207711,5.363491659207712,5.363491659207711,5.363491659207711,0.9354729658762082,1.1265083407922827,0.0,7.885558385545979,0.0,0.0,7.885558385545979,|,1.117024822182735,4.412975177817266,4.412975177817255,5.363491659207712,5.363491659207711,5.363491659207712,5.363491659207712,0.8726217665824282,0.1665083407922774,0.0,0.6660333631691095,0.0,21.45396663683085,22.11999999999996,|,1.2943479033131533,9.395652096686847,4.982676918869574,5.363491659207711,5.3634916592077095,5.363491659207711,5.363491659207711,0.9010727444807435,0.9135331629750159,0.0,1.8270663259500317,0.0,10.726983318415423,12.554049644365454
95,|,1.1265083407922827,5.363491659207718,5.363491659207712,4.5804486870023,4.580448687002299,4.5804486870023,4.5804486870023,0.936071069041834,1.9095513129976949,0.0,13.366859190983863,0.0,0.0,13.366859190983863,|,0.1665083407922774,5.363491659207722,5.363491659207711,4.580448687002299,4.5804486870023,4.580448687002299,4.580448687002299,0.873802439546456,0.9495513129976896,0.0,3.7982052519907583,0.0,18.321794748009196,22.119999999999955,|,0.9135331629750159,9.776466837024982,4.412975177817256,4.5804486870023,4.580448687002302,4.5804486870023,4.5804486870023,0.9019897044107351,0.7460596537899722,0.0,1.4921193075799444,0.0,9.1608973740046,10.653016681584544
96,|,1.9095513129976949,4.5804486870023045,4.580448687002299,3.4375733088229787,3.4375733088229796,3.4375733088229787,3.4375733088229787,0.9365127057476478,3.0524266911770153,0.0,21.366986838239107,0.0,0.0,21.366986838239107,|,0.9495513129976896,4.580448687002311,4.5804486870023,3.4375733088229796,3.4375733088229796,3.4375733088229796,3.4375733088229796,0.874674243189112,2.09242669117701,0.0,8.36970676470804,0.0,13.750293235291918,22.11999999999996,|,0.7460596537899722,9.943940346210027,5.3634916592077095,3.4375733088229796,3.43757330882298,3.4375733088229796,3.4375733088229796,0.9026667835270463,2.671978004174702,0.0,5.343956008349404,0.0,6.875146617645959,12.219102625995363
97,|,3.0524266911770153,3.4375733088229854,3.4375733088229796,5.2875823899669,5.2875823899669,5.2875823899669,5.2875823899669,0.9371802333331973,1.2024176100330948,0.0,8.416923270231663,0.0,0.0,8.416923270231663,|,2.09242669117701,3.43757330882299,3.4375733088229796,5.2875823899669,5.287582389966901,5.2875823899669,5.2875823899669,0.8759919619679063,0.24241761003308948,0.0,0.9696704401323579,0.0,21.1503295598676,22.11999999999996,|,2.671978004174702,8.018021995825297,4.580448687002302,5.287582389966901,5.287582389966901,5.287582389966901,5.287582389966901,0.9036901789599612,1.9648443012101025,0.0,3.929688602420205,0.0,10.575164779933802,14.504853382354007
98,|,1.2024176100330948,5.287582389966905,5.2875823899669,4.209404163705691,4.209404163705691,4.209404163705691,4.209404163705691,0.937701694666752,2.280595836294304,0.0,15.964170854060129,0.0,0.0,15.964170854060129,|,0.24241761003308948,5.287582389966911,5.287582389966901,4.209404163705691,4.209404163705691,4.209404163705691,4.209404163705691,0.8770213417366455,1.3205958362942996,0.0,5.282383345177198,0.0,16.837616654822764,22.119999999999962,|,1.9648443012101025,8.725155698789894,3.43757330882298,4.209404163705691,4.209404163705693,4.209404163705691,4.209404163705691,0.904489638276331,1.1930134463273916,0.0,2.386026892654783,0.0,8.418808327411382,10.804835220066165
99,|,2.280595836294304,4.209404163705695,4.209404163705691,5.959652557308625,5.959652557308626,5.959652557308625,5.959652557308625,0.9384253438931344,0.5303474426913697,0.0,3.712432098839588,0.0,0.0,3.712432098839588,|,1.3205958362942996,4.209404163705702,4.209404163705691,5.959652557308626,5.959652557308625,5.5299999999999905,5.5299999999999905,0.8776124166180882,-0.4296525573086356,0.4296525573086356,0.0,0.0,22.119999999999962,22.119999999999962,|,1.1930134463273916,9.496986553672606,5.287582389966901,5.959652557308625,5.959652557308627,5.959652557308625,5.959652557308625,0.9055990745443498,0.5209432789856674,0.0,1.0418865579713348,0.0,11.91930511461725,12.961191672588585
