t,|i=2,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:2,IOPL:2,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=0,IO:1,IOPL:1,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC
739,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9967032967032967,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
740,|,9.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,9.0,9.0,0.9967114277884351,1.0,10.0,0,0.0,10.0,|,9.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,6.0,30.0,0,0.0,30.0,|,9.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,11.0,11.0,0,0.0,11.0
741,|,8.0,[0],8.0,8.0,9.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9967186218211649,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,9.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,9.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
742,|,5.0,[0],5.0,5.0,8.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9967231021299836,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,8.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,8.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
743,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9967257844474762,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
744,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9967311359302642,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
745,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9967355821545157,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
746,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9967391304347826,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
747,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9967400162999185,9.0,90.0,0,0.0,90.0,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,14.0,70.0,0,0.0,70.0,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,19.0,19.0,0,0.0,19.0
748,|,5.0,[0],5.0,5.0,1.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9967444384156267,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,1.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,1.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
749,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9967506092607636,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
750,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9967541249661888,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
751,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9967585089141004,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
752,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9967620075553157,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
753,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9967628810358781,9.0,90.0,0,0.0,90.0,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,14.0,70.0,0,0.0,70.0,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,19.0,19.0,0,0.0,19.0
754,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9967681120387827,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
755,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9967715899919289,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
756,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9967776584317938,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
757,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9967811158798283,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
758,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9967828418230563,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
759,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9967888680759968,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
760,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9967905857181064,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
761,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.99679658302189,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
762,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9968008531058384,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
763,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9968068121341139,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
764,|,10.0,[0],10.0,10.0,7.0,"[0, 10.0, 0]",0.0,10.0,10.0,0.9968152866242038,0.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,10.0,7.0,"[0, 10.0, 0]",0.0,10.0,10.0,1.0,5.0,25.0,0,0.0,25.0,|,10.0,[0],10.0,10.0,7.0,"[0, 10.0, 0]",0.0,10.0,10.0,1.0,10.0,10.0,0,0.0,10.0
765,|,1.0,[0],1.0,1.0,10.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9968161315998939,9.0,90.0,0,0.0,90.0,|,1.0,[0],1.0,1.0,10.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,14.0,70.0,0,0.0,70.0,|,1.0,[0],1.0,1.0,10.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,19.0,19.0,0,0.0,19.0
766,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9968211920529801,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
767,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9968253968253968,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
768,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9968270756213644,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
769,|,0.0,[0],0.0,0.0,2.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9968270756213644,10.0,100.0,0,0.0,100.0,|,0.0,[0],0.0,0.0,2.0,"[0, 0.0, 0]",0.0,0.0,0.0,1.0,15.0,75.0,0,0.0,75.0,|,0.0,[0],0.0,0.0,2.0,"[0, 0.0, 0]",0.0,0.0,0.0,1.0,20.0,20.0,0,0.0,20.0
770,|,5.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.996831264853446,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
771,|,11.0,[0],11.0,11.0,5.0,"[0, 11.0, 0]",0.0,10.0,10.0,0.9965771458662454,-1.0,0.0,100.0,0.0,100.0,|,11.0,[0],11.0,11.0,5.0,"[0, 11.0, 0]",0.0,11.0,11.0,1.0,4.0,20.0,0,0.0,20.0,|,11.0,[0],11.0,11.0,5.0,"[0, 11.0, 0]",0.0,11.0,11.0,1.0,9.0,9.0,0,0.0,9.0
772,|,4.0,[0],4.0,4.0,11.0,"[0, 4.0, 0]",0.0,5.0,4.0,0.9965807469752762,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,11.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,11.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
773,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9965825446898002,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
774,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9965879265091864,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
775,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9965923984272608,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
776,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9965959675307672,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
777,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9966030833551084,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
778,|,7.0,[0],7.0,7.0,8.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9966092853416797,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,8.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,8.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
779,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9966137014847617,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
780,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9966181061394381,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
781,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9966198647945917,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
782,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9966242534406647,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
783,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9966277561608301,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
784,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9966329966329966,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
785,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9966390899689762,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
786,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9966425619834711,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
787,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9966468919267475,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
788,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9966503478484926,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
789,|,9.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,9.0,9.0,0.9966580976863754,1.0,10.0,0,0.0,10.0,|,9.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,6.0,30.0,0,0.0,30.0,|,9.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,11.0,11.0,0,0.0,11.0
790,|,4.0,[0],4.0,4.0,9.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9966615305598356,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,9.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,9.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
791,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9966675211484235,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
792,|,9.0,[0],9.0,9.0,7.0,"[0, 9.0, 0]",0.0,9.0,9.0,0.9966751918158567,1.0,10.0,0,0.0,10.0,|,9.0,[0],9.0,9.0,7.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,6.0,30.0,0,0.0,30.0,|,9.0,[0],9.0,9.0,7.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,11.0,11.0,0,0.0,11.0
793,|,5.0,[0],5.0,5.0,9.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9966794380587484,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,9.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,9.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
794,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.996684519255292,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
795,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.996689584924879,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
796,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.996694635138571,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
797,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9966963151207116,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
798,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9966996699669967,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
799,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.996703018006594,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
800,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9967096937484181,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
801,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9967146828405358,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
802,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.996718000504923,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
803,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9967246157722348,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
