t,|i=0,IO:EXT,IOPL:EXT,OQ:1,OQ:2,OO:1,OO:2,IS:1,IS:2,ISPL:1,ISPL:2,RM:1,RM:2,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC
725,|,65.43384776414048,[0],65.4338477641405,65.43384776414048,68.15575730172753,65.43384776414035,54.191723520571,52.72190953758709,"[0, 52.721909537587095, 0]","[0, 59.99999999999995, 0]",0.0,2.721909537587159,57.27809046241296,57.27809046241296,0.9530631303060761,-8.155757301727519,27.21909537587159,81.55757301727519,0.0,108.77666839314678,|,65.4338477641405,[0],65.4338477641405,65.43384776414052,52.721909537587095,"[0, 65.4338477641405, 0]",0.0,52.721909537587095,49.99999999999997,0.9205294573052801,-15.433847764140523,0,154.33847764140523,527.2190953758709,681.5575730172761,|,65.43384776414048,[0],65.4338477641405,65.43384776414054,52.721909537587095,"[0, 65.4338477641405, 0]",0.0,59.99999999999995,59.99999999999995,0.9843180279318571,-5.4338477641405305,0,54.338477641405305,599.9999999999995,654.3384776414049
726,|,48.15617817795746,[0],48.15617817795744,48.156178177957464,63.59002594209788,53.59002594209786,52.721909537587095,59.99999999999995,"[0, 63.59002594209797, 0]","[0, 53.590025942097995, 0]",0.0,10.000000000000014,52.721909537587095,44.566152235859576,0.9530263360047477,-3.5900259420978813,100.00000000000014,35.90025942097881,0.0,135.90025942097895,|,48.15617817795744,[0],48.15617817795744,48.15617817795747,65.4338477641405,"[0, 48.15617817795744, 0]",0.0,63.59002594209797,48.15617817795744,0.9206353526078185,1.8438218220425284,18.438218220425284,0,635.9002594209796,654.3384776414049,|,48.156178177957464,[0],48.15617817795746,48.1561781779575,65.4338477641405,"[0, 48.15617817795746, 0]",0.0,53.590025942097995,48.156178177957464,0.9843389243183701,11.8438218220425,118.438218220425,0,535.90025942098,654.338477641405
727,|,49.69648602854812,[0],49.69648602854812,49.69648602854813,49.69648602854804,49.696486028547994,63.59002594209797,53.590025942097995,"[0, 49.69648602854812, 0]","[0, 49.69648602854813, 0]",0.0,4.263256414560601e-14,53.286511970646,49.69648602854812,0.9530908422585013,10.303513971451963,103.03513971452006,0,0.0,103.03513971452006,|,49.69648602854812,[0],49.69648602854812,49.69648602854815,48.15617817795744,"[0, 49.69648602854812, 0]",0.0,49.69648602854812,49.69648602854812,0.9207443395517423,0.30351397145184933,3.0351397145184933,0,496.9648602854812,499.9999999999997,|,49.69648602854813,[0],49.69648602854813,49.69648602854818,48.15617817795746,"[0, 49.69648602854813, 0]",0.0,49.69648602854813,49.69648602854813,0.9843604307804182,10.303513971451828,103.03513971451828,0,496.9648602854813,599.9999999999995
728,|,36.55876761277335,[0],36.55876761277335,36.55876761277335,36.558767612773266,36.55876761277322,49.69648602854812,49.69648602854813,"[0, 36.55876761277335, 0]","[0, 36.55876761277335, 0]",0.0,4.973799150320701e-14,36.55876761277335,36.55876761277335,0.9531381827078728,23.441232387226734,234.41232387226785,0,0.0,234.41232387226785,|,36.55876761277335,[0],36.55876761277335,36.55876761277338,49.69648602854812,"[0, 36.55876761277335, 0]",0.0,36.55876761277335,36.55876761277335,0.9208243239036578,13.44123238722662,134.4123238722662,0,365.5876761277335,499.9999999999997,|,36.55876761277335,[0],36.558767612773345,36.5587676127734,49.69648602854813,"[0, 36.558767612773345, 0]",0.0,36.55876761277335,36.55876761277335,0.9843762141427824,23.441232387226606,234.41232387226606,0,365.5876761277335,599.9999999999995
729,|,55.21528894357125,[0],55.21528894357125,55.21528894357125,55.21528894357117,55.215288943571124,36.55876761277335,36.55876761277335,"[0, 49.99999999999997, 0]","[0, 55.21528894357125, 0]",0.0,4.973799150320701e-14,55.21528894357125,55.21528894357125,0.9532095008827617,4.784711056428833,47.847110564288826,0,0.0,47.847110564288826,|,55.21528894357125,[0],55.21528894357125,55.21528894357128,36.55876761277335,"[0, 55.21528894357125, 0]",0.0,49.99999999999997,49.99999999999997,0.9208010725312873,-5.215288943571281,0,52.15288943571281,499.9999999999997,552.1528894357125,|,55.21528894357125,[0],55.215288943571245,55.2152889435713,36.558767612773345,"[0, 55.215288943571245, 0]",0.0,55.21528894357125,55.21528894357125,0.9843999917074732,4.784711056428698,47.84711056428698,0,552.1528894357125,599.9999999999994
730,|,41.00832863343801,[0],41.00832863343801,41.008328633438005,46.22361757700921,41.00832863343787,49.99999999999997,55.21528894357125,"[0, 46.22361757700929, 0]","[0, 41.008328633438005, 0]",0.0,5.2152889435713305,41.00832863343801,41.00832863343801,0.953262328483405,13.776382422990793,189.91671366562122,0,0.0,189.91671366562122,|,41.00832863343801,[0],41.00832863343801,41.00832863343804,55.21528894357125,"[0, 41.00832863343801, 0]",0.0,46.22361757700929,41.00832863343801,0.9208904900282285,8.99167136656196,89.9167136656196,0,462.2361757700929,552.1528894357125,|,41.008328633438005,[0],41.008328633438005,41.00832863343806,55.215288943571245,"[0, 41.008328633438005, 0]",0.0,41.008328633438005,41.008328633438005,0.9844176044926253,18.99167136656194,189.9167136656194,0,410.08328633438003,599.9999999999994
731,|,46.14495978025754,[0],46.14495978025754,46.144959780257544,46.14495978025745,46.1449597802574,46.22361757700929,41.008328633438005,"[0, 46.14495978025754, 0]","[0, 46.144959780257544, 0]",0.0,4.263256414560601e-14,46.14495978025754,46.14495978025754,0.9533216307217841,13.855040219742548,138.5504021974259,0,0.0,138.5504021974259,|,46.14495978025754,[0],46.14495978025754,46.144959780257565,41.00832863343801,"[0, 46.14495978025754, 0]",0.0,46.14495978025754,46.14495978025754,0.9209908666808551,3.8550402197424347,38.55040219742435,0,461.44959780257534,499.99999999999966,|,46.144959780257544,[0],46.144959780257544,46.1449597802576,41.008328633438005,"[0, 46.144959780257544, 0]",0.0,46.144959780257544,46.144959780257544,0.9844373759297318,13.8550402197424,138.55040219742398,0,461.44959780257545,599.9999999999994
732,|,53.21743679018472,[0],53.21743679018472,53.21743679018473,53.217436790184635,53.217436790184586,46.14495978025754,46.144959780257544,"[0, 49.99999999999997, 0]","[0, 53.21743679018473, 0]",0.0,4.973799150320701e-14,53.21743679018472,53.21743679018472,0.9533898354263167,6.782563209815365,67.82563209815414,0,0.0,67.82563209815414,|,53.21743679018472,[0],53.21743679018472,53.21743679018475,46.14495978025754,"[0, 53.21743679018472, 0]",0.0,49.99999999999997,49.99999999999997,0.9210179724431803,-3.217436790184749,0,32.17436790184749,499.9999999999997,532.1743679018472,|,53.21743679018473,[0],53.21743679018473,53.217436790184784,46.144959780257544,"[0, 53.21743679018473, 0]",0.0,53.21743679018473,53.21743679018473,0.984460115459687,6.7825632098152155,67.82563209815216,0,532.1743679018473,599.9999999999994
733,|,46.806822035808096,[0],46.806822035808096,46.806822035808096,50.02425882599276,46.80682203580796,49.99999999999997,53.21743679018473,"[0, 50.024258825992845, 0]","[0, 46.806822035808096, 0]",0.0,3.2174367901848058,46.806822035808096,46.806822035808096,0.9534496596015755,9.97574117400724,131.93177964192046,0,0.0,131.93177964192046,|,46.806822035808096,[0],46.806822035808096,46.806822035808125,53.21743679018472,"[0, 46.806822035808096, 0]",0.0,50.024258825992845,46.806822035808096,0.9211193459247388,3.193177964191875,31.93177964191875,0,500.2425882599284,532.1743679018472,|,46.806822035808096,[0],46.806822035808096,46.80682203580816,53.21743679018473,"[0, 46.806822035808096, 0]",0.0,46.806822035808096,46.806822035808096,0.9844800609111727,13.193177964191847,131.93177964191847,0,468.06822035808096,599.9999999999994
734,|,42.62275804476224,[0],42.62275804476224,42.622758044762236,42.622758044762165,42.622758044762094,50.024258825992845,46.806822035808096,"[0, 42.62275804476224, 0]","[0, 42.622758044762236, 0]",0.0,5.684341886080802e-14,42.62275804476224,42.62275804476224,0.95350400265598,17.377241955237842,173.772419552379,0,0.0,173.772419552379,|,42.62275804476224,[0],42.62275804476224,42.622758044762264,46.806822035808096,"[0, 42.62275804476224, 0]",0.0,42.62275804476224,42.62275804476224,0.9212114315172218,7.377241955237729,73.77241955237729,0,426.2275804476224,499.9999999999997,|,42.622758044762236,[0],42.62275804476223,42.62275804476229,46.806822035808096,"[0, 42.62275804476223, 0]",0.0,42.622758044762236,42.622758044762236,0.9844981789504188,17.377241955237707,173.77241955237707,0,426.22758044762236,599.9999999999994
735,|,68.37574966811412,[0],68.37574966811411,68.37574966811414,68.37574966811403,68.375749668114,42.62275804476224,42.622758044762236,"[0, 49.99999999999997, 0]","[0, 59.999999999999936, 0]",0.0,4.973799150320701e-14,60.000000000000085,60.000000000000085,0.953361939237721,-8.37574966811404,4.973799150320701e-13,83.7574966811404,0.0,83.75749668114089,|,68.37574966811411,[0],68.37574966811411,68.37574966811414,42.62275804476224,"[0, 68.37574966811411, 0]",0.0,49.99999999999997,49.99999999999997,0.9208563510284591,-18.37574966811414,0,183.7574966811414,499.9999999999997,683.7574966811411,|,68.37574966811414,[0],68.37574966811414,68.3757496681142,42.62275804476223,"[0, 68.37574966811414, 0]",0.0,59.999999999999936,59.999999999999936,0.9842981794308591,-8.375749668114203,0,83.75749668114203,599.9999999999993,683.7574966811413
736,|,63.74279662660649,[0],63.742796626606506,63.742796626606484,82.11854629472057,72.11854629472055,49.99999999999997,59.999999999999936,"[0, 68.37574966811411, 0]","[0, 68.37574966811414, 0]",0.0,10.000000000000014,49.99999999999997,41.62425033188593,0.9528394440367148,-22.11854629472056,100.00000000000014,221.1854629472056,0.0,321.18546294720574,|,63.742796626606506,[0],63.742796626606506,63.74279662660655,68.37574966811411,"[0, 63.742796626606506, 0]",0.0,68.37574966811411,49.99999999999997,0.9206189796867252,-13.742796626606534,0,137.42796626606534,683.7574966811411,821.1854629472065,|,63.742796626606484,[0],63.74279662660649,63.74279662660655,68.37574966811414,"[0, 63.74279662660649, 0]",0.0,68.37574966811414,59.999999999999936,0.9842233511974736,-3.742796626606548,0,37.42796626606548,683.7574966811414,721.1854629472069
737,|,39.560949121149875,[0],39.56094912114986,39.560949121149875,53.303745747756324,43.30374574775628,68.37574966811411,68.37574966811414,"[0, 53.303745747756395, 0]","[0, 43.30374574775642, 0]",0.0,10.000000000000043,61.679495415870434,39.560949121149875,0.9528903053903558,6.696254252243676,166.9625425224372,0,0.0,166.9625425224372,|,39.56094912114986,[0],39.56094912114985,39.56094912114989,63.742796626606506,"[0, 39.56094912114985, 0]",0.0,53.303745747756395,39.56094912114986,0.9207045899189219,10.43905087885011,104.39050878850111,0,533.037457477564,637.4279662660651,|,39.560949121149875,[0],39.560949121149875,39.56094912114993,63.74279662660649,"[0, 39.560949121149875, 0]",0.0,43.30374574775642,39.560949121149875,0.9842403658763218,20.439050878850068,204.39050878850068,0,433.0374574775642,637.4279662660649
738,|,42.80218957230481,[0],42.80218957230481,42.80218957230481,42.80218957230474,42.80218957230467,53.303745747756395,43.30374574775642,"[0, 42.80218957230481, 0]","[0, 42.80218957230481, 0]",0.0,7.105427357601002e-14,42.80218957230481,42.80218957230481,0.9529452104184017,17.19781042769526,171.9781042769533,0,0.0,171.9781042769533,|,42.80218957230481,[0],42.80218957230481,42.802189572304854,39.56094912114985,"[0, 42.80218957230481, 0]",0.0,42.80218957230481,42.80218957230481,0.9207970064958174,7.197810427695146,71.97810427695146,0,428.02189572304815,499.9999999999996,|,42.80218957230481,[0],42.80218957230481,42.80218957230487,39.560949121149875,"[0, 42.80218957230481, 0]",0.0,42.80218957230481,42.80218957230481,0.9842587332879708,17.19781042769513,171.9781042769513,0,428.02189572304815,599.9999999999994
739,|,43.84420366325745,[0],43.84420366325745,43.84420366325745,43.844203663257375,43.84420366325732,42.80218957230481,42.80218957230481,"[0, 43.84420366325745, 0]","[0, 43.84420366325745, 0]",0.0,7.105427357601002e-14,43.84420366325745,43.84420366325745,0.9530013195689192,16.15579633674262,161.55796336742688,0,0.0,161.55796336742688,|,43.84420366325745,[0],43.84420366325745,43.84420366325749,42.80218957230481,"[0, 43.84420366325745, 0]",0.0,43.84420366325745,43.84420366325745,0.9208914498611682,6.155796336742505,61.557963367425046,0,438.4420366325745,499.99999999999955,|,43.84420366325745,[0],43.84420366325745,43.84420366325752,42.80218957230481,"[0, 43.84420366325745, 0]",0.0,43.84420366325745,43.84420366325745,0.9842775035154255,16.15579633674249,161.55796336742492,0,438.4420366325745,599.9999999999994
740,|,68.70546436224596,[0],68.70546436224598,68.70546436224595,68.70546436224589,68.7054643622458,43.84420366325745,43.84420366325745,"[0, 49.99999999999996, 0]","[0, 59.99999999999994, 0]",0.0,7.105427357601002e-14,60.00000000000007,60.00000000000007,0.952852656895399,-8.705464362245891,7.105427357601002e-13,87.05464362245891,0.0,87.05464362245962,|,68.70546436224598,[0],68.70546436224598,68.705464362246,43.84420366325745,"[0, 68.70546436224598, 0]",0.0,49.99999999999996,49.99999999999996,0.9205312140926699,-18.70546436224602,0,187.0546436224602,499.99999999999955,687.0546436224597,|,68.70546436224595,[0],68.70546436224595,68.705464362246,43.84420366325745,"[0, 68.70546436224595, 0]",0.0,59.99999999999994,59.99999999999994,0.984070508158149,-8.705464362246005,0,87.05464362246005,599.9999999999994,687.0546436224595
741,|,62.08364650723236,[0],62.08364650723236,62.08364650723237,80.78911086947828,70.78911086947824,49.99999999999996,59.99999999999994,"[0, 68.70546436224598, 0]","[0, 68.70546436224595, 0]",0.0,10.000000000000057,49.99999999999996,41.294535637754066,0.9523685887904475,-20.789110869478293,100.00000000000057,207.89110869478293,0.0,307.8911086947835,|,62.08364650723236,[0],62.08364650723237,62.0836465072324,68.70546436224598,"[0, 62.08364650723237, 0]",0.0,68.70546436224598,49.99999999999996,0.9203374480495154,-12.083646507232402,0,120.83646507232402,687.0546436224597,807.8911086947837,|,62.08364650723237,[0],62.08364650723237,62.08364650723243,68.70546436224595,"[0, 62.08364650723237, 0]",0.0,68.70546436224595,59.99999999999994,0.9840408417477903,-2.08364650723243,0,20.8364650723243,687.0546436224595,707.8911086947837
742,|,50.08531689522873,[0],50.08531689522874,50.08531689522873,62.16896340246106,52.16896340246102,68.70546436224598,68.70546436224595,"[0, 62.08364650723237, 0]","[0, 52.16896340246116, 0]",0.0,10.000000000000028,68.70546436224598,47.91635349276768,0.9523744526985751,-2.1689634024610456,100.00000000000028,21.689634024610456,0.0,121.68963402461074,|,50.08531689522874,[0],50.08531689522874,50.08531689522877,62.08364650723237,"[0, 50.08531689522874, 0]",0.0,62.08364650723237,49.99999999999997,0.9204431210122034,-0.08531689522877173,0,0.8531689522877173,620.8364650723238,621.6896340246115,|,50.08531689522873,[0],50.08531689522873,50.085316895228786,62.08364650723237,"[0, 50.08531689522873, 0]",0.0,52.16896340246116,50.08531689522873,0.984062474258777,9.914683104771214,99.14683104771214,0,521.6896340246116,620.8364650723237
743,|,39.01670894874715,[0],39.01670894874714,39.01670894874715,39.102025843975824,39.01670894874701,62.08364650723237,52.16896340246116,"[0, 39.10202584397591, 0]","[0, 39.01670894874715, 0]",0.0,0.08531689522881436,41.1856723512082,39.01670894874715,0.9524246891315055,20.897974156024176,209.8329105125299,0,0.0,209.8329105125299,|,39.01670894874714,[0],39.01670894874714,39.016708948747166,50.08531689522874,"[0, 39.01670894874714, 0]",0.0,39.10202584397591,39.01670894874714,0.9205270392880421,10.983291051252834,109.83291051252834,0,391.0202584397591,500.85316895228743,|,39.01670894874715,[0],39.01670894874715,39.01670894874721,50.08531689522873,"[0, 39.01670894874715, 0]",0.0,39.01670894874715,39.01670894874715,0.9840792854974575,20.98329105125279,209.83291051252792,0,390.1670894874715,599.9999999999994
744,|,55.52637452585808,[0],55.52637452585808,55.52637452585808,55.526374525858,55.52637452585793,39.10202584397591,39.01670894874715,"[0, 49.99999999999997, 0]","[0, 55.52637452585808, 0]",0.0,5.684341886080802e-14,55.52637452585808,55.52637452585808,0.9524960003202962,4.473625474142004,44.73625474142061,0,0.0,44.73625474142061,|,55.52637452585808,[0],55.52637452585808,55.52637452585812,39.01670894874714,"[0, 55.52637452585808, 0]",0.0,49.99999999999997,49.99999999999997,0.9204969800261678,-5.52637452585811,0,55.263745258581096,499.9999999999997,555.2637452585808,|,55.52637452585808,[0],55.52637452585808,55.52637452585813,39.01670894874715,"[0, 55.52637452585808, 0]",0.0,55.52637452585808,55.52637452585808,0.9841031492422623,4.473625474141862,44.73625474141862,0,555.2637452585808,599.9999999999994
745,|,50.98459460084336,[0],50.98459460084335,50.984594600843366,56.51096912670138,50.98459460084322,49.99999999999997,55.52637452585808,"[0, 55.52637452585808, 0]","[0, 50.984594600843366, 0]",0.0,5.5263745258581665,50.98459460084336,50.98459460084336,0.9525612906045189,3.489030873298617,90.15405399156784,0,0.0,90.15405399156784,|,50.98459460084335,[0],50.984594600843344,50.98459460084339,55.52637452585808,"[0, 50.984594600843344, 0]",0.0,55.52637452585808,49.99999999999997,0.9205797080974726,-0.9845946008433799,0,9.845946008433799,555.2637452585808,565.1096912670146,|,50.984594600843366,[0],50.98459460084337,50.984594600843415,55.52637452585808,"[0, 50.98459460084337, 0]",0.0,50.984594600843366,50.984594600843366,0.9841249981373283,9.015405399156577,90.15405399156577,0,509.84594600843366,599.9999999999994
746,|,45.97025857056739,[0],45.97025857056739,45.97025857056739,46.95485317141068,45.97025857056724,55.52637452585808,50.984594600843366,"[0, 46.95485317141077, 0]","[0, 45.97025857056739, 0]",0.0,0.984594600843451,45.97025857056739,45.97025857056739,0.9526200059147902,13.04514682858931,140.2974142943276,0,0.0,140.2974142943276,|,45.97025857056739,[0],45.97025857056738,45.97025857056743,50.984594600843344,"[0, 45.97025857056738, 0]",0.0,46.95485317141077,45.97025857056739,0.9206780072953284,4.029741429432576,40.29741429432576,0,469.5485317141077,509.84594600843343,|,45.97025857056739,[0],45.970258570567395,45.97025857056743,50.98459460084337,"[0, 45.970258570567395, 0]",0.0,45.97025857056739,45.97025857056739,0.9841446467675673,14.029741429432562,140.29741429432562,0,459.70258570567387,599.9999999999995
747,|,30.423542101637686,[0],30.423542101637693,30.423542101637686,30.4235421016376,30.42354210163753,46.95485317141077,45.97025857056739,"[0, 30.423542101637693, 0]","[0, 30.423542101637686, 0]",0.0,7.105427357601002e-14,30.423542101637686,30.423542101637686,0.9526587843901237,29.576457898362392,295.7645789836246,0,0.0,295.7645789836246,|,30.423542101637693,[0],30.423542101637686,30.423542101637736,45.97025857056738,"[0, 30.423542101637686, 0]",0.0,30.423542101637693,30.423542101637693,0.9207429289146088,19.576457898362264,195.76457898362264,0,304.2354210163769,499.99999999999955,|,30.423542101637686,[0],30.423542101637693,30.42354210163772,45.970258570567395,"[0, 30.423542101637693, 0]",0.0,30.423542101637686,30.423542101637686,0.9841576236882297,29.57645789836227,295.7645789836227,0,304.23542101637685,599.9999999999995
748,|,52.203711699300094,[0],52.2037116993001,52.2037116993001,52.2037116993,52.20371169929995,30.423542101637693,30.423542101637686,"[0, 49.99999999999995, 0]","[0, 52.2037116993001, 0]",0.0,6.394884621840902e-14,52.203711699300094,52.203711699300094,0.9527251766190681,7.796288300699992,77.96288300700056,0,0.0,77.96288300700056,|,52.2037116993001,[0],52.2037116993001,52.20371169930015,30.423542101637686,"[0, 52.2037116993001, 0]",0.0,49.99999999999995,49.99999999999995,0.9207948792522077,-2.2037116993001504,0,22.037116993001504,499.9999999999995,522.037116993001,|,52.2037116993001,[0],52.20371169930011,52.20371169930014,30.423542101637693,"[0, 52.20371169930011, 0]",0.0,52.2037116993001,52.2037116993001,0.9841798413406825,7.796288300699864,77.96288300699864,0,522.0371169930011,599.9999999999997
749,|,57.61268904079652,[0],57.612689040796525,57.61268904079651,59.816400740096576,57.61268904079637,49.99999999999995,52.2037116993001,"[0, 52.2037116993001, 0]","[0, 57.61268904079651, 0]",0.0,2.2037116993002144,57.61268904079652,57.61268904079652,0.9527982321114774,0.18359925990342418,23.873109592036386,0,0.0,23.873109592036386,|,57.612689040796525,[0],57.612689040796525,57.61268904079657,52.2037116993001,"[0, 57.612689040796525, 0]",0.0,52.2037116993001,49.99999999999995,0.9207130838220028,-7.612689040796575,0,76.12689040796575,522.0371169930011,598.1640074009669,|,57.61268904079651,[0],57.6126890407965,57.61268904079653,52.20371169930011,"[0, 57.6126890407965, 0]",0.0,57.61268904079651,57.61268904079651,0.9842042888033739,2.387310959203461,23.87310959203461,0,576.1268904079651,599.9999999999998
750,|,43.68110361661577,[0],43.68110361661577,43.681103616615765,51.29379265741224,43.681103616615616,52.2037116993001,57.61268904079651,"[0, 51.29379265741235, 0]","[0, 43.681103616615765, 0]",0.0,7.612689040796624,43.68110361661577,43.68110361661577,0.9528534714074292,8.706207342587753,163.1889638338438,0,0.0,163.1889638338438,|,43.68110361661577,[0],43.68110361661578,43.68110361661583,57.612689040796525,"[0, 43.68110361661578, 0]",0.0,51.29379265741235,43.68110361661577,0.9208058717327905,6.318896383384178,63.18896383384178,0,512.9379265741235,576.1268904079652,|,43.681103616615765,[0],43.68110361661577,43.68110361661579,57.6126890407965,"[0, 43.68110361661577, 0]",0.0,43.681103616615765,43.681103616615765,0.9842227742119632,16.3188963833842,163.188963833842,0,436.81103616615763,599.9999999999997
751,|,50.78703286904699,[0],50.787032869046996,50.787032869046996,50.78703286904689,50.78703286904685,51.29379265741235,43.681103616615765,"[0, 49.99999999999996, 0]","[0, 50.787032869046996, 0]",0.0,4.263256414560601e-14,50.78703286904699,50.78703286904699,0.9529175345596672,9.21296713095311,92.12967130953153,0,0.0,92.12967130953153,|,50.787032869046996,[0],50.78703286904699,50.787032869047046,43.68110361661578,"[0, 50.78703286904699, 0]",0.0,49.99999999999996,49.99999999999996,0.920892424366218,-0.7870328690470387,0,7.870328690470387,499.99999999999955,507.87032869046993,|,50.787032869046996,[0],50.787032869047,50.787032869047025,43.68110361661577,"[0, 50.787032869047, 0]",0.0,50.787032869046996,50.787032869046996,0.9842442124566808,9.212967130952975,92.12967130952975,0,507.87032869046993,599.9999999999997
752,|,44.28021845245274,[0],44.28021845245274,44.28021845245274,45.06725132149968,44.28021845245259,49.99999999999996,50.787032869046996,"[0, 45.06725132149978, 0]","[0, 44.28021845245274, 0]",0.0,0.7870328690470814,44.28021845245274,44.28021845245274,0.9529732480646361,14.932748678500325,157.19781547547407,0,0.0,157.19781547547407,|,44.28021845245274,[0],44.280218452452736,44.28021845245279,50.78703286904699,"[0, 44.280218452452736, 0]",0.0,45.06725132149978,44.28021845245274,0.9209860337442938,5.719781547547207,57.19781547547207,0,450.6725132149978,507.8703286904699,|,44.28021845245274,[0],44.28021845245274,44.280218452452765,50.787032869047,"[0, 44.28021845245274, 0]",0.0,44.28021845245274,44.28021845245274,0.9842628565556968,15.719781547547235,157.19781547547234,0,442.80218452452743,599.9999999999998
753,|,33.846126091338135,[0],33.84612609133813,33.84612609133814,33.84612609133802,33.84612609133799,45.06725132149978,44.28021845245274,"[0, 33.84612609133813, 0]","[0, 33.84612609133814, 0]",0.0,4.263256414560601e-14,33.846126091338135,33.846126091338135,0.9530157445337241,26.15387390866197,261.5387390866201,0,0.0,261.5387390866201,|,33.84612609133813,[0],33.84612609133813,33.846126091338185,44.280218452452736,"[0, 33.84612609133813, 0]",0.0,33.84612609133813,33.84612609133813,0.9210574359661423,16.153873908661815,161.53873908661814,0,338.4612609133813,499.99999999999943,|,33.84612609133814,[0],33.84612609133814,33.846126091338164,44.28021845245274,"[0, 33.84612609133814, 0]",0.0,33.84612609133814,33.84612609133814,0.9842770776745788,26.153873908661836,261.53873908661836,0,338.4612609133814,599.9999999999998
754,|,53.03271736132599,[0],53.032717361326,53.032717361325986,53.0327173613259,53.03271736132583,33.84612609133813,33.84612609133814,"[0, 49.99999999999994, 0]","[0, 53.032717361325986, 0]",0.0,5.684341886080802e-14,53.03271736132599,53.03271736132599,0.9530821770386314,6.9672826386741065,69.67282638674163,0,0.0,69.67282638674163,|,53.032717361326,[0],53.032717361326,53.03271736132606,33.84612609133813,"[0, 53.032717361326, 0]",0.0,49.99999999999994,49.99999999999994,0.9210881985605633,-3.032717361326057,0,30.32717361326057,499.99999999999943,530.32717361326,|,53.032717361325986,[0],53.032717361325986,53.032717361326,33.84612609133814,"[0, 53.032717361325986, 0]",0.0,53.032717361325986,53.032717361325986,0.9842993088050752,6.967282638673993,69.67282638673993,0,530.3271736132599,599.9999999999998
755,|,45.96475109341367,[0],45.96475109341366,45.964751093413675,48.99746845473962,45.96475109341352,49.99999999999994,53.032717361325986,"[0, 48.99746845473972, 0]","[0, 45.964751093413675, 0]",0.0,3.0327173613260996,45.96475109341367,45.96475109341367,0.953139603924504,11.002531545260382,140.3524890658648,0,0.0,140.3524890658648,|,45.96475109341366,[0],45.96475109341366,45.96475109341372,53.032717361326,"[0, 45.96475109341366, 0]",0.0,48.99746845473972,45.96475109341366,0.9211847857150653,4.035248906586283,40.35248906586283,0,489.97468454739715,530.32717361326,|,45.964751093413675,[0],45.96475109341368,45.96475109341369,53.032717361325986,"[0, 45.96475109341368, 0]",0.0,45.964751093413675,45.964751093413675,0.9843185262739274,14.035248906586304,140.35248906586304,0,459.64751093413673,599.9999999999998
756,|,56.815761024112945,[0],56.815761024112945,56.815761024112945,56.815761024112845,56.81576102411278,48.99746845473972,45.964751093413675,"[0, 49.99999999999994, 0]","[0, 56.815761024112945, 0]",0.0,5.684341886080802e-14,56.815761024112945,56.815761024112945,0.953210393730186,3.1842389758871548,31.842389758872116,0,0.0,31.842389758872116,|,56.815761024112945,[0],56.815761024112945,56.815761024112994,45.96475109341366,"[0, 56.815761024112945, 0]",0.0,49.99999999999994,49.99999999999994,0.9211226264298653,-6.8157610241130016,0,68.15761024113002,499.99999999999943,568.1576102411294,|,56.815761024112945,[0],56.81576102411295,56.81576102411296,45.96475109341368,"[0, 56.81576102411295, 0]",0.0,56.815761024112945,56.815761024112945,0.984342215541856,3.184238975887041,31.84238975887041,0,568.1576102411294,599.9999999999998
757,|,45.573450311221734,[0],45.573450311221734,45.57345031122174,52.389211335334636,45.57345031122158,49.99999999999994,56.815761024112945,"[0, 52.389211335334736, 0]","[0, 45.57345031122174, 0]",0.0,6.815761024113058,45.573450311221734,45.573450311221734,0.9532670217409345,7.610788664665364,144.26549688778422,0,0.0,144.26549688778422,|,45.573450311221734,[0],45.57345031122174,45.57345031122179,56.815761024112945,"[0, 45.57345031122174, 0]",0.0,52.389211335334736,45.573450311221734,0.9212180892711762,4.426549688778209,44.26549688778209,0,523.8921133533473,568.1576102411294,|,45.57345031122174,[0],45.57345031122174,45.57345031122174,56.81576102411295,"[0, 45.57345031122174, 0]",0.0,45.57345031122174,45.57345031122174,0.984361165673248,14.426549688778252,144.26549688778252,0,455.7345031122174,599.9999999999999
758,|,36.892602227770084,[0],36.892602227770084,36.892602227770084,36.892602227769984,36.89260222776992,52.389211335334736,45.57345031122174,"[0, 36.892602227770084, 0]","[0, 36.892602227770084, 0]",0.0,6.394884621840902e-14,36.892602227770084,36.892602227770084,0.9533127629318937,23.107397772230016,231.0739777223008,0,0.0,231.0739777223008,|,36.892602227770084,[0],36.892602227770084,36.89260222777013,45.57345031122174,"[0, 36.892602227770084, 0]",0.0,36.892602227770084,36.892602227770084,0.9212951992384205,13.107397772229866,131.07397772229865,0,368.92602227770084,499.9999999999995,|,36.892602227770084,[0],36.89260222777009,36.89260222777009,45.57345031122174,"[0, 36.89260222777009, 0]",0.0,36.892602227770084,36.892602227770084,0.984376472613528,23.10739777222991,231.0739777222991,0,368.92602227770084,600.0
